date,FOX stock
2010-08-24,63
2010-08-25,42
2010-08-26,54
2010-08-27,45
2010-08-28,14
2010-08-29,0
2010-08-30,31
2010-08-31,20
2010-09-01,52
2010-09-02,31
2010-09-03,11
2010-09-04,0
2010-09-05,13
2010-09-06,11
2010-09-07,51
2010-09-08,41
2010-09-09,21
2010-09-10,11
2010-09-11,53
2010-09-12,0
2010-09-13,40
2010-09-14,20
2010-09-15,20
2010-09-16,51
2010-09-17,54
2010-09-18,26
2010-09-19,0
2010-09-20,20
2010-09-21,10
2010-09-22,71
2010-09-23,40
2010-09-24,63
2010-09-25,26
2010-09-26,12
2010-09-27,20
2010-09-28,49
2010-09-29,30
2010-09-30,100
2010-10-01,11
2010-10-02,13
2010-10-03,37
2010-10-04,30
2010-10-05,10
2010-10-06,59
2010-10-07,10
2010-10-08,74
2010-10-09,25
2010-10-10,13
2010-10-11,50
2010-10-12,30
2010-10-13,69
2010-10-14,30
2010-10-15,62
2010-10-16,50
2010-10-17,24
2010-10-18,39
2010-10-19,77
2010-10-20,48
2010-10-21,30
2010-10-22,21
2010-10-23,37
2010-10-24,36
2010-10-25,9
2010-10-26,19
2010-10-27,57
2010-10-28,59
2010-10-29,31
2010-10-30,25
2010-10-31,0
2010-11-01,50
2010-11-02,76
2010-11-03,28
2010-11-04,38
2010-11-05,51
2010-11-06,24
2010-11-07,23
2010-11-08,37
2010-11-09,57
2010-11-10,38
2010-11-11,49
2010-11-12,20
2010-11-13,24
2010-11-14,24
2010-11-15,19
2010-11-16,39
2010-11-17,66
2010-11-18,76
2010-11-19,61
2010-11-20,24
2010-11-21,12
2010-11-22,19
2010-11-23,38
2010-11-24,29
2010-11-25,0
2010-11-26,10
2010-11-27,49
2010-11-28,12
2010-11-29,18
2010-11-30,37
2010-12-01,37
2010-12-02,19
2010-12-03,69
2010-12-04,24
2010-12-05,12
2010-12-06,28
2010-12-07,9
2010-12-08,0
2010-12-09,39
2010-12-10,20
2010-12-11,60
2010-12-12,12
2010-12-13,19
2010-12-14,37
2010-12-15,19
2010-12-16,29
2010-12-17,0
2010-12-18,37
2010-12-19,24
2010-12-20,0
2010-12-21,29
2010-12-22,10
2010-12-23,43
2010-12-24,13
2010-12-25,0
2010-12-26,13
2010-12-27,0
2010-12-28,42
2010-12-29,31
2010-12-30,32
2010-12-31,38
2011-01-01,14
2011-01-02,36
2011-01-03,58
2011-01-04,46
2011-01-05,19
2011-01-06,57
2011-01-07,29
2011-01-08,11
2011-01-09,0
2011-01-10,27
2011-01-11,62
2011-01-12,27
2011-01-13,36
2011-01-14,47
2011-01-15,11
2011-01-16,44
2011-01-17,0
2011-01-18,62
2011-01-19,63
2011-01-20,36
2011-01-21,28
2011-01-22,0
2011-01-23,11
2011-01-24,17
2011-01-25,17
2011-01-26,45
2011-01-27,53
2011-01-28,37
2011-01-29,0
2011-01-30,0
2011-01-31,33
2011-02-01,58
2011-02-02,17
2011-02-03,26
2011-02-04,36
2011-02-05,11
2011-02-06,31
2011-02-07,42
2011-02-08,17
2011-02-09,26
2011-02-10,9
2011-02-11,19
2011-02-12,33
2011-02-13,43
2011-02-14,43
2011-02-15,8
2011-02-16,26
2011-02-17,53
2011-02-18,28
2011-02-19,43
2011-02-20,53
2011-02-21,0
2011-02-22,60
2011-02-23,26
2011-02-24,70
2011-02-25,72
2011-02-26,21
2011-02-27,21
2011-02-28,51
2011-03-01,42
2011-03-02,52
2011-03-03,61
2011-03-04,64
2011-03-05,11
2011-03-06,11
2011-03-07,18
2011-03-08,35
2011-03-09,43
2011-03-10,17
2011-03-11,44
2011-03-12,22
2011-03-13,32
2011-03-14,45
2011-03-15,52
2011-03-16,59
2011-03-17,78
2011-03-18,64
2011-03-19,32
2011-03-20,0
2011-03-21,34
2011-03-22,51
2011-03-23,26
2011-03-24,35
2011-03-25,55
2011-03-26,0
2011-03-27,11
2011-03-28,25
2011-03-29,8
2011-03-30,43
2011-03-31,9
2011-04-01,36
2011-04-02,22
2011-04-03,43
2011-04-04,8
2011-04-05,68
2011-04-06,61
2011-04-07,61
2011-04-08,82
2011-04-09,11
2011-04-10,22
2011-04-11,25
2011-04-12,34
2011-04-13,9
2011-04-14,35
2011-04-15,82
2011-04-16,11
2011-04-17,22
2011-04-18,60
2011-04-19,18
2011-04-20,36
2011-04-21,38
2011-04-22,73
2011-04-23,23
2011-04-24,0
2011-04-25,56
2011-04-26,42
2011-04-27,9
2011-04-28,26
2011-04-29,55
2011-04-30,22
2011-05-01,11
2011-05-02,68
2011-05-03,59
2011-05-04,17
2011-05-05,35
2011-05-06,82
2011-05-07,0
2011-05-08,0
2011-05-09,42
2011-05-10,17
2011-05-11,34
