date,FOX stock
2014-12-01,24
2014-12-02,14
2014-12-03,24
2014-12-04,29
2014-12-05,25
2014-12-06,15
2014-12-07,20
2014-12-08,29
2014-12-09,41
2014-12-10,27
2014-12-11,39
2014-12-12,26
2014-12-13,12
2014-12-14,6
2014-12-15,17
2014-12-16,32
2014-12-17,30
2014-12-18,15
2014-12-19,19
2014-12-20,12
2014-12-21,24
2014-12-22,26
2014-12-23,16
2014-12-24,24
2014-12-25,23
2014-12-26,26
2014-12-27,30
2014-12-28,24
2014-12-29,29
2014-12-30,21
2014-12-31,32
2015-01-01,18
2015-01-02,21
2015-01-03,20
2015-01-04,14
2015-01-05,39
2015-01-06,24
2015-01-07,31
2015-01-08,19
2015-01-09,31
2015-01-10,14
2015-01-11,11
2015-01-12,28
2015-01-13,37
2015-01-14,37
2015-01-15,21
2015-01-16,27
2015-01-17,8
2015-01-18,22
2015-01-19,21
2015-01-20,33
2015-01-21,46
2015-01-22,44
2015-01-23,17
2015-01-24,27
2015-01-25,8
2015-01-26,28
2015-01-27,34
2015-01-28,23
2015-01-29,16
2015-01-30,17
2015-01-31,21
2015-02-01,11
2015-02-02,25
2015-02-03,27
2015-02-04,37
2015-02-05,42
2015-02-06,36
2015-02-07,22
2015-02-08,16
2015-02-09,27
2015-02-10,30
2015-02-11,11
2015-02-12,45
2015-02-13,19
2015-02-14,11
2015-02-15,31
2015-02-16,19
2015-02-17,10
2015-02-18,30
2015-02-19,31
2015-02-20,39
2015-02-21,13
2015-02-22,8
2015-02-23,20
2015-02-24,27
2015-02-25,23
2015-02-26,19
2015-02-27,36
2015-02-28,24
2015-03-01,5
2015-03-02,18
2015-03-03,41
2015-03-04,14
2015-03-05,35
2015-03-06,22
2015-03-07,24
2015-03-08,11
2015-03-09,34
2015-03-10,30
2015-03-11,11
2015-03-12,30
2015-03-13,14
2015-03-14,11
2015-03-15,10
2015-03-16,23
2015-03-17,18
2015-03-18,23
2015-03-19,20
2015-03-20,28
2015-03-21,24
2015-03-22,13
2015-03-23,11
2015-03-24,16
2015-03-25,20
2015-03-26,32
2015-03-27,29
2015-03-28,14
2015-03-29,17
2015-03-30,23
2015-03-31,32
2015-04-01,16
2015-04-02,39
2015-04-03,39
2015-04-04,14
2015-04-05,8
2015-04-06,27
2015-04-07,18
2015-04-08,16
2015-04-09,21
2015-04-10,19
2015-04-11,22
2015-04-12,8
2015-04-13,34
2015-04-14,25
2015-04-15,28
2015-04-16,25
2015-04-17,10
2015-04-18,16
2015-04-19,16
2015-04-20,20
2015-04-21,23
2015-04-22,23
2015-04-23,26
2015-04-24,19
2015-04-25,11
2015-04-26,8
2015-04-27,23
2015-04-28,25
2015-04-29,39
2015-04-30,24
2015-05-01,18
2015-05-02,8
2015-05-03,3
2015-05-04,27
2015-05-05,23
2015-05-06,16
2015-05-07,21
2015-05-08,32
2015-05-09,8
2015-05-10,14
2015-05-11,30
2015-05-12,22
2015-05-13,18
2015-05-14,33
2015-05-15,17
2015-05-16,24
2015-05-17,8
2015-05-18,20
2015-05-19,25
2015-05-20,20
2015-05-21,30
2015-05-22,27
2015-05-23,8
2015-05-24,5
2015-05-25,5
2015-05-26,20
2015-05-27,32
2015-05-28,25
2015-05-29,24
2015-05-30,11
2015-05-31,11
2015-06-01,31
2015-06-02,14
2015-06-03,23
2015-06-04,14
2015-06-05,32
2015-06-06,11
2015-06-07,16
2015-06-08,20
2015-06-09,16
2015-06-10,39
2015-06-11,42
2015-06-12,29
2015-06-13,17
2015-06-14,8
2015-06-15,11
2015-06-16,16
2015-06-17,23
2015-06-18,19
2015-06-19,31
2015-06-20,8
2015-06-21,19
2015-06-22,16
2015-06-23,22
2015-06-24,21
2015-06-25,14
2015-06-26,28
2015-06-27,19
2015-06-28,6
2015-06-29,50
2015-06-30,34
2015-07-01,35
2015-07-02,21
2015-07-03,7
2015-07-04,11
2015-07-05,11
2015-07-06,34
2015-07-07,31
2015-07-08,100
2015-07-09,28
2015-07-10,33
2015-07-11,17
2015-07-12,11
2015-07-13,30
2015-07-14,44
2015-07-15,21
2015-07-16,19
2015-07-17,20
2015-07-18,3
2015-07-19,9
2015-07-20,36
2015-07-21,12
2015-07-22,23
2015-07-23,14
2015-07-24,24
2015-07-25,19
2015-07-26,19
2015-07-27,34
2015-07-28,20
2015-07-29,25
2015-07-30,39
2015-07-31,29
2015-08-01,8
2015-08-02,5
2015-08-03,30
2015-08-04,43
2015-08-05,48
2015-08-06,72
2015-08-07,36
2015-08-08,22
2015-08-09,5
2015-08-10,37
2015-08-11,32
2015-08-12,49
2015-08-13,33
2015-08-14,26
2015-08-15,16
2015-08-16,11
2015-08-17,14
2015-08-18,39
