date,FOX stock
2016-05-04,12
2016-05-05,9
2016-05-06,5
2016-05-07,4
2016-05-08,5
2016-05-09,12
2016-05-10,6
2016-05-11,14
2016-05-12,11
2016-05-13,8
2016-05-14,3
2016-05-15,7
2016-05-16,7
2016-05-17,4
2016-05-18,7
2016-05-19,6
2016-05-20,5
2016-05-21,4
2016-05-22,4
2016-05-23,7
2016-05-24,7
2016-05-25,11
2016-05-26,7
2016-05-27,8
2016-05-28,5
2016-05-29,3
2016-05-30,3
2016-05-31,5
2016-06-01,11
2016-06-02,2
2016-06-03,3
2016-06-04,2
2016-06-05,3
2016-06-06,9
2016-06-07,9
2016-06-08,9
2016-06-09,5
2016-06-10,4
2016-06-11,7
2016-06-12,4
2016-06-13,8
2016-06-14,5
2016-06-15,7
2016-06-16,8
2016-06-17,3
2016-06-18,5
2016-06-19,4
2016-06-20,8
2016-06-21,8
2016-06-22,3
2016-06-23,10
2016-06-24,37
2016-06-25,10
2016-06-26,5
2016-06-27,20
2016-06-28,14
2016-06-29,9
2016-06-30,11
2016-07-01,13
2016-07-02,11
2016-07-03,5
2016-07-04,3
2016-07-05,8
2016-07-06,6
2016-07-07,7
2016-07-08,11
2016-07-09,9
2016-07-10,7
2016-07-11,6
2016-07-12,12
2016-07-13,13
2016-07-14,15
2016-07-15,9
2016-07-16,4
2016-07-17,2
2016-07-18,6
2016-07-19,13
2016-07-20,15
2016-07-21,11
2016-07-22,11
2016-07-23,4
2016-07-24,1
2016-07-25,12
2016-07-26,12
2016-07-27,10
2016-07-28,13
2016-07-29,12
2016-07-30,7
2016-07-31,4
2016-08-01,8
2016-08-02,10
2016-08-03,7
2016-08-04,8
2016-08-05,10
2016-08-06,7
2016-08-07,3
2016-08-08,6
2016-08-09,9
2016-08-10,5
2016-08-11,6
2016-08-12,8
2016-08-13,3
2016-08-14,3
2016-08-15,7
2016-08-16,5
2016-08-17,8
2016-08-18,8
2016-08-19,6
2016-08-20,7
2016-08-21,3
2016-08-22,8
2016-08-23,15
2016-08-24,12
2016-08-25,11
2016-08-26,9
2016-08-27,6
2016-08-28,2
2016-08-29,12
2016-08-30,9
2016-08-31,12
2016-09-01,12
2016-09-02,6
2016-09-03,6
2016-09-04,2
2016-09-05,4
2016-09-06,10
2016-09-07,7
2016-09-08,9
2016-09-09,12
2016-09-10,5
2016-09-11,4
2016-09-12,7
2016-09-13,10
2016-09-14,16
2016-09-15,7
2016-09-16,8
2016-09-17,6
2016-09-18,2
2016-09-19,7
2016-09-20,10
2016-09-21,7
2016-09-22,10
2016-09-23,11
2016-09-24,5
2016-09-25,2
2016-09-26,9
2016-09-27,13
2016-09-28,11
2016-09-29,7
2016-09-30,7
2016-10-01,2
2016-10-02,2
2016-10-03,9
2016-10-04,12
2016-10-05,7
2016-10-06,6
2016-10-07,9
2016-10-08,8
2016-10-09,3
2016-10-10,11
2016-10-11,7
2016-10-12,13
2016-10-13,8
2016-10-14,12
2016-10-15,5
2016-10-16,3
2016-10-17,13
2016-10-18,12
2016-10-19,8
2016-10-20,9
2016-10-21,9
2016-10-22,5
2016-10-23,3
2016-10-24,14
2016-10-25,13
2016-10-26,13
2016-10-27,11
2016-10-28,11
2016-10-29,6
2016-10-30,8
2016-10-31,16
2016-11-01,10
2016-11-02,21
2016-11-03,16
2016-11-04,20
2016-11-05,6
2016-11-06,5
2016-11-07,19
2016-11-08,24
2016-11-09,100
2016-11-10,24
2016-11-11,22
2016-11-12,9
2016-11-13,5
2016-11-14,10
2016-11-15,19
2016-11-16,12
2016-11-17,12
2016-11-18,13
2016-11-19,7
2016-11-20,4
2016-11-21,6
2016-11-22,12
2016-11-23,10
2016-11-24,4
2016-11-25,11
2016-11-26,6
2016-11-27,6
2016-11-28,11
2016-11-29,11
2016-11-30,9
2016-12-01,17
2016-12-02,14
2016-12-03,8
2016-12-04,5
2016-12-05,12
2016-12-06,10
2016-12-07,12
2016-12-08,16
2016-12-09,16
2016-12-10,7
2016-12-11,6
2016-12-12,12
2016-12-13,16
2016-12-14,16
2016-12-15,12
2016-12-16,9
2016-12-17,7
2016-12-18,6
2016-12-19,8
2016-12-20,13
2016-12-21,8
2016-12-22,15
2016-12-23,11
2016-12-24,7
2016-12-25,8
2016-12-26,7
2016-12-27,10
2016-12-28,8
2016-12-29,12
2016-12-30,8
2016-12-31,9
2017-01-01,5
2017-01-02,6
2017-01-03,13
2017-01-04,14
2017-01-05,10
2017-01-06,9
2017-01-07,6
2017-01-08,6
2017-01-09,9
2017-01-10,12
2017-01-11,12
2017-01-12,9
2017-01-13,8
2017-01-14,7
2017-01-15,4
2017-01-16,5
2017-01-17,8
2017-01-18,11
2017-01-19,13
