date,FOX stock
2017-01-19,42
2017-01-20,59
2017-01-21,22
2017-01-22,17
2017-01-23,52
2017-01-24,33
2017-01-25,79
2017-01-26,63
2017-01-27,55
2017-01-28,22
2017-01-29,14
2017-01-30,35
2017-01-31,65
2017-02-01,41
2017-02-02,38
2017-02-03,43
2017-02-04,36
2017-02-05,21
2017-02-06,41
2017-02-07,52
2017-02-08,39
2017-02-09,59
2017-02-10,42
2017-02-11,10
2017-02-12,24
2017-02-13,50
2017-02-14,52
2017-02-15,57
2017-02-16,54
2017-02-17,52
2017-02-18,26
2017-02-19,17
2017-02-20,31
2017-02-21,62
2017-02-22,86
2017-02-23,48
2017-02-24,52
2017-02-25,24
2017-02-26,12
2017-02-27,42
2017-02-28,47
2017-03-01,42
2017-03-02,68
2017-03-03,60
2017-03-04,30
2017-03-05,25
2017-03-06,44
2017-03-07,69
2017-03-08,57
2017-03-09,57
2017-03-10,30
2017-03-11,24
2017-03-12,11
2017-03-13,54
2017-03-14,46
2017-03-15,25
2017-03-16,40
2017-03-17,33
2017-03-18,19
2017-03-19,16
2017-03-20,46
2017-03-21,41
2017-03-22,50
2017-03-23,70
2017-03-24,60
2017-03-25,31
2017-03-26,14
2017-03-27,56
2017-03-28,52
2017-03-29,23
2017-03-30,34
2017-03-31,33
2017-04-01,17
2017-04-02,24
2017-04-03,56
2017-04-04,37
2017-04-05,41
2017-04-06,25
2017-04-07,77
2017-04-08,17
2017-04-09,15
2017-04-10,61
2017-04-11,65
2017-04-12,68
2017-04-13,74
2017-04-14,38
2017-04-15,27
2017-04-16,17
2017-04-17,59
2017-04-18,58
2017-04-19,60
2017-04-20,71
2017-04-21,59
2017-04-22,31
2017-04-23,19
2017-04-24,62
2017-04-25,70
2017-04-26,53
2017-04-27,62
2017-04-28,63
2017-04-29,15
2017-04-30,10
2017-05-01,54
2017-05-02,47
2017-05-03,49
2017-05-04,50
2017-05-05,52
2017-05-06,19
2017-05-07,14
2017-05-08,50
2017-05-09,45
2017-05-10,52
2017-05-11,53
2017-05-12,33
2017-05-13,19
2017-05-14,17
2017-05-15,46
2017-05-16,76
2017-05-17,78
2017-05-18,81
2017-05-19,58
2017-05-20,13
2017-05-21,15
2017-05-22,40
2017-05-23,52
2017-05-24,40
2017-05-25,43
2017-05-26,50
2017-05-27,16
2017-05-28,24
2017-05-29,21
2017-05-30,50
2017-05-31,50
2017-06-01,59
2017-06-02,54
2017-06-03,39
2017-06-04,15
2017-06-05,44
2017-06-06,39
2017-06-07,37
2017-06-08,47
2017-06-09,50
2017-06-10,19
2017-06-11,13
2017-06-12,43
2017-06-13,47
2017-06-14,62
2017-06-15,59
2017-06-16,41
2017-06-17,21
2017-06-18,18
2017-06-19,46
2017-06-20,45
2017-06-21,42
2017-06-22,56
2017-06-23,33
2017-06-24,28
2017-06-25,23
2017-06-26,47
2017-06-27,45
2017-06-28,55
2017-06-29,59
2017-06-30,64
2017-07-01,21
2017-07-02,21
2017-07-03,46
2017-07-04,32
2017-07-05,42
2017-07-06,55
2017-07-07,35
2017-07-08,26
2017-07-09,16
2017-07-10,49
2017-07-11,35
2017-07-12,46
2017-07-13,32
2017-07-14,52
2017-07-15,31
2017-07-16,13
2017-07-17,38
2017-07-18,52
2017-07-19,40
2017-07-20,54
2017-07-21,78
2017-07-22,26
2017-07-23,18
2017-07-24,43
2017-07-25,46
2017-07-26,44
2017-07-27,69
2017-07-28,53
2017-07-29,26
2017-07-30,31
2017-07-31,48
2017-08-01,66
2017-08-02,100
2017-08-03,67
2017-08-04,43
2017-08-05,21
2017-08-06,26
2017-08-07,61
2017-08-08,83
2017-08-09,74
2017-08-10,61
2017-08-11,64
2017-08-12,15
2017-08-13,8
2017-08-14,64
2017-08-15,54
2017-08-16,62
2017-08-17,59
2017-08-18,79
2017-08-19,27
2017-08-20,20
2017-08-21,45
2017-08-22,55
2017-08-23,56
2017-08-24,33
2017-08-25,41
2017-08-26,20
2017-08-27,10
2017-08-28,41
2017-08-29,62
2017-08-30,61
2017-08-31,58
2017-09-01,52
2017-09-02,41
2017-09-03,15
2017-09-04,22
2017-09-05,64
2017-09-06,70
2017-09-07,55
2017-09-08,33
2017-09-09,20
2017-09-10,36
2017-09-11,36
2017-09-12,61
2017-09-13,54
2017-09-14,19
2017-09-15,46
2017-09-16,30
2017-09-17,14
2017-09-18,66
2017-09-19,34
2017-09-20,62
2017-09-21,38
2017-09-22,67
2017-09-23,20
2017-09-24,14
2017-09-25,53
2017-09-26,62
2017-09-27,61
2017-09-28,51
2017-09-29,51
2017-09-30,17
2017-10-01,15
2017-10-02,76
2017-10-03,91
2017-10-04,85
2017-10-05,76
2017-10-06,75
