date,FOX stock
2018-02-13,99
2018-02-14,85
2018-02-15,97
2018-02-16,54
2018-02-17,22
2018-02-18,26
2018-02-19,35
2018-02-20,53
2018-02-21,67
2018-02-22,69
2018-02-23,71
2018-02-24,26
2018-02-25,18
2018-02-26,41
2018-02-27,85
2018-02-28,64
2018-03-01,65
2018-03-02,75
2018-03-03,28
2018-03-04,26
2018-03-05,48
2018-03-06,45
2018-03-07,72
2018-03-08,82
2018-03-09,80
2018-03-10,10
2018-03-11,16
2018-03-12,52
2018-03-13,64
2018-03-14,64
2018-03-15,73
2018-03-16,72
2018-03-17,14
2018-03-18,10
2018-03-19,73
2018-03-20,69
2018-03-21,78
2018-03-22,61
2018-03-23,64
2018-03-24,28
2018-03-25,18
2018-03-26,75
2018-03-27,86
2018-03-28,93
2018-03-29,100
2018-03-30,46
2018-03-31,33
2018-04-01,30
2018-04-02,82
2018-04-03,67
2018-04-04,71
2018-04-05,65
2018-04-06,65
2018-04-07,18
2018-04-08,12
2018-04-09,49
