date,FOX stock
2017-10-06,16
2017-10-07,4
2017-10-08,6
2017-10-09,14
2017-10-10,13
2017-10-11,16
2017-10-12,15
2017-10-13,12
2017-10-14,6
2017-10-15,2
2017-10-16,12
2017-10-17,11
2017-10-18,14
2017-10-19,16
2017-10-20,12
2017-10-21,6
2017-10-22,5
2017-10-23,14
2017-10-24,15
2017-10-25,12
2017-10-26,15
2017-10-27,10
2017-10-28,8
2017-10-29,3
2017-10-30,17
2017-10-31,15
2017-11-01,20
2017-11-02,20
2017-11-03,13
2017-11-04,6
2017-11-05,4
2017-11-06,17
2017-11-07,27
2017-11-08,25
2017-11-09,17
2017-11-10,16
2017-11-11,5
2017-11-12,7
2017-11-13,14
2017-11-14,16
2017-11-15,11
2017-11-16,14
2017-11-17,18
2017-11-18,2
2017-11-19,4
2017-11-20,14
2017-11-21,16
2017-11-22,11
2017-11-23,5
2017-11-24,10
2017-11-25,6
2017-11-26,6
2017-11-27,13
2017-11-28,13
2017-11-29,15
2017-11-30,22
2017-12-01,24
2017-12-02,9
2017-12-03,7
2017-12-04,23
2017-12-05,18
2017-12-06,17
2017-12-07,22
2017-12-08,19
2017-12-09,9
2017-12-10,7
2017-12-11,16
2017-12-12,24
2017-12-13,34
2017-12-14,100
2017-12-15,47
2017-12-16,13
2017-12-17,9
2017-12-18,19
2017-12-19,22
2017-12-20,24
2017-12-21,17
2017-12-22,22
2017-12-23,10
2017-12-24,6
2017-12-25,4
2017-12-26,20
2017-12-27,14
2017-12-28,16
2017-12-29,21
2017-12-30,4
2017-12-31,7
2018-01-01,5
2018-01-02,15
2018-01-03,18
2018-01-04,20
2018-01-05,19
2018-01-06,9
2018-01-07,5
2018-01-08,16
2018-01-09,13
2018-01-10,20
2018-01-11,15
2018-01-12,15
2018-01-13,12
2018-01-14,6
2018-01-15,12
2018-01-16,20
2018-01-17,23
2018-01-18,18
2018-01-19,24
2018-01-20,10
2018-01-21,5
2018-01-22,24
2018-01-23,16
2018-01-24,21
2018-01-25,21
2018-01-26,25
2018-01-27,12
2018-01-28,4
2018-01-29,19
2018-01-30,24
2018-01-31,24
2018-02-01,28
2018-02-02,29
2018-02-03,7
2018-02-04,6
2018-02-05,35
2018-02-06,67
2018-02-07,28
2018-02-08,37
2018-02-09,35
2018-02-10,12
2018-02-11,8
2018-02-12,30
2018-02-13,21
2018-02-14,23
2018-02-15,32
2018-02-16,20
2018-02-17,9
2018-02-18,4
2018-02-19,9
2018-02-20,21
2018-02-21,19
2018-02-22,17
2018-02-23,19
2018-02-24,7
2018-02-25,7
2018-02-26,13
2018-02-27,21
2018-02-28,22
2018-03-01,22
2018-03-02,19
2018-03-03,8
2018-03-04,3
2018-03-05,10
2018-03-06,19
2018-03-07,22
2018-03-08,23
2018-03-09,18
2018-03-10,2
2018-03-11,5
2018-03-12,13
2018-03-13,14
2018-03-14,18
2018-03-15,18
2018-03-16,17
2018-03-17,5
2018-03-18,3
2018-03-19,19
2018-03-20,21
2018-03-21,26
2018-03-22,18
2018-03-23,19
2018-03-24,10
2018-03-25,8
2018-03-26,17
2018-03-27,25
2018-03-28,25
2018-03-29,22
2018-03-30,13
2018-03-31,9
2018-04-01,6
2018-04-02,16
2018-04-03,17
2018-04-04,19
2018-04-05,17
2018-04-06,20
2018-04-07,7
2018-04-08,4
2018-04-09,13
