date,FOX stock
2015-04-10,12
2015-04-11,15
2015-04-12,2
2015-04-13,7
2015-04-14,15
2015-04-15,11
2015-04-16,20
2015-04-17,9
2015-04-18,7
2015-04-19,5
2015-04-20,14
2015-04-21,21
2015-04-22,11
2015-04-23,25
2015-04-24,6
2015-04-25,8
2015-04-26,5
2015-04-27,13
2015-04-28,18
2015-04-29,24
2015-04-30,12
2015-05-01,16
2015-05-02,2
2015-05-03,3
2015-05-04,18
2015-05-05,13
2015-05-06,13
2015-05-07,10
2015-05-08,29
2015-05-09,5
2015-05-10,5
2015-05-11,23
2015-05-12,11
2015-05-13,21
2015-05-14,16
2015-05-15,15
2015-05-16,10
2015-05-17,8
2015-05-18,20
2015-05-19,11
2015-05-20,11
2015-05-21,10
2015-05-22,18
2015-05-23,8
2015-05-24,5
2015-05-25,7
2015-05-26,10
2015-05-27,18
2015-05-28,11
2015-05-29,9
2015-05-30,7
2015-05-31,3
2015-06-01,13
2015-06-02,18
2015-06-03,10
2015-06-04,22
2015-06-05,24
2015-06-06,5
2015-06-07,5
2015-06-08,15
2015-06-09,14
2015-06-10,23
2015-06-11,17
2015-06-12,22
2015-06-13,10
2015-06-14,8
2015-06-15,15
2015-06-16,15
2015-06-17,11
2015-06-18,19
2015-06-19,18
2015-06-20,10
2015-06-21,7
2015-06-22,14
2015-06-23,17
2015-06-24,21
2015-06-25,4
2015-06-26,12
2015-06-27,14
2015-06-28,7
2015-06-29,26
2015-06-30,16
2015-07-01,22
2015-07-02,23
2015-07-03,19
2015-07-04,5
2015-07-05,4
2015-07-06,31
2015-07-07,18
2015-07-08,53
2015-07-09,27
2015-07-10,27
2015-07-11,10
2015-07-12,5
2015-07-13,21
2015-07-14,26
2015-07-15,16
2015-07-16,12
2015-07-17,12
2015-07-18,4
2015-07-19,6
2015-07-20,21
2015-07-21,17
2015-07-22,16
2015-07-23,7
2015-07-24,9
2015-07-25,8
2015-07-26,9
2015-07-27,24
2015-07-28,17
2015-07-29,13
2015-07-30,17
2015-07-31,18
2015-08-01,14
2015-08-02,10
2015-08-03,19
2015-08-04,14
2015-08-05,29
2015-08-06,45
2015-08-07,30
2015-08-08,10
2015-08-09,10
2015-08-10,18
2015-08-11,20
2015-08-12,26
2015-08-13,30
2015-08-14,21
2015-08-15,10
2015-08-16,5
2015-08-17,20
2015-08-18,23
2015-08-19,29
2015-08-20,26
2015-08-21,58
2015-08-22,20
2015-08-23,13
2015-08-24,100
2015-08-25,84
2015-08-26,53
2015-08-27,35
2015-08-28,36
2015-08-29,10
2015-08-30,10
2015-08-31,23
2015-09-01,24
2015-09-02,34
2015-09-03,25
2015-09-04,21
2015-09-05,21
2015-09-06,15
2015-09-07,10
2015-09-08,18
2015-09-09,20
2015-09-10,19
2015-09-11,27
2015-09-12,6
2015-09-13,9
2015-09-14,24
2015-09-15,27
2015-09-16,20
2015-09-17,22
2015-09-18,13
2015-09-19,8
2015-09-20,3
2015-09-21,22
2015-09-22,25
2015-09-23,23
2015-09-24,21
2015-09-25,34
2015-09-26,8
2015-09-27,6
2015-09-28,37
2015-09-29,26
2015-09-30,23
2015-10-01,32
2015-10-02,17
2015-10-03,11
2015-10-04,8
2015-10-05,24
2015-10-06,28
2015-10-07,13
2015-10-08,21
2015-10-09,21
2015-10-10,8
2015-10-11,3
2015-10-12,17
2015-10-13,21
2015-10-14,23
2015-10-15,27
2015-10-16,24
2015-10-17,5
2015-10-18,8
2015-10-19,18
2015-10-20,17
2015-10-21,26
2015-10-22,19
2015-10-23,39
2015-10-24,16
2015-10-25,8
2015-10-26,13
2015-10-27,22
2015-10-28,22
2015-10-29,16
2015-10-30,17
2015-10-31,8
2015-11-01,9
2015-11-02,25
2015-11-03,18
2015-11-04,26
2015-11-05,18
2015-11-06,18
2015-11-07,6
2015-11-08,11
2015-11-09,26
2015-11-10,14
2015-11-11,15
2015-11-12,20
2015-11-13,29
2015-11-14,12
2015-11-15,12
2015-11-16,21
2015-11-17,16
2015-11-18,16
2015-11-19,21
2015-11-20,15
2015-11-21,3
2015-11-22,6
2015-11-23,11
2015-11-24,8
2015-11-25,12
2015-11-26,8
2015-11-27,13
2015-11-28,11
2015-11-29,6
2015-11-30,13
2015-12-01,18
2015-12-02,14
2015-12-03,13
2015-12-04,15
2015-12-05,16
2015-12-06,3
2015-12-07,16
2015-12-08,20
2015-12-09,24
2015-12-10,19
2015-12-11,19
2015-12-12,12
2015-12-13,11
2015-12-14,10
2015-12-15,20
2015-12-16,18
2015-12-17,23
2015-12-18,15
2015-12-19,10
2015-12-20,8
2015-12-21,31
2015-12-22,17
2015-12-23,24
2015-12-24,12
2015-12-25,11
2015-12-26,18
