date,FOX stock
2016-09-11,5
2016-09-12,11
2016-09-13,7
2016-09-14,15
2016-09-15,9
2016-09-16,10
2016-09-17,8
2016-09-18,4
2016-09-19,8
2016-09-20,12
2016-09-21,8
2016-09-22,8
2016-09-23,12
2016-09-24,7
2016-09-25,4
2016-09-26,8
2016-09-27,15
2016-09-28,11
2016-09-29,13
2016-09-30,8
2016-10-01,6
2016-10-02,5
2016-10-03,14
2016-10-04,9
2016-10-05,10
2016-10-06,8
2016-10-07,9
2016-10-08,7
2016-10-09,4
2016-10-10,12
2016-10-11,8
2016-10-12,9
2016-10-13,9
2016-10-14,9
2016-10-15,6
2016-10-16,2
2016-10-17,9
2016-10-18,12
2016-10-19,7
2016-10-20,11
2016-10-21,13
2016-10-22,6
2016-10-23,2
2016-10-24,12
2016-10-25,8
2016-10-26,15
2016-10-27,10
2016-10-28,16
2016-10-29,10
2016-10-30,5
2016-10-31,12
2016-11-01,13
2016-11-02,18
2016-11-03,21
2016-11-04,10
2016-11-05,7
2016-11-06,3
2016-11-07,21
2016-11-08,23
2016-11-09,100
2016-11-10,20
2016-11-11,24
2016-11-12,9
2016-11-13,5
2016-11-14,13
2016-11-15,20
2016-11-16,11
2016-11-17,12
2016-11-18,15
2016-11-19,5
2016-11-20,5
2016-11-21,7
2016-11-22,18
2016-11-23,14
2016-11-24,5
2016-11-25,12
2016-11-26,6
2016-11-27,4
2016-11-28,11
2016-11-29,12
2016-11-30,14
2016-12-01,16
2016-12-02,14
2016-12-03,11
2016-12-04,6
2016-12-05,8
2016-12-06,13
2016-12-07,13
2016-12-08,18
2016-12-09,16
2016-12-10,6
2016-12-11,6
2016-12-12,8
2016-12-13,14
2016-12-14,13
2016-12-15,15
2016-12-16,15
2016-12-17,7
2016-12-18,4
2016-12-19,9
2016-12-20,16
2016-12-21,10
2016-12-22,13
2016-12-23,10
2016-12-24,7
2016-12-25,3
2016-12-26,10
2016-12-27,8
2016-12-28,13
2016-12-29,11
2016-12-30,10
2016-12-31,7
2017-01-01,2
2017-01-02,8
2017-01-03,13
2017-01-04,16
2017-01-05,11
2017-01-06,10
2017-01-07,7
2017-01-08,7
2017-01-09,7
2017-01-10,9
2017-01-11,14
2017-01-12,11
2017-01-13,10
2017-01-14,8
2017-01-15,5
2017-01-16,5
2017-01-17,8
2017-01-18,15
2017-01-19,13
2017-01-20,19
2017-01-21,8
2017-01-22,6
2017-01-23,12
2017-01-24,15
2017-01-25,22
2017-01-26,18
2017-01-27,15
2017-01-28,8
2017-01-29,7
2017-01-30,21
2017-01-31,15
2017-02-01,13
2017-02-02,15
2017-02-03,18
2017-02-04,8
2017-02-05,6
2017-02-06,15
2017-02-07,16
2017-02-08,14
2017-02-09,15
2017-02-10,15
2017-02-11,7
2017-02-12,6
2017-02-13,8
2017-02-14,20
2017-02-15,18
2017-02-16,18
2017-02-17,14
2017-02-18,4
2017-02-19,6
2017-02-20,8
2017-02-21,19
2017-02-22,17
2017-02-23,17
2017-02-24,18
2017-02-25,5
2017-02-26,8
2017-02-27,15
2017-02-28,14
2017-03-01,17
2017-03-02,25
2017-03-03,21
2017-03-04,7
2017-03-05,3
2017-03-06,11
2017-03-07,18
2017-03-08,20
2017-03-09,15
2017-03-10,10
2017-03-11,7
2017-03-12,4
2017-03-13,12
2017-03-14,9
2017-03-15,16
2017-03-16,13
2017-03-17,14
2017-03-18,6
2017-03-19,7
2017-03-20,11
2017-03-21,11
2017-03-22,13
2017-03-23,18
2017-03-24,14
2017-03-25,7
2017-03-26,8
2017-03-27,16
2017-03-28,23
2017-03-29,13
2017-03-30,9
2017-03-31,11
2017-04-01,8
2017-04-02,4
2017-04-03,17
2017-04-04,11
2017-04-05,15
2017-04-06,11
2017-04-07,17
2017-04-08,5
2017-04-09,3
2017-04-10,14
2017-04-11,22
2017-04-12,17
2017-04-13,26
2017-04-14,12
2017-04-15,4
2017-04-16,5
2017-04-17,16
2017-04-18,16
2017-04-19,20
2017-04-20,17
2017-04-21,20
2017-04-22,7
2017-04-23,5
2017-04-24,16
2017-04-25,22
2017-04-26,20
2017-04-27,16
2017-04-28,12
2017-04-29,6
2017-04-30,1
2017-05-01,17
2017-05-02,16
2017-05-03,15
2017-05-04,18
2017-05-05,20
2017-05-06,6
2017-05-07,4
2017-05-08,16
2017-05-09,14
2017-05-10,15
2017-05-11,17
2017-05-12,8
2017-05-13,7
2017-05-14,4
2017-05-15,12
2017-05-16,19
2017-05-17,18
2017-05-18,17
2017-05-19,20
2017-05-20,6
2017-05-21,7
2017-05-22,11
2017-05-23,17
2017-05-24,13
2017-05-25,20
2017-05-26,12
2017-05-27,2
2017-05-28,8
2017-05-29,5
