date,FOX stock
2017-05-29,3
2017-05-30,16
2017-05-31,10
2017-06-01,11
2017-06-02,16
2017-06-03,7
2017-06-04,5
2017-06-05,11
2017-06-06,13
2017-06-07,13
2017-06-08,16
2017-06-09,15
2017-06-10,5
2017-06-11,4
2017-06-12,11
2017-06-13,12
2017-06-14,10
2017-06-15,12
2017-06-16,13
2017-06-17,6
2017-06-18,4
2017-06-19,12
2017-06-20,15
2017-06-21,14
2017-06-22,17
2017-06-23,11
2017-06-24,5
2017-06-25,5
2017-06-26,13
2017-06-27,14
2017-06-28,17
2017-06-29,14
2017-06-30,14
2017-07-01,4
2017-07-02,4
2017-07-03,10
2017-07-04,8
2017-07-05,7
2017-07-06,14
2017-07-07,13
2017-07-08,4
2017-07-09,2
2017-07-10,14
2017-07-11,12
2017-07-12,11
2017-07-13,11
2017-07-14,12
2017-07-15,8
2017-07-16,5
2017-07-17,12
2017-07-18,18
2017-07-19,13
2017-07-20,12
2017-07-21,15
2017-07-22,9
2017-07-23,4
2017-07-24,10
2017-07-25,11
2017-07-26,14
2017-07-27,19
2017-07-28,17
2017-07-29,8
2017-07-30,7
2017-07-31,12
2017-08-01,18
2017-08-02,19
2017-08-03,18
2017-08-04,14
2017-08-05,5
2017-08-06,6
2017-08-07,16
2017-08-08,19
2017-08-09,16
2017-08-10,17
2017-08-11,17
2017-08-12,9
2017-08-13,5
2017-08-14,11
2017-08-15,16
2017-08-16,11
2017-08-17,13
2017-08-18,17
2017-08-19,7
2017-08-20,5
2017-08-21,12
2017-08-22,13
2017-08-23,12
2017-08-24,15
2017-08-25,15
2017-08-26,5
2017-08-27,3
2017-08-28,13
2017-08-29,14
2017-08-30,12
2017-08-31,13
2017-09-01,11
2017-09-02,7
2017-09-03,6
2017-09-04,7
2017-09-05,12
2017-09-06,13
2017-09-07,13
2017-09-08,16
2017-09-09,6
2017-09-10,7
2017-09-11,13
2017-09-12,13
2017-09-13,15
2017-09-14,8
2017-09-15,12
2017-09-16,9
2017-09-17,3
2017-09-18,15
2017-09-19,12
2017-09-20,8
2017-09-21,13
2017-09-22,14
2017-09-23,7
2017-09-24,6
2017-09-25,12
2017-09-26,17
2017-09-27,18
2017-09-28,11
2017-09-29,17
2017-09-30,5
2017-10-01,3
2017-10-02,16
2017-10-03,20
2017-10-04,29
2017-10-05,23
2017-10-06,18
2017-10-07,5
2017-10-08,4
2017-10-09,12
2017-10-10,13
2017-10-11,15
2017-10-12,19
2017-10-13,15
2017-10-14,8
2017-10-15,5
2017-10-16,13
2017-10-17,15
2017-10-18,17
2017-10-19,18
2017-10-20,14
2017-10-21,5
2017-10-22,5
2017-10-23,18
2017-10-24,13
2017-10-25,19
2017-10-26,20
2017-10-27,15
2017-10-28,6
2017-10-29,4
2017-10-30,16
2017-10-31,20
2017-11-01,21
2017-11-02,16
2017-11-03,13
2017-11-04,4
2017-11-05,4
2017-11-06,22
2017-11-07,24
2017-11-08,24
2017-11-09,18
2017-11-10,15
2017-11-11,8
2017-11-12,6
2017-11-13,11
2017-11-14,16
2017-11-15,11
2017-11-16,17
2017-11-17,22
2017-11-18,7
2017-11-19,5
2017-11-20,14
2017-11-21,16
2017-11-22,10
2017-11-23,8
2017-11-24,12
2017-11-25,7
2017-11-26,6
2017-11-27,16
2017-11-28,15
2017-11-29,19
2017-11-30,21
2017-12-01,23
2017-12-02,8
2017-12-03,9
2017-12-04,24
2017-12-05,22
2017-12-06,26
2017-12-07,23
2017-12-08,23
2017-12-09,9
2017-12-10,8
2017-12-11,18
2017-12-12,26
2017-12-13,32
2017-12-14,100
2017-12-15,46
2017-12-16,15
2017-12-17,13
2017-12-18,16
2017-12-19,24
2017-12-20,25
2017-12-21,22
2017-12-22,20
2017-12-23,9
2017-12-24,6
2017-12-25,7
2017-12-26,17
2017-12-27,18
2017-12-28,20
2017-12-29,23
2017-12-30,5
2017-12-31,7
2018-01-01,6
2018-01-02,18
2018-01-03,20
2018-01-04,21
2018-01-05,19
2018-01-06,12
2018-01-07,4
2018-01-08,16
2018-01-09,16
2018-01-10,19
2018-01-11,17
2018-01-12,21
2018-01-13,10
2018-01-14,6
2018-01-15,11
2018-01-16,23
2018-01-17,24
2018-01-18,25
2018-01-19,24
2018-01-20,14
2018-01-21,6
2018-01-22,23
2018-01-23,17
2018-01-24,22
2018-01-25,22
2018-01-26,24
2018-01-27,9
2018-01-28,5
2018-01-29,21
2018-01-30,27
2018-01-31,31
2018-02-01,26
2018-02-02,39
2018-02-03,11
2018-02-04,9
2018-02-05,40
2018-02-06,70
2018-02-07,35
2018-02-08,36
2018-02-09,39
2018-02-10,7
2018-02-11,8
2018-02-12,20
2018-02-13,24
