date,WBA stock
2015-04-10,40
2015-04-11,0
2015-04-12,0
2015-04-13,22
2015-04-14,15
2015-04-15,6
2015-04-16,0
2015-04-17,16
2015-04-18,11
2015-04-19,4
2015-04-20,12
2015-04-21,9
2015-04-22,3
2015-04-23,3
2015-04-24,26
2015-04-25,0
2015-04-26,4
2015-04-27,12
2015-04-28,3
2015-04-29,3
2015-04-30,6
2015-05-01,17
2015-05-02,4
2015-05-03,4
2015-05-04,9
2015-05-05,9
2015-05-06,9
2015-05-07,13
2015-05-08,10
2015-05-09,4
2015-05-10,4
2015-05-11,15
2015-05-12,21
2015-05-13,0
2015-05-14,13
2015-05-15,6
2015-05-16,4
2015-05-17,0
2015-05-18,3
2015-05-19,15
2015-05-20,9
2015-05-21,6
2015-05-22,13
2015-05-23,0
2015-05-24,0
2015-05-25,3
2015-05-26,3
2015-05-27,12
2015-05-28,9
2015-05-29,6
2015-05-30,4
2015-05-31,4
2015-06-01,12
2015-06-02,6
2015-06-03,3
2015-06-04,10
2015-06-05,7
2015-06-06,4
2015-06-07,4
2015-06-08,9
2015-06-09,15
2015-06-10,19
2015-06-11,16
2015-06-12,3
2015-06-13,8
2015-06-14,0
2015-06-15,9
2015-06-16,12
2015-06-17,9
2015-06-18,16
2015-06-19,10
2015-06-20,4
2015-06-21,0
2015-06-22,12
2015-06-23,12
2015-06-24,9
2015-06-25,13
2015-06-26,13
2015-06-27,4
2015-06-28,4
2015-06-29,12
2015-06-30,6
2015-07-01,13
2015-07-02,13
2015-07-03,0
2015-07-04,4
2015-07-05,0
2015-07-06,12
2015-07-07,15
2015-07-08,18
2015-07-09,22
2015-07-10,16
2015-07-11,8
2015-07-12,0
2015-07-13,18
2015-07-14,9
2015-07-15,13
2015-07-16,13
2015-07-17,10
2015-07-18,8
2015-07-19,4
2015-07-20,10
2015-07-21,19
2015-07-22,3
2015-07-23,16
2015-07-24,13
2015-07-25,0
2015-07-26,15
2015-07-27,3
2015-07-28,6
2015-07-29,28
2015-07-30,12
2015-07-31,7
2015-08-01,7
2015-08-02,4
2015-08-03,6
2015-08-04,12
2015-08-05,12
2015-08-06,13
2015-08-07,10
2015-08-08,4
2015-08-09,0
2015-08-10,6
2015-08-11,6
2015-08-12,12
2015-08-13,6
2015-08-14,3
2015-08-15,7
2015-08-16,0
2015-08-17,15
2015-08-18,3
2015-08-19,19
2015-08-20,9
2015-08-21,22
2015-08-22,7
2015-08-23,0
2015-08-24,21
2015-08-25,27
2015-08-26,36
2015-08-27,18
2015-08-28,10
2015-08-29,0
2015-08-30,0
2015-08-31,18
2015-09-01,12
2015-09-02,9
2015-09-03,12
2015-09-04,6
2015-09-05,0
2015-09-06,7
2015-09-07,0
2015-09-08,12
2015-09-09,12
2015-09-10,6
2015-09-11,12
2015-09-12,3
2015-09-13,3
2015-09-14,6
2015-09-15,15
2015-09-16,9
2015-09-17,6
2015-09-18,9
2015-09-19,7
2015-09-20,0
2015-09-21,3
2015-09-22,9
2015-09-23,6
2015-09-24,6
2015-09-25,3
2015-09-26,3
2015-09-27,0
2015-09-28,3
2015-09-29,3
2015-09-30,6
2015-10-01,18
2015-10-02,6
2015-10-03,7
2015-10-04,0
2015-10-05,11
2015-10-06,11
2015-10-07,15
2015-10-08,14
2015-10-09,0
2015-10-10,3
2015-10-11,3
2015-10-12,9
2015-10-13,6
2015-10-14,3
2015-10-15,9
2015-10-16,6
2015-10-17,0
2015-10-18,0
2015-10-19,6
2015-10-20,6
2015-10-21,9
2015-10-22,9
2015-10-23,9
2015-10-24,0
2015-10-25,7
2015-10-26,11
2015-10-27,63
2015-10-28,100
2015-10-29,35
2015-10-30,9
2015-10-31,7
2015-11-01,3
2015-11-02,14
2015-11-03,11
2015-11-04,14
2015-11-05,14
2015-11-06,18
2015-11-07,13
2015-11-08,3
2015-11-09,11
2015-11-10,23
2015-11-11,26
2015-11-12,6
2015-11-13,15
2015-11-14,10
2015-11-15,0
2015-11-16,8
2015-11-17,14
2015-11-18,3
2015-11-19,14
2015-11-20,21
2015-11-21,13
2015-11-22,0
2015-11-23,9
2015-11-24,6
2015-11-25,3
2015-11-26,3
2015-11-27,12
2015-11-28,3
2015-11-29,7
2015-11-30,8
2015-12-01,8
2015-12-02,14
2015-12-03,12
2015-12-04,18
2015-12-05,0
2015-12-06,7
2015-12-07,11
2015-12-08,9
2015-12-09,6
2015-12-10,3
2015-12-11,6
2015-12-12,3
2015-12-13,3
2015-12-14,6
2015-12-15,9
2015-12-16,12
2015-12-17,15
2015-12-18,6
2015-12-19,7
2015-12-20,0
2015-12-21,15
2015-12-22,6
2015-12-23,10
2015-12-24,11
2015-12-25,0
2015-12-26,7
