date,WBA stock
2018-02-13,70
2018-02-14,58
2018-02-15,90
2018-02-16,20
2018-02-17,15
2018-02-18,7
2018-02-19,6
2018-02-20,56
2018-02-21,68
2018-02-22,51
2018-02-23,65
2018-02-24,22
2018-02-25,21
2018-02-26,50
2018-02-27,44
2018-02-28,43
2018-03-01,37
2018-03-02,52
2018-03-03,0
2018-03-04,21
2018-03-05,18
2018-03-06,25
2018-03-07,31
2018-03-08,32
2018-03-09,66
2018-03-10,7
2018-03-11,0
2018-03-12,31
2018-03-13,37
2018-03-14,31
2018-03-15,37
2018-03-16,58
2018-03-17,7
2018-03-18,7
2018-03-19,19
2018-03-20,62
2018-03-21,31
2018-03-22,25
2018-03-23,26
2018-03-24,7
2018-03-25,7
2018-03-26,63
2018-03-27,57
2018-03-28,59
2018-03-29,74
2018-03-30,43
2018-03-31,0
2018-04-01,0
2018-04-02,60
2018-04-03,63
2018-04-04,62
2018-04-05,26
2018-04-06,100
2018-04-07,0
2018-04-08,14
2018-04-09,19
