date,WBA stock
2016-05-04,33
2016-05-05,7
2016-05-06,35
2016-05-07,8
2016-05-08,8
2016-05-09,7
2016-05-10,32
2016-05-11,13
2016-05-12,20
2016-05-13,21
2016-05-14,0
2016-05-15,0
2016-05-16,19
2016-05-17,13
2016-05-18,7
2016-05-19,13
2016-05-20,7
2016-05-21,23
2016-05-22,0
2016-05-23,19
2016-05-24,33
2016-05-25,27
2016-05-26,34
2016-05-27,0
2016-05-28,8
2016-05-29,8
2016-05-30,7
2016-05-31,20
2016-06-01,20
2016-06-02,34
2016-06-03,21
2016-06-04,8
2016-06-05,0
2016-06-06,7
2016-06-07,13
2016-06-08,33
2016-06-09,13
2016-06-10,28
2016-06-11,0
2016-06-12,0
2016-06-13,19
2016-06-14,59
2016-06-15,20
2016-06-16,66
2016-06-17,0
2016-06-18,0
2016-06-19,8
2016-06-20,13
2016-06-21,33
2016-06-22,20
2016-06-23,48
2016-06-24,71
2016-06-25,16
2016-06-26,8
2016-06-27,13
2016-06-28,100
2016-06-29,34
2016-06-30,34
2016-07-01,28
2016-07-02,24
2016-07-03,8
2016-07-04,0
2016-07-05,21
2016-07-06,71
2016-07-07,36
2016-07-08,22
2016-07-09,0
2016-07-10,16
2016-07-11,42
2016-07-12,49
2016-07-13,21
2016-07-14,27
2016-07-15,15
2016-07-16,0
2016-07-17,0
2016-07-18,28
2016-07-19,28
2016-07-20,21
2016-07-21,43
2016-07-22,22
2016-07-23,0
2016-07-24,0
2016-07-25,14
2016-07-26,55
2016-07-27,49
2016-07-28,36
2016-07-29,22
2016-07-30,8
2016-07-31,8
2016-08-01,49
2016-08-02,21
2016-08-03,21
2016-08-04,28
2016-08-05,7
2016-08-06,0
2016-08-07,9
2016-08-08,22
2016-08-09,22
2016-08-10,22
2016-08-11,37
2016-08-12,31
2016-08-13,8
2016-08-14,0
2016-08-15,23
2016-08-16,7
2016-08-17,15
2016-08-18,23
2016-08-19,15
2016-08-20,0
2016-08-21,0
2016-08-22,14
2016-08-23,15
2016-08-24,15
2016-08-25,0
2016-08-26,7
2016-08-27,0
2016-08-28,0
2016-08-29,20
2016-08-30,7
2016-08-31,20
2016-09-01,7
2016-09-02,14
2016-09-03,24
2016-09-04,0
2016-09-05,7
2016-09-06,0
2016-09-07,21
2016-09-08,28
2016-09-09,21
2016-09-10,8
2016-09-11,0
2016-09-12,21
2016-09-13,41
2016-09-14,14
2016-09-15,14
2016-09-16,7
2016-09-17,8
2016-09-18,15
2016-09-19,7
2016-09-20,20
2016-09-21,0
2016-09-22,14
2016-09-23,28
2016-09-24,8
2016-09-25,0
2016-09-26,7
2016-09-27,20
2016-09-28,34
2016-09-29,27
2016-09-30,63
2016-10-01,15
2016-10-02,0
2016-10-03,33
2016-10-04,53
2016-10-05,33
2016-10-06,27
2016-10-07,27
2016-10-08,0
2016-10-09,0
2016-10-10,27
2016-10-11,20
2016-10-12,27
2016-10-13,7
2016-10-14,21
2016-10-15,8
2016-10-16,8
2016-10-17,7
2016-10-18,7
2016-10-19,33
2016-10-20,73
2016-10-21,28
2016-10-22,0
2016-10-23,8
2016-10-24,39
2016-10-25,13
2016-10-26,27
2016-10-27,27
2016-10-28,7
2016-10-29,0
2016-10-30,8
2016-10-31,21
2016-11-01,14
2016-11-02,47
2016-11-03,26
2016-11-04,0
2016-11-05,15
2016-11-06,7
2016-11-07,26
2016-11-08,51
2016-11-09,54
2016-11-10,27
2016-11-11,14
2016-11-12,0
2016-11-13,15
2016-11-14,0
2016-11-15,13
2016-11-16,13
2016-11-17,7
2016-11-18,27
2016-11-19,8
2016-11-20,7
2016-11-21,19
2016-11-22,13
2016-11-23,26
2016-11-24,13
2016-11-25,0
2016-11-26,0
2016-11-27,0
2016-11-28,25
2016-11-29,19
2016-11-30,25
2016-12-01,19
2016-12-02,7
2016-12-03,15
2016-12-04,0
2016-12-05,17
2016-12-06,31
2016-12-07,32
2016-12-08,19
2016-12-09,40
2016-12-10,22
2016-12-11,0
2016-12-12,31
2016-12-13,25
2016-12-14,19
2016-12-15,13
2016-12-16,20
2016-12-17,0
2016-12-18,7
2016-12-19,13
2016-12-20,40
2016-12-21,34
2016-12-22,21
2016-12-23,7
2016-12-24,8
2016-12-25,0
2016-12-26,7
2016-12-27,41
2016-12-28,20
2016-12-29,21
2016-12-30,43
2016-12-31,8
2017-01-01,0
2017-01-02,13
2017-01-03,32
2017-01-04,32
2017-01-05,59
2017-01-06,33
2017-01-07,7
2017-01-08,7
2017-01-09,25
2017-01-10,31
2017-01-11,31
2017-01-12,56
2017-01-13,19
2017-01-14,7
2017-01-15,7
2017-01-16,6
2017-01-17,18
2017-01-18,25
2017-01-19,12
