date,WBA stock
2014-07-24,0
2014-07-25,0
2014-07-26,0
2014-07-27,0
2014-07-28,0
2014-07-29,0
2014-07-30,0
2014-07-31,0
2014-08-01,11
2014-08-02,0
2014-08-03,0
2014-08-04,0
2014-08-05,0
2014-08-06,0
2014-08-07,0
2014-08-08,0
2014-08-09,0
2014-08-10,0
2014-08-11,11
2014-08-12,0
2014-08-13,0
2014-08-14,0
2014-08-15,0
2014-08-16,0
2014-08-17,0
2014-08-18,0
2014-08-19,0
2014-08-20,0
2014-08-21,0
2014-08-22,0
2014-08-23,0
2014-08-24,0
2014-08-25,0
2014-08-26,0
2014-08-27,10
2014-08-28,0
2014-08-29,0
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,0
2014-09-03,0
2014-09-04,0
2014-09-05,11
2014-09-06,0
2014-09-07,0
2014-09-08,0
2014-09-09,0
2014-09-10,0
2014-09-11,0
2014-09-12,0
2014-09-13,12
2014-09-14,0
2014-09-15,0
2014-09-16,0
2014-09-17,0
2014-09-18,0
2014-09-19,0
2014-09-20,0
2014-09-21,0
2014-09-22,0
2014-09-23,0
2014-09-24,0
2014-09-25,0
2014-09-26,0
2014-09-27,0
2014-09-28,0
2014-09-29,0
2014-09-30,10
2014-10-01,0
2014-10-02,0
2014-10-03,0
2014-10-04,0
2014-10-05,0
2014-10-06,0
2014-10-07,0
2014-10-08,0
2014-10-09,0
2014-10-10,0
2014-10-11,0
2014-10-12,0
2014-10-13,0
2014-10-14,0
2014-10-15,10
2014-10-16,0
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,0
2014-10-21,0
2014-10-22,0
2014-10-23,0
2014-10-24,0
2014-10-25,24
2014-10-26,0
2014-10-27,0
2014-10-28,10
2014-10-29,0
2014-10-30,0
2014-10-31,0
2014-11-01,0
2014-11-02,0
2014-11-03,0
2014-11-04,0
2014-11-05,0
2014-11-06,10
2014-11-07,10
2014-11-08,12
2014-11-09,11
2014-11-10,0
2014-11-11,0
2014-11-12,0
2014-11-13,0
2014-11-14,0
2014-11-15,0
2014-11-16,0
2014-11-17,0
2014-11-18,0
2014-11-19,0
2014-11-20,0
2014-11-21,0
2014-11-22,0
2014-11-23,11
2014-11-24,0
2014-11-25,0
2014-11-26,0
2014-11-27,0
2014-11-28,10
2014-11-29,11
2014-11-30,0
2014-12-01,0
2014-12-02,28
2014-12-03,0
2014-12-04,0
2014-12-05,10
2014-12-06,11
2014-12-07,0
2014-12-08,0
2014-12-09,0
2014-12-10,0
2014-12-11,0
2014-12-12,0
2014-12-13,12
2014-12-14,11
2014-12-15,10
2014-12-16,10
2014-12-17,0
2014-12-18,0
2014-12-19,0
2014-12-20,0
2014-12-21,0
2014-12-22,0
2014-12-23,0
2014-12-24,0
2014-12-25,0
2014-12-26,11
2014-12-27,12
2014-12-28,23
2014-12-29,10
2014-12-30,10
2014-12-31,76
2015-01-01,18
2015-01-02,42
2015-01-03,50
2015-01-04,11
2015-01-05,43
2015-01-06,38
2015-01-07,42
2015-01-08,33
2015-01-09,86
2015-01-10,22
2015-01-11,11
2015-01-12,28
2015-01-13,32
2015-01-14,28
2015-01-15,19
2015-01-16,52
2015-01-17,22
2015-01-18,21
2015-01-19,9
2015-01-20,41
2015-01-21,14
2015-01-22,37
2015-01-23,19
2015-01-24,11
2015-01-25,11
2015-01-26,23
2015-01-27,27
2015-01-28,37
2015-01-29,41
2015-01-30,19
2015-01-31,32
2015-02-01,0
2015-02-02,23
2015-02-03,32
2015-02-04,36
2015-02-05,18
2015-02-06,43
2015-02-07,16
2015-02-08,16
2015-02-09,36
2015-02-10,13
2015-02-11,54
2015-02-12,42
2015-02-13,48
2015-02-14,33
2015-02-15,0
2015-02-16,28
2015-02-17,38
2015-02-18,47
2015-02-19,37
2015-02-20,43
2015-02-21,21
2015-02-22,0
2015-02-23,27
2015-02-24,45
2015-02-25,18
2015-02-26,37
2015-02-27,28
2015-02-28,31
2015-03-01,0
2015-03-02,45
2015-03-03,22
2015-03-04,32
2015-03-05,37
2015-03-06,43
2015-03-07,16
2015-03-08,11
2015-03-09,55
2015-03-10,18
2015-03-11,32
2015-03-12,32
2015-03-13,38
2015-03-14,11
2015-03-15,21
2015-03-16,18
2015-03-17,59
2015-03-18,41
2015-03-19,27
2015-03-20,42
2015-03-21,0
2015-03-22,10
2015-03-23,54
2015-03-24,41
2015-03-25,26
2015-03-26,57
2015-03-27,10
2015-03-28,11
2015-03-29,0
2015-03-30,36
2015-03-31,18
2015-04-01,37
2015-04-02,10
2015-04-03,36
2015-04-04,22
2015-04-05,0
2015-04-06,39
2015-04-07,18
2015-04-08,32
2015-04-09,100
2015-04-10,62
