date,WBA stock
2016-09-11,0
2016-09-12,63
2016-09-13,51
2016-09-14,20
2016-09-15,21
2016-09-16,32
2016-09-17,12
2016-09-18,0
2016-09-19,10
2016-09-20,0
2016-09-21,41
2016-09-22,31
2016-09-23,32
2016-09-24,24
2016-09-25,0
2016-09-26,20
2016-09-27,0
2016-09-28,20
2016-09-29,20
2016-09-30,53
2016-10-01,12
2016-10-02,0
2016-10-03,10
2016-10-04,30
2016-10-05,40
2016-10-06,10
2016-10-07,52
2016-10-08,12
2016-10-09,0
2016-10-10,61
2016-10-11,51
2016-10-12,31
2016-10-13,0
2016-10-14,63
2016-10-15,0
2016-10-16,11
2016-10-17,30
2016-10-18,59
2016-10-19,20
2016-10-20,90
2016-10-21,21
2016-10-22,12
2016-10-23,11
2016-10-24,40
2016-10-25,39
2016-10-26,68
2016-10-27,30
2016-10-28,42
2016-10-29,12
2016-10-30,0
2016-10-31,71
2016-11-01,51
2016-11-02,20
2016-11-03,0
2016-11-04,42
2016-11-05,0
2016-11-06,0
2016-11-07,29
2016-11-08,58
2016-11-09,90
2016-11-10,60
2016-11-11,31
2016-11-12,0
2016-11-13,0
2016-11-14,49
2016-11-15,30
2016-11-16,60
2016-11-17,29
2016-11-18,62
2016-11-19,11
2016-11-20,11
2016-11-21,39
2016-11-22,20
2016-11-23,39
2016-11-24,10
2016-11-25,41
2016-11-26,11
2016-11-27,11
2016-11-28,37
2016-11-29,46
2016-11-30,67
2016-12-01,58
2016-12-02,20
2016-12-03,11
2016-12-04,0
2016-12-05,26
2016-12-06,65
2016-12-07,47
2016-12-08,38
2016-12-09,30
2016-12-10,34
2016-12-11,11
2016-12-12,37
2016-12-13,38
2016-12-14,66
2016-12-15,48
2016-12-16,31
2016-12-17,0
2016-12-18,0
2016-12-19,39
2016-12-20,89
2016-12-21,62
2016-12-22,42
2016-12-23,21
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,30
2016-12-28,31
2016-12-29,52
2016-12-30,11
2016-12-31,0
2017-01-01,12
2017-01-02,0
2017-01-03,29
2017-01-04,48
2017-01-05,88
2017-01-06,60
2017-01-07,11
2017-01-08,11
2017-01-09,9
2017-01-10,47
2017-01-11,46
2017-01-12,19
2017-01-13,39
2017-01-14,11
2017-01-15,0
2017-01-16,9
2017-01-17,37
2017-01-18,46
2017-01-19,9
2017-01-20,47
2017-01-21,11
2017-01-22,0
2017-01-23,36
2017-01-24,28
2017-01-25,18
2017-01-26,9
2017-01-27,68
2017-01-28,11
2017-01-29,0
2017-01-30,45
2017-01-31,46
2017-02-01,89
2017-02-02,46
2017-02-03,48
2017-02-04,31
2017-02-05,10
2017-02-06,36
2017-02-07,55
2017-02-08,28
2017-02-09,18
2017-02-10,57
2017-02-11,11
2017-02-12,21
2017-02-13,18
2017-02-14,45
2017-02-15,28
2017-02-16,55
2017-02-17,36
2017-02-18,11
2017-02-19,11
2017-02-20,18
2017-02-21,36
2017-02-22,45
2017-02-23,18
2017-02-24,28
2017-02-25,0
2017-02-26,10
2017-02-27,35
2017-02-28,45
2017-03-01,70
2017-03-02,44
2017-03-03,37
2017-03-04,10
2017-03-05,0
2017-03-06,26
2017-03-07,17
2017-03-08,45
2017-03-09,27
2017-03-10,19
2017-03-11,0
2017-03-12,10
2017-03-13,58
2017-03-14,27
2017-03-15,27
2017-03-16,9
2017-03-17,48
2017-03-18,21
2017-03-19,10
2017-03-20,36
2017-03-21,36
2017-03-22,54
2017-03-23,55
2017-03-24,38
2017-03-25,53
2017-03-26,21
2017-03-27,18
2017-03-28,100
2017-03-29,36
2017-03-30,28
2017-03-31,10
2017-04-01,21
2017-04-02,11
2017-04-03,36
2017-04-04,18
2017-04-05,90
2017-04-06,55
2017-04-07,28
2017-04-08,0
2017-04-09,21
2017-04-10,27
2017-04-11,19
2017-04-12,28
2017-04-13,19
2017-04-14,0
2017-04-15,0
2017-04-16,0
2017-04-17,19
2017-04-18,18
2017-04-19,27
2017-04-20,63
2017-04-21,95
2017-04-22,0
2017-04-23,0
2017-04-24,36
2017-04-25,45
2017-04-26,62
2017-04-27,45
2017-04-28,9
2017-04-29,43
2017-04-30,22
2017-05-01,39
2017-05-02,27
2017-05-03,27
2017-05-04,55
2017-05-05,29
2017-05-06,0
2017-05-07,0
2017-05-08,18
2017-05-09,18
2017-05-10,54
2017-05-11,37
2017-05-12,29
2017-05-13,0
2017-05-14,0
2017-05-15,19
2017-05-16,48
2017-05-17,38
2017-05-18,58
2017-05-19,51
2017-05-20,23
2017-05-21,22
2017-05-22,49
2017-05-23,19
2017-05-24,30
2017-05-25,40
2017-05-26,73
2017-05-27,0
2017-05-28,0
2017-05-29,20
