date,Kraft Heinz,isPartial
2016-09-11,2,False
2016-09-12,6,False
2016-09-13,5,False
2016-09-14,6,False
2016-09-15,6,False
2016-09-16,5,False
2016-09-17,3,False
2016-09-18,1,False
2016-09-19,6,False
2016-09-20,6,False
2016-09-21,7,False
2016-09-22,7,False
2016-09-23,4,False
2016-09-24,1,False
2016-09-25,1,False
2016-09-26,6,False
2016-09-27,8,False
2016-09-28,6,False
2016-09-29,6,False
2016-09-30,7,False
2016-10-01,3,False
2016-10-02,3,False
2016-10-03,6,False
2016-10-04,5,False
2016-10-05,5,False
2016-10-06,7,False
2016-10-07,6,False
2016-10-08,3,False
2016-10-09,2,False
2016-10-10,7,False
2016-10-11,9,False
2016-10-12,7,False
2016-10-13,4,False
2016-10-14,6,False
2016-10-15,2,False
2016-10-16,2,False
2016-10-17,5,False
2016-10-18,5,False
2016-10-19,6,False
2016-10-20,6,False
2016-10-21,6,False
2016-10-22,2,False
2016-10-23,3,False
2016-10-24,6,False
2016-10-25,6,False
2016-10-26,7,False
2016-10-27,5,False
2016-10-28,5,False
2016-10-29,2,False
2016-10-30,3,False
2016-10-31,8,False
2016-11-01,9,False
2016-11-02,8,False
2016-11-03,9,False
2016-11-04,8,False
2016-11-05,2,False
2016-11-06,4,False
2016-11-07,9,False
2016-11-08,6,False
2016-11-09,6,False
2016-11-10,11,False
2016-11-11,6,False
2016-11-12,2,False
2016-11-13,4,False
2016-11-14,8,False
2016-11-15,9,False
2016-11-16,7,False
2016-11-17,6,False
2016-11-18,6,False
2016-11-19,2,False
2016-11-20,3,False
2016-11-21,6,False
2016-11-22,2,False
2016-11-23,5,False
2016-11-24,4,False
2016-11-25,3,False
2016-11-26,2,False
2016-11-27,3,False
2016-11-28,4,False
2016-11-29,6,False
2016-11-30,4,False
2016-12-01,6,False
2016-12-02,6,False
2016-12-03,4,False
2016-12-04,3,False
2016-12-05,5,False
2016-12-06,4,False
2016-12-07,8,False
2016-12-08,7,False
2016-12-09,4,False
2016-12-10,2,False
2016-12-11,3,False
2016-12-12,5,False
2016-12-13,4,False
2016-12-14,6,False
2016-12-15,11,False
2016-12-16,8,False
2016-12-17,3,False
2016-12-18,2,False
2016-12-19,5,False
2016-12-20,5,False
2016-12-21,5,False
2016-12-22,3,False
2016-12-23,3,False
2016-12-24,2,False
2016-12-25,1,False
2016-12-26,4,False
2016-12-27,3,False
2016-12-28,7,False
2016-12-29,5,False
2016-12-30,2,False
2016-12-31,3,False
2017-01-01,1,False
2017-01-02,1,False
2017-01-03,5,False
2017-01-04,5,False
2017-01-05,5,False
2017-01-06,4,False
2017-01-07,2,False
2017-01-08,3,False
2017-01-09,4,False
2017-01-10,5,False
2017-01-11,8,False
2017-01-12,6,False
2017-01-13,8,False
2017-01-14,2,False
2017-01-15,3,False
2017-01-16,7,False
2017-01-17,9,False
2017-01-18,5,False
2017-01-19,5,False
2017-01-20,5,False
2017-01-21,1,False
2017-01-22,4,False
2017-01-23,10,False
2017-01-24,8,False
2017-01-25,4,False
2017-01-26,10,False
2017-01-27,12,False
2017-01-28,2,False
2017-01-29,5,False
2017-01-30,7,False
2017-01-31,5,False
2017-02-01,6,False
2017-02-02,8,False
2017-02-03,8,False
2017-02-04,3,False
2017-02-05,3,False
2017-02-06,7,False
2017-02-07,7,False
2017-02-08,5,False
2017-02-09,9,False
2017-02-10,5,False
2017-02-11,2,False
2017-02-12,3,False
2017-02-13,5,False
2017-02-14,7,False
2017-02-15,11,False
2017-02-16,13,False
2017-02-17,100,False
2017-02-18,43,False
2017-02-19,52,False
2017-02-20,45,False
2017-02-21,25,False
2017-02-22,18,False
2017-02-23,15,False
2017-02-24,11,False
2017-02-25,8,False
2017-02-26,5,False
2017-02-27,11,False
2017-02-28,12,False
2017-03-01,11,False
2017-03-02,9,False
2017-03-03,6,False
2017-03-04,5,False
2017-03-05,6,False
2017-03-06,5,False
2017-03-07,10,False
2017-03-08,8,False
2017-03-09,9,False
2017-03-10,6,False
2017-03-11,2,False
2017-03-12,5,False
2017-03-13,7,False
2017-03-14,9,False
2017-03-15,6,False
2017-03-16,5,False
2017-03-17,6,False
2017-03-18,3,False
2017-03-19,6,False
2017-03-20,6,False
2017-03-21,8,False
2017-03-22,8,False
2017-03-23,9,False
2017-03-24,6,False
2017-03-25,5,False
2017-03-26,3,False
2017-03-27,9,False
2017-03-28,9,False
2017-03-29,11,False
2017-03-30,9,False
2017-03-31,9,False
2017-04-01,3,False
2017-04-02,4,False
2017-04-03,7,False
2017-04-04,5,False
2017-04-05,8,False
2017-04-06,7,False
2017-04-07,5,False
2017-04-08,6,False
2017-04-09,5,False
2017-04-10,8,False
2017-04-11,9,False
2017-04-12,5,False
2017-04-13,7,False
2017-04-14,3,False
2017-04-15,5,False
2017-04-16,5,False
2017-04-17,4,False
2017-04-18,8,False
2017-04-19,8,False
2017-04-20,8,False
2017-04-21,5,False
2017-04-22,5,False
2017-04-23,2,False
2017-04-24,11,False
2017-04-25,9,False
2017-04-26,6,False
2017-04-27,9,False
2017-04-28,6,False
2017-04-29,4,False
2017-04-30,5,False
2017-05-01,7,False
2017-05-02,6,False
2017-05-03,9,False
2017-05-04,10,False
2017-05-05,8,False
2017-05-06,5,False
2017-05-07,5,False
2017-05-08,5,False
2017-05-09,6,False
2017-05-10,8,False
2017-05-11,8,False
2017-05-12,8,False
2017-05-13,3,False
2017-05-14,3,False
2017-05-15,5,False
2017-05-16,6,False
2017-05-17,7,False
2017-05-18,11,False
2017-05-19,5,False
2017-05-20,2,False
2017-05-21,2,False
2017-05-22,6,False
2017-05-23,6,False
2017-05-24,6,False
2017-05-25,8,False
2017-05-26,7,False
2017-05-27,4,False
2017-05-28,2,False
2017-05-29,3,False
