date,BIIB stock
2015-08-18,26
2015-08-19,26
2015-08-20,43
2015-08-21,18
2015-08-22,41
2015-08-23,0
2015-08-24,100
2015-08-25,50
2015-08-26,76
2015-08-27,25
2015-08-28,44
2015-08-29,20
2015-08-30,0
2015-08-31,41
2015-09-01,16
2015-09-02,42
2015-09-03,42
2015-09-04,52
2015-09-05,30
2015-09-06,0
2015-09-07,17
2015-09-08,16
2015-09-09,33
2015-09-10,25
2015-09-11,26
2015-09-12,10
2015-09-13,0
2015-09-14,8
2015-09-15,16
2015-09-16,32
2015-09-17,25
2015-09-18,34
2015-09-19,0
2015-09-20,9
2015-09-21,40
2015-09-22,57
2015-09-23,16
2015-09-24,17
2015-09-25,35
2015-09-26,10
2015-09-27,10
2015-09-28,87
2015-09-29,24
2015-09-30,32
2015-10-01,32
2015-10-02,17
2015-10-03,10
2015-10-04,9
2015-10-05,40
2015-10-06,24
2015-10-07,41
2015-10-08,16
2015-10-09,50
2015-10-10,9
2015-10-11,9
2015-10-12,33
2015-10-13,32
2015-10-14,32
2015-10-15,16
2015-10-16,17
2015-10-17,9
2015-10-18,9
2015-10-19,24
2015-10-20,55
2015-10-21,72
2015-10-22,32
2015-10-23,34
2015-10-24,9
2015-10-25,0
2015-10-26,16
2015-10-27,24
2015-10-28,39
2015-10-29,32
2015-10-30,25
2015-10-31,0
2015-11-01,0
2015-11-02,32
2015-11-03,47
2015-11-04,24
2015-11-05,8
2015-11-06,8
2015-11-07,0
2015-11-08,18
2015-11-09,8
2015-11-10,16
2015-11-11,49
2015-11-12,16
2015-11-13,25
2015-11-14,19
2015-11-15,0
2015-11-16,23
2015-11-17,47
2015-11-18,24
2015-11-19,24
2015-11-20,33
2015-11-21,0
2015-11-22,9
2015-11-23,16
2015-11-24,31
2015-11-25,16
2015-11-26,0
2015-11-27,0
2015-11-28,0
2015-11-29,0
2015-11-30,0
2015-12-01,31
2015-12-02,16
2015-12-03,24
2015-12-04,25
2015-12-05,9
2015-12-06,9
2015-12-07,32
2015-12-08,8
2015-12-09,8
2015-12-10,16
2015-12-11,33
2015-12-12,19
2015-12-13,0
2015-12-14,16
2015-12-15,16
2015-12-16,8
2015-12-17,25
2015-12-18,0
2015-12-19,10
2015-12-20,0
2015-12-21,17
2015-12-22,26
2015-12-23,27
2015-12-24,31
2015-12-25,0
2015-12-26,0
2015-12-27,0
2015-12-28,17
2015-12-29,43
2015-12-30,35
2015-12-31,10
2016-01-01,22
2016-01-02,0
2016-01-03,0
2016-01-04,43
2016-01-05,26
2016-01-06,43
2016-01-07,34
2016-01-08,0
2016-01-09,10
2016-01-10,0
2016-01-11,25
2016-01-12,58
2016-01-13,34
2016-01-14,17
2016-01-15,9
2016-01-16,0
2016-01-17,9
2016-01-18,0
2016-01-19,33
2016-01-20,25
2016-01-21,43
2016-01-22,53
2016-01-23,0
2016-01-24,0
2016-01-25,25
2016-01-26,42
2016-01-27,33
2016-01-28,42
2016-01-29,52
2016-01-30,0
2016-01-31,0
2016-02-01,25
2016-02-02,25
2016-02-03,42
2016-02-04,17
2016-02-05,53
2016-02-06,10
2016-02-07,0
2016-02-08,51
2016-02-09,26
2016-02-10,50
2016-02-11,25
2016-02-12,26
2016-02-13,0
2016-02-14,0
2016-02-15,8
2016-02-16,16
2016-02-17,50
2016-02-18,42
2016-02-19,0
2016-02-20,9
2016-02-21,9
2016-02-22,0
2016-02-23,41
2016-02-24,33
2016-02-25,25
2016-02-26,26
2016-02-27,10
2016-02-28,0
2016-02-29,48
2016-03-01,32
2016-03-02,24
2016-03-03,33
2016-03-04,51
2016-03-05,19
2016-03-06,0
2016-03-07,33
2016-03-08,8
2016-03-09,17
2016-03-10,33
2016-03-11,9
2016-03-12,10
2016-03-13,0
2016-03-14,25
2016-03-15,41
2016-03-16,25
2016-03-17,34
2016-03-18,61
2016-03-19,0
2016-03-20,9
2016-03-21,42
2016-03-22,17
2016-03-23,60
2016-03-24,27
2016-03-25,9
2016-03-26,10
2016-03-27,0
2016-03-28,17
2016-03-29,25
2016-03-30,25
2016-03-31,42
2016-04-01,17
2016-04-02,10
2016-04-03,0
2016-04-04,25
2016-04-05,16
2016-04-06,41
2016-04-07,17
2016-04-08,44
2016-04-09,0
2016-04-10,0
2016-04-11,33
2016-04-12,33
2016-04-13,16
2016-04-14,76
2016-04-15,44
2016-04-16,10
2016-04-17,0
2016-04-18,33
2016-04-19,0
2016-04-20,17
2016-04-21,76
2016-04-22,70
2016-04-23,10
2016-04-24,19
2016-04-25,41
2016-04-26,49
2016-04-27,50
2016-04-28,8
2016-04-29,17
2016-04-30,10
2016-05-01,0
2016-05-02,26
2016-05-03,50
2016-05-04,34
