date,BIIB stock
2015-04-10,0
2015-04-11,0
2015-04-12,8
2015-04-13,32
2015-04-14,13
2015-04-15,19
2015-04-16,0
2015-04-17,7
2015-04-18,0
2015-04-19,0
2015-04-20,13
2015-04-21,13
2015-04-22,0
2015-04-23,33
2015-04-24,41
2015-04-25,15
2015-04-26,0
2015-04-27,13
2015-04-28,31
2015-04-29,26
2015-04-30,7
2015-05-01,29
2015-05-02,0
2015-05-03,0
2015-05-04,26
2015-05-05,0
2015-05-06,13
2015-05-07,6
2015-05-08,27
2015-05-09,8
2015-05-10,8
2015-05-11,19
2015-05-12,38
2015-05-13,6
2015-05-14,33
2015-05-15,0
2015-05-16,0
2015-05-17,0
2015-05-18,13
2015-05-19,19
2015-05-20,12
2015-05-21,6
2015-05-22,20
2015-05-23,0
2015-05-24,8
2015-05-25,0
2015-05-26,13
2015-05-27,13
2015-05-28,26
2015-05-29,20
2015-05-30,8
2015-05-31,0
2015-06-01,25
2015-06-02,25
2015-06-03,13
2015-06-04,7
2015-06-05,27
2015-06-06,8
2015-06-07,0
2015-06-08,13
2015-06-09,0
2015-06-10,13
2015-06-11,39
2015-06-12,27
2015-06-13,0
2015-06-14,0
2015-06-15,31
2015-06-16,25
2015-06-17,13
2015-06-18,13
2015-06-19,34
2015-06-20,15
2015-06-21,8
2015-06-22,32
2015-06-23,19
2015-06-24,26
2015-06-25,13
2015-06-26,7
2015-06-27,15
2015-06-28,0
2015-06-29,19
2015-06-30,51
2015-07-01,7
2015-07-02,6
2015-07-03,7
2015-07-04,8
2015-07-05,0
2015-07-06,19
2015-07-07,13
2015-07-08,19
2015-07-09,6
2015-07-10,40
2015-07-11,8
2015-07-12,0
2015-07-13,19
2015-07-14,19
2015-07-15,52
2015-07-16,40
2015-07-17,21
2015-07-18,17
2015-07-19,0
2015-07-20,40
2015-07-21,19
2015-07-22,26
2015-07-23,32
2015-07-24,100
2015-07-25,46
2015-07-26,23
2015-07-27,76
2015-07-28,63
2015-07-29,51
2015-07-30,45
2015-07-31,34
2015-08-01,8
2015-08-02,0
2015-08-03,26
2015-08-04,25
2015-08-05,32
2015-08-06,72
2015-08-07,54
2015-08-08,8
2015-08-09,8
2015-08-10,51
2015-08-11,38
2015-08-12,19
2015-08-13,52
2015-08-14,7
2015-08-15,8
2015-08-16,7
2015-08-17,39
2015-08-18,44
2015-08-19,25
2015-08-20,13
2015-08-21,26
2015-08-22,0
2015-08-23,0
2015-08-24,31
2015-08-25,37
2015-08-26,19
2015-08-27,57
2015-08-28,20
2015-08-29,8
2015-08-30,0
2015-08-31,31
2015-09-01,37
2015-09-02,37
2015-09-03,6
2015-09-04,26
2015-09-05,7
2015-09-06,7
2015-09-07,0
2015-09-08,30
2015-09-09,30
2015-09-10,6
2015-09-11,38
2015-09-12,0
2015-09-13,0
2015-09-14,24
2015-09-15,24
2015-09-16,24
2015-09-17,18
2015-09-18,19
2015-09-19,0
2015-09-20,7
2015-09-21,36
2015-09-22,30
2015-09-23,42
2015-09-24,6
2015-09-25,32
2015-09-26,14
2015-09-27,21
2015-09-28,41
2015-09-29,41
2015-09-30,18
2015-10-01,18
2015-10-02,31
2015-10-03,14
2015-10-04,14
2015-10-05,30
2015-10-06,18
2015-10-07,12
2015-10-08,36
2015-10-09,43
2015-10-10,7
2015-10-11,14
2015-10-12,18
2015-10-13,18
2015-10-14,18
2015-10-15,12
2015-10-16,31
2015-10-17,0
2015-10-18,14
2015-10-19,36
2015-10-20,53
2015-10-21,71
2015-10-22,36
2015-10-23,32
2015-10-24,7
2015-10-25,14
2015-10-26,6
2015-10-27,41
2015-10-28,53
2015-10-29,42
2015-10-30,44
2015-10-31,7
2015-11-01,7
2015-11-02,36
2015-11-03,29
2015-11-04,24
2015-11-05,18
2015-11-06,25
2015-11-07,0
2015-11-08,0
2015-11-09,17
2015-11-10,35
2015-11-11,0
2015-11-12,18
2015-11-13,12
2015-11-14,7
2015-11-15,0
2015-11-16,24
2015-11-17,24
2015-11-18,29
2015-11-19,42
2015-11-20,18
2015-11-21,7
2015-11-22,7
2015-11-23,18
2015-11-24,23
2015-11-25,35
2015-11-26,6
2015-11-27,12
2015-11-28,0
2015-11-29,0
2015-11-30,23
2015-12-01,29
2015-12-02,35
2015-12-03,6
2015-12-04,31
2015-12-05,7
2015-12-06,7
2015-12-07,0
2015-12-08,12
2015-12-09,18
2015-12-10,12
2015-12-11,12
2015-12-12,0
2015-12-13,14
2015-12-14,6
2015-12-15,12
2015-12-16,12
2015-12-17,12
2015-12-18,7
2015-12-19,7
2015-12-20,0
2015-12-21,6
2015-12-22,13
2015-12-23,20
2015-12-24,7
2015-12-25,0
2015-12-26,7
