date,BIIB stock
2014-07-24,21
2014-07-25,14
2014-07-26,0
2014-07-27,8
2014-07-28,14
2014-07-29,14
2014-07-30,7
2014-07-31,14
2014-08-01,7
2014-08-02,8
2014-08-03,0
2014-08-04,13
2014-08-05,0
2014-08-06,14
2014-08-07,10
2014-08-08,7
2014-08-09,8
2014-08-10,8
2014-08-11,0
2014-08-12,7
2014-08-13,0
2014-08-14,0
2014-08-15,7
2014-08-16,16
2014-08-17,8
2014-08-18,13
2014-08-19,13
2014-08-20,0
2014-08-21,0
2014-08-22,14
2014-08-23,8
2014-08-24,8
2014-08-25,7
2014-08-26,19
2014-08-27,13
2014-08-28,7
2014-08-29,0
2014-08-30,8
2014-08-31,0
2014-09-01,7
2014-09-02,6
2014-09-03,19
2014-09-04,0
2014-09-05,13
2014-09-06,0
2014-09-07,0
2014-09-08,0
2014-09-09,6
2014-09-10,0
2014-09-11,6
2014-09-12,7
2014-09-13,15
2014-09-14,0
2014-09-15,19
2014-09-16,0
2014-09-17,6
2014-09-18,19
2014-09-19,7
2014-09-20,0
2014-09-21,0
2014-09-22,6
2014-09-23,6
2014-09-24,6
2014-09-25,6
2014-09-26,7
2014-09-27,0
2014-09-28,0
2014-09-29,6
2014-09-30,0
2014-10-01,13
2014-10-02,0
2014-10-03,0
2014-10-04,0
2014-10-05,8
2014-10-06,13
2014-10-07,12
2014-10-08,13
2014-10-09,6
2014-10-10,7
2014-10-11,0
2014-10-12,0
2014-10-13,6
2014-10-14,12
2014-10-15,19
2014-10-16,6
2014-10-17,26
2014-10-18,7
2014-10-19,0
2014-10-20,0
2014-10-21,24
2014-10-22,18
2014-10-23,0
2014-10-24,19
2014-10-25,0
2014-10-26,0
2014-10-27,0
2014-10-28,18
2014-10-29,6
2014-10-30,25
2014-10-31,13
2014-11-01,7
2014-11-02,0
2014-11-03,6
2014-11-04,0
2014-11-05,12
2014-11-06,12
2014-11-07,19
2014-11-08,0
2014-11-09,0
2014-11-10,0
2014-11-11,12
2014-11-12,6
2014-11-13,12
2014-11-14,19
2014-11-15,0
2014-11-16,0
2014-11-17,6
2014-11-18,7
2014-11-19,0
2014-11-20,0
2014-11-21,25
2014-11-22,7
2014-11-23,7
2014-11-24,18
2014-11-25,18
2014-11-26,6
2014-11-27,0
2014-11-28,0
2014-11-29,7
2014-11-30,7
2014-12-01,12
2014-12-02,12
2014-12-03,36
2014-12-04,24
2014-12-05,45
2014-12-06,0
2014-12-07,0
2014-12-08,12
2014-12-09,6
2014-12-10,6
2014-12-11,12
2014-12-12,0
2014-12-13,0
2014-12-14,0
2014-12-15,0
2014-12-16,0
2014-12-17,19
2014-12-18,0
2014-12-19,13
2014-12-20,0
2014-12-21,0
2014-12-22,26
2014-12-23,20
2014-12-24,0
2014-12-25,8
2014-12-26,7
2014-12-27,0
2014-12-28,0
2014-12-29,19
2014-12-30,7
2014-12-31,7
2015-01-01,0
2015-01-02,0
2015-01-03,7
2015-01-04,0
2015-01-05,6
2015-01-06,6
2015-01-07,0
2015-01-08,18
2015-01-09,12
2015-01-10,7
2015-01-11,0
2015-01-12,17
2015-01-13,6
2015-01-14,17
2015-01-15,0
2015-01-16,18
2015-01-17,0
2015-01-18,7
2015-01-19,12
2015-01-20,0
2015-01-21,12
2015-01-22,18
2015-01-23,0
2015-01-24,7
2015-01-25,0
2015-01-26,6
2015-01-27,6
2015-01-28,12
2015-01-29,17
2015-01-30,24
2015-01-31,7
2015-02-01,7
2015-02-02,11
2015-02-03,11
2015-02-04,23
2015-02-05,23
2015-02-06,6
2015-02-07,13
2015-02-08,7
2015-02-09,17
2015-02-10,11
2015-02-11,11
2015-02-12,0
2015-02-13,6
2015-02-14,0
2015-02-15,7
2015-02-16,0
2015-02-17,36
2015-02-18,35
2015-02-19,35
2015-02-20,36
2015-02-21,0
2015-02-22,13
2015-02-23,11
2015-02-24,11
2015-02-25,17
2015-02-26,23
2015-02-27,18
2015-02-28,7
2015-03-01,13
2015-03-02,11
2015-03-03,6
2015-03-04,11
2015-03-05,11
2015-03-06,30
2015-03-07,0
2015-03-08,0
2015-03-09,17
2015-03-10,17
2015-03-11,6
2015-03-12,12
2015-03-13,24
2015-03-14,13
2015-03-15,0
2015-03-16,6
2015-03-17,23
2015-03-18,11
2015-03-19,28
2015-03-20,100
2015-03-21,34
2015-03-22,19
2015-03-23,28
2015-03-24,17
2015-03-25,17
2015-03-26,33
2015-03-27,36
2015-03-28,7
2015-03-29,0
2015-03-30,29
2015-03-31,11
2015-04-01,35
2015-04-02,24
2015-04-03,7
2015-04-04,0
2015-04-05,0
2015-04-06,25
2015-04-07,6
2015-04-08,11
2015-04-09,11
2015-04-10,18
