date,BIIB stock
2016-09-11,0
2016-09-12,0
2016-09-13,18
2016-09-14,9
2016-09-15,19
2016-09-16,19
2016-09-17,0
2016-09-18,0
2016-09-19,27
2016-09-20,36
2016-09-21,27
2016-09-22,19
2016-09-23,19
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,36
2016-09-28,27
2016-09-29,27
2016-09-30,28
2016-10-01,21
2016-10-02,0
2016-10-03,27
2016-10-04,9
2016-10-05,18
2016-10-06,18
2016-10-07,9
2016-10-08,10
2016-10-09,10
2016-10-10,27
2016-10-11,9
2016-10-12,27
2016-10-13,9
2016-10-14,19
2016-10-15,0
2016-10-16,0
2016-10-17,27
2016-10-18,18
2016-10-19,0
2016-10-20,9
2016-10-21,9
2016-10-22,11
2016-10-23,0
2016-10-24,18
2016-10-25,63
2016-10-26,63
2016-10-27,27
2016-10-28,29
2016-10-29,10
2016-10-30,0
2016-10-31,27
2016-11-01,18
2016-11-02,27
2016-11-03,18
2016-11-04,28
2016-11-05,0
2016-11-06,0
2016-11-07,35
2016-11-08,26
2016-11-09,80
2016-11-10,63
2016-11-11,46
2016-11-12,0
2016-11-13,0
2016-11-14,35
2016-11-15,45
2016-11-16,27
2016-11-17,71
2016-11-18,37
2016-11-19,10
2016-11-20,10
2016-11-21,9
2016-11-22,17
2016-11-23,44
2016-11-24,9
2016-11-25,9
2016-11-26,10
2016-11-27,19
2016-11-28,17
2016-11-29,34
2016-11-30,9
2016-12-01,35
2016-12-02,9
2016-12-03,10
2016-12-04,0
2016-12-05,8
2016-12-06,0
2016-12-07,42
2016-12-08,35
2016-12-09,80
2016-12-10,0
2016-12-11,0
2016-12-12,17
2016-12-13,26
2016-12-14,34
2016-12-15,35
2016-12-16,27
2016-12-17,10
2016-12-18,10
2016-12-19,53
2016-12-20,45
2016-12-21,28
2016-12-22,47
2016-12-23,10
2016-12-24,22
2016-12-25,11
2016-12-26,0
2016-12-27,55
2016-12-28,65
2016-12-29,47
2016-12-30,10
2016-12-31,21
2017-01-01,11
2017-01-02,0
2017-01-03,26
2017-01-04,44
2017-01-05,17
2017-01-06,36
2017-01-07,0
2017-01-08,0
2017-01-09,25
2017-01-10,42
2017-01-11,50
2017-01-12,51
2017-01-13,17
2017-01-14,0
2017-01-15,0
2017-01-16,8
2017-01-17,17
2017-01-18,50
2017-01-19,17
2017-01-20,52
2017-01-21,0
2017-01-22,0
2017-01-23,24
2017-01-24,8
2017-01-25,17
2017-01-26,91
2017-01-27,43
2017-01-28,0
2017-01-29,9
2017-01-30,16
2017-01-31,17
2017-02-01,16
2017-02-02,100
2017-02-03,51
2017-02-04,19
2017-02-05,19
2017-02-06,24
2017-02-07,8
2017-02-08,41
2017-02-09,17
2017-02-10,26
2017-02-11,0
2017-02-12,0
2017-02-13,16
2017-02-14,33
2017-02-15,42
2017-02-16,33
2017-02-17,16
2017-02-18,10
2017-02-19,9
2017-02-20,33
2017-02-21,24
2017-02-22,16
2017-02-23,76
2017-02-24,0
2017-02-25,0
2017-02-26,0
2017-02-27,16
2017-02-28,8
2017-03-01,32
2017-03-02,32
2017-03-03,50
2017-03-04,28
2017-03-05,0
2017-03-06,16
2017-03-07,23
2017-03-08,40
2017-03-09,0
2017-03-10,8
2017-03-11,0
2017-03-12,0
2017-03-13,0
2017-03-14,16
2017-03-15,24
2017-03-16,41
2017-03-17,77
2017-03-18,19
2017-03-19,9
2017-03-20,16
2017-03-21,16
2017-03-22,40
2017-03-23,25
2017-03-24,8
2017-03-25,10
2017-03-26,0
2017-03-27,25
2017-03-28,16
2017-03-29,16
2017-03-30,17
2017-03-31,34
2017-04-01,0
2017-04-02,0
2017-04-03,0
2017-04-04,24
2017-04-05,8
2017-04-06,0
2017-04-07,25
2017-04-08,19
2017-04-09,0
2017-04-10,58
2017-04-11,33
2017-04-12,33
2017-04-13,17
2017-04-14,9
2017-04-15,0
2017-04-16,0
2017-04-17,26
2017-04-18,0
2017-04-19,8
2017-04-20,33
2017-04-21,35
2017-04-22,0
2017-04-23,0
2017-04-24,33
2017-04-25,57
2017-04-26,8
2017-04-27,49
2017-04-28,25
2017-04-29,0
2017-04-30,10
2017-05-01,44
2017-05-02,8
2017-05-03,8
2017-05-04,8
2017-05-05,17
2017-05-06,19
2017-05-07,9
2017-05-08,25
2017-05-09,16
2017-05-10,41
2017-05-11,33
2017-05-12,17
2017-05-13,10
2017-05-14,10
2017-05-15,34
2017-05-16,44
2017-05-17,62
2017-05-18,35
2017-05-19,37
2017-05-20,0
2017-05-21,0
2017-05-22,9
2017-05-23,34
2017-05-24,35
2017-05-25,9
2017-05-26,19
2017-05-27,0
2017-05-28,0
2017-05-29,9
