date,BIIB stock
2017-10-06,8
2017-10-07,0
2017-10-08,8
2017-10-09,14
2017-10-10,50
2017-10-11,15
2017-10-12,15
2017-10-13,15
2017-10-14,8
2017-10-15,8
2017-10-16,15
2017-10-17,29
2017-10-18,29
2017-10-19,15
2017-10-20,46
2017-10-21,0
2017-10-22,8
2017-10-23,43
2017-10-24,100
2017-10-25,65
2017-10-26,29
2017-10-27,38
2017-10-28,0
2017-10-29,8
2017-10-30,14
2017-10-31,22
2017-11-01,44
2017-11-02,22
2017-11-03,15
2017-11-04,24
2017-11-05,0
2017-11-06,21
2017-11-07,21
2017-11-08,7
2017-11-09,14
2017-11-10,22
2017-11-11,0
2017-11-12,0
2017-11-13,14
2017-11-14,21
2017-11-15,28
2017-11-16,0
2017-11-17,22
2017-11-18,0
2017-11-19,0
2017-11-20,7
2017-11-21,7
2017-11-22,14
2017-11-23,22
2017-11-24,7
2017-11-25,8
2017-11-26,8
2017-11-27,7
2017-11-28,14
2017-11-29,14
2017-11-30,7
2017-12-01,37
2017-12-02,0
2017-12-03,0
2017-12-04,28
2017-12-05,7
2017-12-06,7
2017-12-07,7
2017-12-08,23
2017-12-09,25
2017-12-10,8
2017-12-11,21
2017-12-12,7
2017-12-13,7
2017-12-14,14
2017-12-15,30
2017-12-16,0
2017-12-17,0
2017-12-18,7
2017-12-19,29
2017-12-20,15
2017-12-21,23
2017-12-22,16
2017-12-23,0
2017-12-24,9
2017-12-25,0
2017-12-26,0
2017-12-27,15
2017-12-28,0
2017-12-29,8
2017-12-30,0
2017-12-31,0
2018-01-01,0
2018-01-02,22
2018-01-03,14
2018-01-04,21
2018-01-05,7
2018-01-06,16
2018-01-07,0
2018-01-08,0
2018-01-09,28
2018-01-10,35
2018-01-11,14
2018-01-12,22
2018-01-13,0
2018-01-14,0
2018-01-15,0
2018-01-16,14
2018-01-17,54
2018-01-18,41
2018-01-19,14
2018-01-20,0
2018-01-21,0
2018-01-22,27
2018-01-23,41
2018-01-24,41
2018-01-25,49
2018-01-26,57
2018-01-27,24
2018-01-28,0
2018-01-29,34
2018-01-30,48
2018-01-31,41
2018-02-01,7
2018-02-02,14
2018-02-03,0
2018-02-04,0
2018-02-05,21
2018-02-06,47
2018-02-07,14
2018-02-08,14
2018-02-09,28
2018-02-10,16
2018-02-11,8
2018-02-12,21
2018-02-13,21
2018-02-14,35
2018-02-15,78
2018-02-16,29
2018-02-17,8
2018-02-18,0
2018-02-19,7
2018-02-20,14
2018-02-21,7
2018-02-22,20
2018-02-23,28
2018-02-24,0
2018-02-25,0
2018-02-26,47
2018-02-27,27
2018-02-28,7
2018-03-01,7
2018-03-02,21
2018-03-03,8
2018-03-04,15
2018-03-05,27
2018-03-06,27
2018-03-07,0
2018-03-08,7
2018-03-09,42
2018-03-10,8
2018-03-11,0
2018-03-12,27
2018-03-13,27
2018-03-14,13
2018-03-15,7
2018-03-16,7
2018-03-17,0
2018-03-18,8
2018-03-19,27
2018-03-20,34
2018-03-21,0
2018-03-22,0
2018-03-23,21
2018-03-24,0
2018-03-25,16
2018-03-26,14
2018-03-27,21
2018-03-28,14
2018-03-29,22
2018-03-30,8
2018-03-31,0
2018-04-01,0
2018-04-02,7
2018-04-03,27
2018-04-04,7
2018-04-05,35
2018-04-06,14
2018-04-07,0
2018-04-08,0
