date,BIIB stock
2014-03-16,24
2014-03-17,20
2014-03-18,25
2014-03-19,15
2014-03-20,10
2014-03-21,27
2014-03-22,18
2014-03-23,12
2014-03-24,10
2014-03-25,35
2014-03-26,20
2014-03-27,20
2014-03-28,27
2014-03-29,12
2014-03-30,18
2014-03-31,10
2014-04-01,25
2014-04-02,25
2014-04-03,46
2014-04-04,32
2014-04-05,24
2014-04-06,12
2014-04-07,30
2014-04-08,20
2014-04-09,26
2014-04-10,26
2014-04-11,43
2014-04-12,12
2014-04-13,12
2014-04-14,10
2014-04-15,31
2014-04-16,42
2014-04-17,44
2014-04-18,23
2014-04-19,0
2014-04-20,0
2014-04-21,27
2014-04-22,25
2014-04-23,41
2014-04-24,36
2014-04-25,27
2014-04-26,12
2014-04-27,12
2014-04-28,40
2014-04-29,40
2014-04-30,36
2014-05-01,45
2014-05-02,22
2014-05-03,12
2014-05-04,0
2014-05-05,15
2014-05-06,50
2014-05-07,20
2014-05-08,56
2014-05-09,32
2014-05-10,0
2014-05-11,0
2014-05-12,25
2014-05-13,20
2014-05-14,21
2014-05-15,36
2014-05-16,26
2014-05-17,12
2014-05-18,12
2014-05-19,15
2014-05-20,15
2014-05-21,17
2014-05-22,11
2014-05-23,12
2014-05-24,14
2014-05-25,0
2014-05-26,11
2014-05-27,11
2014-05-28,11
2014-05-29,29
2014-05-30,29
2014-05-31,14
2014-06-01,14
2014-06-02,22
2014-06-03,33
2014-06-04,11
2014-06-05,28
2014-06-06,24
2014-06-07,14
2014-06-08,14
2014-06-09,28
2014-06-10,34
2014-06-11,11
2014-06-12,0
2014-06-13,18
2014-06-14,0
2014-06-15,14
2014-06-16,28
2014-06-17,39
2014-06-18,34
2014-06-19,17
2014-06-20,36
2014-06-21,14
2014-06-22,0
2014-06-23,17
2014-06-24,23
2014-06-25,17
2014-06-26,35
2014-06-27,12
2014-06-28,14
2014-06-29,0
2014-06-30,11
2014-07-01,46
2014-07-02,17
2014-07-03,47
2014-07-04,12
2014-07-05,57
2014-07-06,0
2014-07-07,11
2014-07-08,22
2014-07-09,17
2014-07-10,17
2014-07-11,18
2014-07-12,14
2014-07-13,27
2014-07-14,23
2014-07-15,0
2014-07-16,23
2014-07-17,41
2014-07-18,18
2014-07-19,0
2014-07-20,14
2014-07-21,11
2014-07-22,23
2014-07-23,100
2014-07-24,46
2014-07-25,43
2014-07-26,0
2014-07-27,0
2014-07-28,23
2014-07-29,46
2014-07-30,35
2014-07-31,58
2014-08-01,12
2014-08-02,14
2014-08-03,0
2014-08-04,17
2014-08-05,23
2014-08-06,11
2014-08-07,41
2014-08-08,49
2014-08-09,14
2014-08-10,14
2014-08-11,23
2014-08-12,11
2014-08-13,17
2014-08-14,17
2014-08-15,25
2014-08-16,28
2014-08-17,20
2014-08-18,28
2014-08-19,17
2014-08-20,17
2014-08-21,23
2014-08-22,12
2014-08-23,13
2014-08-24,20
2014-08-25,11
2014-08-26,22
2014-08-27,11
2014-08-28,28
2014-08-29,12
2014-08-30,13
2014-08-31,0
2014-09-01,11
2014-09-02,16
2014-09-03,16
2014-09-04,33
2014-09-05,23
2014-09-06,13
2014-09-07,0
2014-09-08,11
2014-09-09,21
2014-09-10,0
2014-09-11,16
2014-09-12,0
2014-09-13,13
2014-09-14,0
2014-09-15,21
2014-09-16,11
2014-09-17,16
2014-09-18,16
2014-09-19,11
2014-09-20,0
2014-09-21,12
2014-09-22,32
2014-09-23,21
2014-09-24,27
2014-09-25,16
2014-09-26,23
2014-09-27,0
2014-09-28,13
2014-09-29,21
2014-09-30,16
2014-10-01,32
2014-10-02,22
2014-10-03,11
2014-10-04,13
2014-10-05,25
2014-10-06,16
2014-10-07,21
2014-10-08,11
2014-10-09,21
2014-10-10,11
2014-10-11,13
2014-10-12,0
2014-10-13,21
2014-10-14,21
2014-10-15,16
2014-10-16,16
2014-10-17,44
2014-10-18,13
2014-10-19,13
2014-10-20,21
2014-10-21,10
2014-10-22,26
2014-10-23,21
2014-10-24,22
2014-10-25,0
2014-10-26,0
2014-10-27,21
2014-10-28,31
2014-10-29,21
2014-10-30,27
2014-10-31,45
2014-11-01,13
2014-11-02,0
2014-11-03,26
2014-11-04,31
2014-11-05,15
2014-11-06,42
2014-11-07,16
2014-11-08,12
2014-11-09,0
2014-11-10,10
2014-11-11,31
2014-11-12,20
2014-11-13,26
2014-11-14,37
2014-11-15,0
2014-11-16,12
2014-11-17,20
2014-11-18,28
2014-11-19,11
2014-11-20,21
2014-11-21,49
2014-11-22,12
2014-11-23,0
2014-11-24,25
2014-11-25,15
2014-11-26,21
2014-11-27,16
2014-11-28,16
2014-11-29,12
2014-11-30,0
2014-12-01,15
