date,WDC stock
2016-09-11,4
2016-09-12,19
2016-09-13,18
2016-09-14,12
2016-09-15,22
2016-09-16,19
2016-09-17,7
2016-09-18,3
2016-09-19,18
2016-09-20,21
2016-09-21,9
2016-09-22,15
2016-09-23,16
2016-09-24,4
2016-09-25,0
2016-09-26,18
2016-09-27,27
2016-09-28,21
2016-09-29,12
2016-09-30,28
2016-10-01,14
2016-10-02,3
2016-10-03,15
2016-10-04,15
2016-10-05,21
2016-10-06,6
2016-10-07,9
2016-10-08,7
2016-10-09,0
2016-10-10,12
2016-10-11,27
2016-10-12,9
2016-10-13,18
2016-10-14,22
2016-10-15,10
2016-10-16,0
2016-10-17,18
2016-10-18,27
2016-10-19,9
2016-10-20,12
2016-10-21,22
2016-10-22,7
2016-10-23,0
2016-10-24,9
2016-10-25,27
2016-10-26,39
2016-10-27,63
2016-10-28,28
2016-10-29,0
2016-10-30,0
2016-10-31,12
2016-11-01,22
2016-11-02,18
2016-11-03,17
2016-11-04,12
2016-11-05,3
2016-11-06,3
2016-11-07,17
2016-11-08,23
2016-11-09,21
2016-11-10,24
2016-11-11,6
2016-11-12,7
2016-11-13,0
2016-11-14,18
2016-11-15,9
2016-11-16,15
2016-11-17,12
2016-11-18,24
2016-11-19,10
2016-11-20,3
2016-11-21,14
2016-11-22,15
2016-11-23,15
2016-11-24,9
2016-11-25,0
2016-11-26,3
2016-11-27,0
2016-11-28,17
2016-11-29,20
2016-11-30,20
2016-12-01,34
2016-12-02,42
2016-12-03,6
2016-12-04,3
2016-12-05,18
2016-12-06,19
2016-12-07,46
2016-12-08,40
2016-12-09,12
2016-12-10,10
2016-12-11,0
2016-12-12,17
2016-12-13,11
2016-12-14,26
2016-12-15,23
2016-12-16,21
2016-12-17,10
2016-12-18,7
2016-12-19,18
2016-12-20,30
2016-12-21,55
2016-12-22,22
2016-12-23,22
2016-12-24,4
2016-12-25,7
2016-12-26,3
2016-12-27,9
2016-12-28,6
2016-12-29,25
2016-12-30,19
2016-12-31,3
2017-01-01,0
2017-01-02,9
2017-01-03,14
2017-01-04,23
2017-01-05,20
2017-01-06,36
2017-01-07,3
2017-01-08,3
2017-01-09,34
2017-01-10,22
2017-01-11,25
2017-01-12,14
2017-01-13,17
2017-01-14,3
2017-01-15,3
2017-01-16,14
2017-01-17,11
2017-01-18,33
2017-01-19,14
2017-01-20,29
2017-01-21,16
2017-01-22,6
2017-01-23,16
2017-01-24,25
2017-01-25,100
2017-01-26,54
2017-01-27,43
2017-01-28,16
2017-01-29,9
2017-01-30,30
2017-01-31,33
2017-02-01,43
2017-02-02,45
2017-02-03,31
2017-02-04,3
2017-02-05,3
2017-02-06,16
2017-02-07,27
2017-02-08,16
2017-02-09,11
2017-02-10,20
2017-02-11,9
2017-02-12,0
2017-02-13,19
2017-02-14,24
2017-02-15,33
2017-02-16,27
2017-02-17,27
2017-02-18,9
2017-02-19,0
2017-02-20,8
2017-02-21,27
2017-02-22,30
2017-02-23,22
2017-02-24,31
2017-02-25,3
2017-02-26,0
2017-02-27,13
2017-02-28,29
2017-03-01,10
2017-03-02,26
2017-03-03,36
2017-03-04,6
2017-03-05,0
2017-03-06,18
2017-03-07,5
2017-03-08,8
2017-03-09,21
2017-03-10,8
2017-03-11,0
2017-03-12,6
2017-03-13,15
2017-03-14,13
2017-03-15,24
2017-03-16,11
2017-03-17,31
2017-03-18,3
2017-03-19,3
2017-03-20,11
2017-03-21,24
2017-03-22,30
2017-03-23,25
2017-03-24,42
2017-03-25,3
2017-03-26,6
2017-03-27,19
2017-03-28,11
2017-03-29,27
2017-03-30,30
2017-03-31,58
2017-04-01,9
2017-04-02,10
2017-04-03,21
2017-04-04,27
2017-04-05,16
2017-04-06,16
2017-04-07,28
2017-04-08,13
2017-04-09,6
2017-04-10,22
2017-04-11,33
2017-04-12,28
2017-04-13,20
2017-04-14,15
2017-04-15,6
2017-04-16,3
2017-04-17,34
2017-04-18,13
2017-04-19,24
2017-04-20,14
2017-04-21,29
2017-04-22,9
2017-04-23,0
2017-04-24,25
2017-04-25,54
2017-04-26,37
2017-04-27,68
2017-04-28,74
2017-04-29,13
2017-04-30,10
2017-05-01,38
2017-05-02,13
2017-05-03,49
2017-05-04,27
2017-05-05,34
2017-05-06,25
2017-05-07,0
2017-05-08,30
2017-05-09,43
2017-05-10,30
2017-05-11,36
2017-05-12,23
2017-05-13,10
2017-05-14,3
2017-05-15,26
2017-05-16,32
2017-05-17,44
2017-05-18,37
2017-05-19,33
2017-05-20,7
2017-05-21,3
2017-05-22,9
2017-05-23,23
2017-05-24,38
2017-05-25,45
2017-05-26,28
2017-05-27,7
2017-05-28,3
2017-05-29,9
