date,WDC stock
2012-10-12,0
2012-10-13,0
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,0
2012-10-18,26
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,0
2012-10-23,25
2012-10-24,0
2012-10-25,26
2012-10-26,0
2012-10-27,0
2012-10-28,0
2012-10-29,0
2012-10-30,0
2012-10-31,26
2012-11-01,0
2012-11-02,0
2012-11-03,0
2012-11-04,0
2012-11-05,25
2012-11-06,0
2012-11-07,25
2012-11-08,26
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,0
2012-11-14,26
2012-11-15,0
2012-11-16,26
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,0
2012-11-21,0
2012-11-22,0
2012-11-23,27
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,75
2012-11-28,75
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,0
2012-12-03,50
2012-12-04,0
2012-12-05,0
2012-12-06,26
2012-12-07,53
2012-12-08,0
2012-12-09,0
2012-12-10,25
2012-12-11,25
2012-12-12,51
2012-12-13,0
2012-12-14,26
2012-12-15,30
2012-12-16,0
2012-12-17,0
2012-12-18,26
2012-12-19,52
2012-12-20,52
2012-12-21,27
2012-12-22,31
2012-12-23,64
2012-12-24,31
2012-12-25,34
2012-12-26,28
2012-12-27,27
2012-12-28,0
2012-12-29,31
2012-12-30,31
2012-12-31,31
2013-01-01,0
2013-01-02,0
2013-01-03,51
2013-01-04,26
2013-01-05,0
2013-01-06,0
2013-01-07,25
2013-01-08,0
2013-01-09,49
2013-01-10,0
2013-01-11,0
2013-01-12,0
2013-01-13,0
2013-01-14,48
2013-01-15,24
2013-01-16,0
2013-01-17,0
2013-01-18,25
2013-01-19,28
2013-01-20,0
2013-01-21,0
2013-01-22,47
2013-01-23,71
2013-01-24,49
2013-01-25,100
2013-01-26,28
2013-01-27,0
2013-01-28,23
2013-01-29,23
2013-01-30,46
2013-01-31,24
2013-02-01,0
2013-02-02,0
2013-02-03,0
2013-02-04,24
2013-02-05,24
2013-02-06,24
2013-02-07,48
2013-02-08,0
2013-02-09,29
2013-02-10,0
2013-02-11,0
2013-02-12,24
2013-02-13,0
2013-02-14,24
2013-02-15,0
2013-02-16,0
2013-02-17,0
2013-02-18,24
2013-02-19,0
2013-02-20,0
2013-02-21,0
2013-02-22,0
2013-02-23,0
2013-02-24,0
2013-02-25,46
2013-02-26,46
2013-02-27,0
2013-02-28,0
2013-03-01,24
2013-03-02,27
2013-03-03,28
2013-03-04,0
2013-03-05,0
2013-03-06,69
2013-03-07,71
2013-03-08,0
2013-03-09,0
2013-03-10,0
2013-03-11,23
2013-03-12,0
2013-03-13,0
2013-03-14,47
2013-03-15,0
2013-03-16,0
2013-03-17,0
2013-03-18,45
2013-03-19,0
2013-03-20,0
2013-03-21,0
2013-03-22,24
2013-03-23,0
2013-03-24,0
2013-03-25,23
2013-03-26,0
2013-03-27,24
2013-03-28,0
2013-03-29,0
2013-03-30,0
2013-03-31,29
2013-04-01,24
2013-04-02,0
2013-04-03,46
2013-04-04,0
2013-04-05,0
2013-04-06,0
2013-04-07,0
2013-04-08,0
2013-04-09,22
2013-04-10,45
2013-04-11,23
2013-04-12,48
2013-04-13,28
2013-04-14,0
2013-04-15,23
2013-04-16,0
2013-04-17,23
2013-04-18,23
2013-04-19,0
2013-04-20,0
2013-04-21,0
2013-04-22,23
2013-04-23,0
2013-04-24,0
2013-04-25,71
2013-04-26,0
2013-04-27,0
2013-04-28,0
2013-04-29,23
2013-04-30,23
2013-05-01,25
2013-05-02,0
2013-05-03,49
2013-05-04,0
2013-05-05,28
2013-05-06,23
2013-05-07,0
2013-05-08,94
2013-05-09,24
2013-05-10,24
2013-05-11,0
2013-05-12,0
2013-05-13,0
2013-05-14,45
2013-05-15,45
2013-05-16,23
2013-05-17,0
2013-05-18,27
2013-05-19,27
2013-05-20,0
2013-05-21,22
2013-05-22,0
2013-05-23,23
2013-05-24,48
2013-05-25,0
2013-05-26,0
2013-05-27,23
2013-05-28,22
2013-05-29,23
2013-05-30,70
2013-05-31,24
2013-06-01,0
2013-06-02,0
2013-06-03,22
2013-06-04,45
2013-06-05,67
2013-06-06,23
2013-06-07,95
2013-06-08,0
2013-06-09,0
2013-06-10,45
2013-06-11,45
2013-06-12,0
2013-06-13,91
2013-06-14,0
2013-06-15,56
2013-06-16,0
2013-06-17,45
2013-06-18,0
2013-06-19,0
2013-06-20,46
2013-06-21,49
2013-06-22,28
2013-06-23,0
2013-06-24,68
2013-06-25,46
2013-06-26,46
2013-06-27,70
2013-06-28,48
2013-06-29,0
