date,WDC stock
2015-08-18,22
2015-08-19,18
2015-08-20,22
2015-08-21,32
2015-08-22,11
2015-08-23,0
2015-08-24,35
2015-08-25,30
2015-08-26,31
2015-08-27,18
2015-08-28,32
2015-08-29,21
2015-08-30,10
2015-08-31,35
2015-09-01,21
2015-09-02,17
2015-09-03,22
2015-09-04,18
2015-09-05,21
2015-09-06,0
2015-09-07,14
2015-09-08,17
2015-09-09,17
2015-09-10,35
2015-09-11,18
2015-09-12,10
2015-09-13,20
2015-09-14,25
2015-09-15,26
2015-09-16,26
2015-09-17,13
2015-09-18,22
2015-09-19,10
2015-09-20,10
2015-09-21,13
2015-09-22,30
2015-09-23,30
2015-09-24,31
2015-09-25,23
2015-09-26,10
2015-09-27,10
2015-09-28,17
2015-09-29,34
2015-09-30,76
2015-10-01,30
2015-10-02,44
2015-10-03,20
2015-10-04,20
2015-10-05,21
2015-10-06,17
2015-10-07,13
2015-10-08,25
2015-10-09,35
2015-10-10,20
2015-10-11,0
2015-10-12,17
2015-10-13,17
2015-10-14,25
2015-10-15,34
2015-10-16,39
2015-10-17,0
2015-10-18,10
2015-10-19,62
2015-10-20,29
2015-10-21,100
2015-10-22,55
2015-10-23,57
2015-10-24,15
2015-10-25,10
2015-10-26,21
2015-10-27,33
2015-10-28,45
2015-10-29,30
2015-10-30,40
2015-10-31,20
2015-11-01,10
2015-11-02,38
2015-11-03,29
2015-11-04,21
2015-11-05,33
2015-11-06,35
2015-11-07,10
2015-11-08,10
2015-11-09,21
2015-11-10,25
2015-11-11,30
2015-11-12,26
2015-11-13,35
2015-11-14,10
2015-11-15,0
2015-11-16,21
2015-11-17,16
2015-11-18,29
2015-11-19,33
2015-11-20,30
2015-11-21,24
2015-11-22,29
2015-11-23,8
2015-11-24,21
2015-11-25,25
2015-11-26,13
2015-11-27,26
2015-11-28,0
2015-11-29,19
2015-11-30,12
2015-12-01,16
2015-12-02,29
2015-12-03,21
2015-12-04,35
2015-12-05,10
2015-12-06,10
2015-12-07,21
2015-12-08,34
2015-12-09,12
2015-12-10,55
2015-12-11,22
2015-12-12,15
2015-12-13,10
2015-12-14,25
2015-12-15,26
2015-12-16,52
2015-12-17,31
2015-12-18,19
2015-12-19,0
2015-12-20,0
2015-12-21,44
2015-12-22,9
2015-12-23,38
2015-12-24,11
2015-12-25,11
2015-12-26,10
2015-12-27,10
2015-12-28,18
2015-12-29,18
2015-12-30,23
2015-12-31,15
2016-01-01,11
2016-01-02,0
2016-01-03,0
2016-01-04,13
2016-01-05,14
2016-01-06,18
2016-01-07,32
2016-01-08,28
2016-01-09,10
2016-01-10,29
2016-01-11,26
2016-01-12,30
2016-01-13,18
2016-01-14,39
2016-01-15,32
2016-01-16,20
2016-01-17,10
2016-01-18,9
2016-01-19,26
2016-01-20,22
2016-01-21,41
2016-01-22,14
2016-01-23,10
2016-01-24,0
2016-01-25,22
2016-01-26,39
2016-01-27,40
2016-01-28,40
2016-01-29,50
2016-01-30,0
2016-01-31,0
2016-02-01,26
2016-02-02,26
2016-02-03,26
2016-02-04,22
2016-02-05,18
2016-02-06,10
2016-02-07,0
2016-02-08,36
2016-02-09,27
2016-02-10,35
2016-02-11,18
2016-02-12,41
2016-02-13,40
2016-02-14,10
2016-02-15,18
2016-02-16,17
2016-02-17,22
2016-02-18,22
2016-02-19,31
2016-02-20,15
2016-02-21,10
2016-02-22,30
2016-02-23,38
2016-02-24,39
2016-02-25,13
2016-02-26,23
2016-02-27,10
2016-02-28,15
2016-02-29,13
2016-03-01,30
2016-03-02,34
2016-03-03,43
2016-03-04,40
2016-03-05,10
2016-03-06,0
2016-03-07,13
2016-03-08,38
2016-03-09,26
2016-03-10,26
2016-03-11,36
2016-03-12,15
2016-03-13,19
2016-03-14,39
2016-03-15,56
2016-03-16,17
2016-03-17,49
2016-03-18,18
2016-03-19,15
2016-03-20,10
2016-03-21,26
2016-03-22,57
2016-03-23,40
2016-03-24,60
2016-03-25,34
2016-03-26,10
2016-03-27,0
2016-03-28,41
2016-03-29,52
2016-03-30,48
2016-03-31,40
2016-04-01,46
2016-04-02,10
2016-04-03,0
2016-04-04,34
2016-04-05,48
2016-04-06,34
2016-04-07,57
2016-04-08,36
2016-04-09,25
2016-04-10,10
2016-04-11,39
2016-04-12,35
2016-04-13,40
2016-04-14,58
2016-04-15,50
2016-04-16,10
2016-04-17,10
2016-04-18,65
2016-04-19,47
2016-04-20,26
2016-04-21,18
2016-04-22,37
2016-04-23,20
2016-04-24,10
2016-04-25,21
2016-04-26,30
2016-04-27,48
2016-04-28,58
2016-04-29,60
2016-04-30,21
2016-05-01,10
2016-05-02,22
2016-05-03,35
2016-05-04,18
