date,WDC stock
2013-06-29,51
2013-06-30,0
2013-07-01,42
2013-07-02,21
2013-07-03,0
2013-07-04,22
2013-07-05,23
2013-07-06,0
2013-07-07,0
2013-07-08,84
2013-07-09,85
2013-07-10,42
2013-07-11,42
2013-07-12,45
2013-07-13,0
2013-07-14,26
2013-07-15,42
2013-07-16,21
2013-07-17,65
2013-07-18,43
2013-07-19,44
2013-07-20,0
2013-07-21,78
2013-07-22,0
2013-07-23,41
2013-07-24,42
2013-07-25,87
2013-07-26,66
2013-07-27,26
2013-07-28,0
2013-07-29,21
2013-07-30,0
2013-07-31,21
2013-08-01,22
2013-08-02,22
2013-08-03,0
2013-08-04,26
2013-08-05,42
2013-08-06,21
2013-08-07,43
2013-08-08,65
2013-08-09,0
2013-08-10,0
2013-08-11,26
2013-08-12,0
2013-08-13,21
2013-08-14,0
2013-08-15,0
2013-08-16,0
2013-08-17,0
2013-08-18,0
2013-08-19,42
2013-08-20,42
2013-08-21,62
2013-08-22,0
2013-08-23,22
2013-08-24,0
2013-08-25,0
2013-08-26,0
2013-08-27,20
2013-08-28,61
2013-08-29,21
2013-08-30,21
2013-08-31,25
2013-09-01,0
2013-09-02,0
2013-09-03,20
2013-09-04,20
2013-09-05,20
2013-09-06,21
2013-09-07,24
2013-09-08,0
2013-09-09,40
2013-09-10,19
2013-09-11,39
2013-09-12,60
2013-09-13,0
2013-09-14,0
2013-09-15,0
2013-09-16,0
2013-09-17,0
2013-09-18,20
2013-09-19,20
2013-09-20,0
2013-09-21,0
2013-09-22,0
2013-09-23,0
2013-09-24,0
2013-09-25,40
2013-09-26,20
2013-09-27,42
2013-09-28,0
2013-09-29,0
2013-09-30,39
2013-10-01,19
2013-10-02,20
2013-10-03,0
2013-10-04,21
2013-10-05,0
2013-10-06,0
2013-10-07,39
2013-10-08,19
2013-10-09,20
2013-10-10,40
2013-10-11,21
2013-10-12,0
2013-10-13,0
2013-10-14,0
2013-10-15,20
2013-10-16,20
2013-10-17,20
2013-10-18,82
2013-10-19,0
2013-10-20,23
2013-10-21,19
2013-10-22,19
2013-10-23,39
2013-10-24,39
2013-10-25,81
2013-10-26,0
2013-10-27,0
2013-10-28,58
2013-10-29,38
2013-10-30,19
2013-10-31,0
2013-11-01,43
2013-11-02,24
2013-11-03,0
2013-11-04,19
2013-11-05,38
2013-11-06,0
2013-11-07,78
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,57
2013-11-13,58
2013-11-14,39
2013-11-15,41
2013-11-16,0
2013-11-17,0
2013-11-18,77
2013-11-19,19
2013-11-20,0
2013-11-21,39
2013-11-22,20
2013-11-23,22
2013-11-24,0
2013-11-25,38
2013-11-26,19
2013-11-27,19
2013-11-28,20
2013-11-29,21
2013-11-30,0
2013-12-01,0
2013-12-02,0
2013-12-03,56
2013-12-04,38
2013-12-05,19
2013-12-06,20
2013-12-07,0
2013-12-08,0
2013-12-09,19
2013-12-10,57
2013-12-11,38
2013-12-12,39
2013-12-13,62
2013-12-14,46
2013-12-15,0
2013-12-16,0
2013-12-17,39
2013-12-18,59
2013-12-19,40
2013-12-20,64
2013-12-21,24
2013-12-22,24
2013-12-23,42
2013-12-24,24
2013-12-25,0
2013-12-26,66
2013-12-27,64
2013-12-28,47
2013-12-29,23
2013-12-30,21
2013-12-31,23
2014-01-01,25
2014-01-02,20
2014-01-03,100
2014-01-04,44
2014-01-05,22
2014-01-06,0
2014-01-07,38
2014-01-08,93
2014-01-09,38
2014-01-10,39
2014-01-11,65
2014-01-12,0
2014-01-13,37
2014-01-14,18
2014-01-15,37
2014-01-16,19
2014-01-17,39
2014-01-18,0
2014-01-19,0
2014-01-20,18
2014-01-21,36
2014-01-22,37
2014-01-23,73
2014-01-24,19
2014-01-25,43
2014-01-26,0
2014-01-27,54
2014-01-28,0
2014-01-29,18
2014-01-30,38
2014-01-31,96
2014-02-01,43
2014-02-02,0
2014-02-03,18
2014-02-04,18
2014-02-05,55
2014-02-06,0
2014-02-07,41
2014-02-08,0
2014-02-09,42
2014-02-10,54
2014-02-11,54
2014-02-12,55
2014-02-13,18
2014-02-14,38
2014-02-15,0
2014-02-16,0
2014-02-17,0
2014-02-18,0
2014-02-19,55
2014-02-20,37
2014-02-21,38
2014-02-22,0
2014-02-23,0
2014-02-24,36
2014-02-25,73
2014-02-26,18
2014-02-27,0
2014-02-28,19
2014-03-01,22
2014-03-02,0
2014-03-03,37
2014-03-04,18
2014-03-05,19
2014-03-06,0
2014-03-07,38
2014-03-08,44
2014-03-09,0
2014-03-10,0
2014-03-11,54
2014-03-12,37
2014-03-13,0
2014-03-14,0
2014-03-15,0
2014-03-16,0
