date,WDC stock
2017-05-29,13
2017-05-30,6
2017-05-31,46
2017-06-01,36
2017-06-02,40
2017-06-03,18
2017-06-04,15
2017-06-05,28
2017-06-06,19
2017-06-07,34
2017-06-08,43
2017-06-09,26
2017-06-10,11
2017-06-11,11
2017-06-12,65
2017-06-13,64
2017-06-14,47
2017-06-15,29
2017-06-16,36
2017-06-17,4
2017-06-18,15
2017-06-19,40
2017-06-20,42
2017-06-21,21
2017-06-22,45
2017-06-23,44
2017-06-24,11
2017-06-25,7
2017-06-26,45
2017-06-27,58
2017-06-28,62
2017-06-29,36
2017-06-30,47
2017-07-01,19
2017-07-02,15
2017-07-03,20
2017-07-04,20
2017-07-05,50
2017-07-06,16
2017-07-07,64
2017-07-08,22
2017-07-09,11
2017-07-10,51
2017-07-11,47
2017-07-12,48
2017-07-13,65
2017-07-14,57
2017-07-15,11
2017-07-16,0
2017-07-17,32
2017-07-18,32
2017-07-19,28
2017-07-20,35
2017-07-21,43
2017-07-22,15
2017-07-23,15
2017-07-24,35
2017-07-25,41
2017-07-26,31
2017-07-27,63
2017-07-28,85
2017-07-29,15
2017-07-30,7
2017-07-31,47
2017-08-01,21
2017-08-02,47
2017-08-03,25
2017-08-04,65
2017-08-05,15
2017-08-06,7
2017-08-07,48
2017-08-08,50
2017-08-09,39
2017-08-10,38
2017-08-11,35
2017-08-12,7
2017-08-13,14
2017-08-14,54
2017-08-15,48
2017-08-16,31
2017-08-17,47
2017-08-18,25
2017-08-19,7
2017-08-20,18
2017-08-21,27
2017-08-22,24
2017-08-23,61
2017-08-24,41
2017-08-25,39
2017-08-26,14
2017-08-27,3
2017-08-28,21
2017-08-29,60
2017-08-30,24
2017-08-31,46
2017-09-01,55
2017-09-02,18
2017-09-03,4
2017-09-04,3
2017-09-05,39
2017-09-06,53
2017-09-07,34
2017-09-08,28
2017-09-09,14
2017-09-10,7
2017-09-11,36
2017-09-12,87
2017-09-13,30
2017-09-14,43
2017-09-15,34
2017-09-16,7
2017-09-17,7
2017-09-18,27
2017-09-19,39
2017-09-20,39
2017-09-21,64
2017-09-22,44
2017-09-23,10
2017-09-24,7
2017-09-25,21
2017-09-26,30
2017-09-27,48
2017-09-28,55
2017-09-29,32
2017-09-30,0
2017-10-01,7
2017-10-02,24
2017-10-03,54
2017-10-04,24
2017-10-05,36
2017-10-06,25
2017-10-07,14
2017-10-08,7
2017-10-09,27
2017-10-10,44
2017-10-11,15
2017-10-12,9
2017-10-13,46
2017-10-14,28
2017-10-15,3
2017-10-16,45
2017-10-17,21
2017-10-18,27
2017-10-19,18
2017-10-20,41
2017-10-21,3
2017-10-22,20
2017-10-23,41
2017-10-24,29
2017-10-25,41
2017-10-26,64
2017-10-27,43
2017-10-28,10
2017-10-29,10
2017-10-30,30
2017-10-31,48
2017-11-01,45
2017-11-02,33
2017-11-03,42
2017-11-04,7
2017-11-05,7
2017-11-06,52
2017-11-07,11
2017-11-08,23
2017-11-09,29
2017-11-10,24
2017-11-11,13
2017-11-12,13
2017-11-13,29
2017-11-14,26
2017-11-15,55
2017-11-16,29
2017-11-17,18
2017-11-18,7
2017-11-19,3
2017-11-20,9
2017-11-21,43
2017-11-22,32
2017-11-23,6
2017-11-24,21
2017-11-25,3
2017-11-26,7
2017-11-27,43
2017-11-28,57
2017-11-29,61
2017-11-30,71
2017-12-01,58
2017-12-02,7
2017-12-03,3
2017-12-04,26
2017-12-05,40
2017-12-06,55
2017-12-07,23
2017-12-08,58
2017-12-09,20
2017-12-10,13
2017-12-11,34
2017-12-12,40
2017-12-13,57
2017-12-14,53
2017-12-15,28
2017-12-16,27
2017-12-17,0
2017-12-18,23
2017-12-19,66
2017-12-20,70
2017-12-21,22
2017-12-22,20
2017-12-23,18
2017-12-24,4
2017-12-25,11
2017-12-26,20
2017-12-27,16
2017-12-28,41
2017-12-29,16
2017-12-30,3
2017-12-31,4
2018-01-01,14
2018-01-02,39
2018-01-03,49
2018-01-04,29
2018-01-05,15
2018-01-06,30
2018-01-07,3
2018-01-08,43
2018-01-09,31
2018-01-10,31
2018-01-11,34
2018-01-12,21
2018-01-13,26
2018-01-14,10
2018-01-15,3
2018-01-16,45
2018-01-17,33
2018-01-18,28
2018-01-19,18
2018-01-20,3
2018-01-21,6
2018-01-22,28
2018-01-23,53
2018-01-24,31
2018-01-25,62
2018-01-26,100
2018-01-27,10
2018-01-28,6
2018-01-29,22
2018-01-30,53
2018-01-31,48
2018-02-01,56
2018-02-02,23
2018-02-03,6
2018-02-04,9
2018-02-05,42
2018-02-06,25
2018-02-07,25
2018-02-08,48
2018-02-09,41
2018-02-10,6
2018-02-11,3
2018-02-12,43
2018-02-13,37
