date,WDC stock
2018-02-13,50
2018-02-14,35
2018-02-15,58
2018-02-16,56
2018-02-17,18
2018-02-18,0
2018-02-19,15
2018-02-20,34
2018-02-21,38
2018-02-22,38
2018-02-23,47
2018-02-24,13
2018-02-25,4
2018-02-26,44
2018-02-27,45
2018-02-28,37
2018-03-01,44
2018-03-02,47
2018-03-03,4
2018-03-04,0
2018-03-05,37
2018-03-06,79
2018-03-07,98
2018-03-08,69
2018-03-09,100
2018-03-10,35
2018-03-11,9
2018-03-12,63
2018-03-13,71
2018-03-14,90
2018-03-15,91
2018-03-16,86
2018-03-17,13
2018-03-18,8
2018-03-19,26
2018-03-20,45
2018-03-21,60
2018-03-22,54
2018-03-23,63
2018-03-24,13
2018-03-25,9
2018-03-26,73
2018-03-27,73
2018-03-28,35
2018-03-29,41
2018-03-30,17
2018-03-31,4
2018-04-01,5
2018-04-02,32
2018-04-03,60
2018-04-04,53
2018-04-05,35
2018-04-06,48
2018-04-07,18
2018-04-08,0
2018-04-09,23
