date,WDC stock
2011-05-11,0
2011-05-12,0
2011-05-13,33
2011-05-14,0
2011-05-15,0
2011-05-16,0
2011-05-17,0
2011-05-18,0
2011-05-19,0
2011-05-20,0
2011-05-21,0
2011-05-22,0
2011-05-23,0
2011-05-24,0
2011-05-25,0
2011-05-26,0
2011-05-27,0
2011-05-28,0
2011-05-29,0
2011-05-30,0
2011-05-31,0
2011-06-01,0
2011-06-02,0
2011-06-03,0
2011-06-04,41
2011-06-05,0
2011-06-06,0
2011-06-07,0
2011-06-08,31
2011-06-09,0
2011-06-10,0
2011-06-11,0
2011-06-12,0
2011-06-13,0
2011-06-14,0
2011-06-15,0
2011-06-16,0
2011-06-17,33
2011-06-18,0
2011-06-19,0
2011-06-20,0
2011-06-21,0
2011-06-22,0
2011-06-23,0
2011-06-24,0
2011-06-25,0
2011-06-26,0
2011-06-27,0
2011-06-28,31
2011-06-29,31
2011-06-30,0
2011-07-01,0
2011-07-02,0
2011-07-03,0
2011-07-04,0
2011-07-05,0
2011-07-06,0
2011-07-07,0
2011-07-08,0
2011-07-09,0
2011-07-10,0
2011-07-11,0
2011-07-12,0
2011-07-13,0
2011-07-14,0
2011-07-15,0
2011-07-16,0
2011-07-17,0
2011-07-18,0
2011-07-19,0
2011-07-20,0
2011-07-21,0
2011-07-22,100
2011-07-23,39
2011-07-24,0
2011-07-25,0
2011-07-26,31
2011-07-27,0
2011-07-28,0
2011-07-29,33
2011-07-30,0
2011-07-31,0
2011-08-01,0
2011-08-02,0
2011-08-03,0
2011-08-04,63
2011-08-05,0
2011-08-06,0
2011-08-07,0
2011-08-08,0
2011-08-09,60
2011-08-10,0
2011-08-11,31
2011-08-12,0
2011-08-13,0
2011-08-14,0
2011-08-15,33
2011-08-16,31
2011-08-17,32
2011-08-18,0
2011-08-19,65
2011-08-20,0
2011-08-21,0
2011-08-22,0
2011-08-23,30
2011-08-24,0
2011-08-25,0
2011-08-26,32
2011-08-27,38
2011-08-28,0
2011-08-29,0
2011-08-30,0
2011-08-31,0
2011-09-01,0
2011-09-02,0
2011-09-03,0
2011-09-04,0
2011-09-05,0
2011-09-06,0
2011-09-07,29
2011-09-08,0
2011-09-09,30
2011-09-10,0
2011-09-11,0
2011-09-12,0
2011-09-13,0
2011-09-14,0
2011-09-15,0
2011-09-16,0
2011-09-17,0
2011-09-18,0
2011-09-19,0
2011-09-20,0
2011-09-21,0
2011-09-22,0
2011-09-23,0
2011-09-24,0
2011-09-25,0
2011-09-26,0
2011-09-27,28
2011-09-28,29
2011-09-29,0
2011-09-30,0
2011-10-01,0
2011-10-02,0
2011-10-03,0
2011-10-04,0
2011-10-05,0
2011-10-06,0
2011-10-07,0
2011-10-08,0
2011-10-09,0
2011-10-10,0
2011-10-11,0
2011-10-12,27
2011-10-13,0
2011-10-14,0
2011-10-15,0
2011-10-16,0
2011-10-17,83
2011-10-18,27
2011-10-19,56
2011-10-20,0
2011-10-21,0
2011-10-22,0
2011-10-23,0
2011-10-24,27
2011-10-25,27
2011-10-26,0
2011-10-27,0
2011-10-28,0
2011-10-29,0
2011-10-30,34
2011-10-31,0
2011-11-01,0
2011-11-02,28
2011-11-03,0
2011-11-04,0
2011-11-05,0
2011-11-06,0
2011-11-07,28
2011-11-08,28
2011-11-09,0
2011-11-10,0
2011-11-11,29
2011-11-12,0
2011-11-13,0
2011-11-14,27
2011-11-15,0
2011-11-16,0
2011-11-17,0
2011-11-18,0
2011-11-19,33
2011-11-20,0
2011-11-21,27
2011-11-22,27
2011-11-23,28
2011-11-24,29
2011-11-25,0
2011-11-26,0
2011-11-27,0
2011-11-28,0
2011-11-29,27
2011-11-30,0
2011-12-01,27
2011-12-02,29
2011-12-03,0
2011-12-04,0
2011-12-05,27
2011-12-06,54
2011-12-07,27
2011-12-08,0
2011-12-09,29
2011-12-10,0
2011-12-11,33
2011-12-12,27
2011-12-13,27
2011-12-14,0
2011-12-15,0
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,54
2011-12-20,0
2011-12-21,0
2011-12-22,0
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,0
2011-12-28,0
2011-12-29,0
2011-12-30,31
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,0
2012-01-18,0
2012-01-19,26
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,0
2012-01-24,76
2012-01-25,0
2012-01-26,26
