date,WDC stock
2013-11-06,0
2013-11-07,16
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,30
2013-11-13,31
2013-11-14,0
2013-11-15,32
2013-11-16,0
2013-11-17,0
2013-11-18,15
2013-11-19,0
2013-11-20,15
2013-11-21,46
2013-11-22,0
2013-11-23,0
2013-11-24,18
2013-11-25,30
2013-11-26,15
2013-11-27,0
2013-11-28,0
2013-11-29,16
2013-11-30,0
2013-12-01,0
2013-12-02,29
2013-12-03,15
2013-12-04,15
2013-12-05,30
2013-12-06,16
2013-12-07,18
2013-12-08,18
2013-12-09,15
2013-12-10,60
2013-12-11,30
2013-12-12,0
2013-12-13,16
2013-12-14,37
2013-12-15,0
2013-12-16,15
2013-12-17,16
2013-12-18,31
2013-12-19,48
2013-12-20,34
2013-12-21,19
2013-12-22,38
2013-12-23,34
2013-12-24,19
2013-12-25,0
2013-12-26,69
2013-12-27,17
2013-12-28,56
2013-12-29,0
2013-12-30,16
2013-12-31,37
2014-01-01,20
2014-01-02,47
2014-01-03,63
2014-01-04,0
2014-01-05,35
2014-01-06,0
2014-01-07,45
2014-01-08,89
2014-01-09,0
2014-01-10,15
2014-01-11,17
2014-01-12,17
2014-01-13,0
2014-01-14,0
2014-01-15,0
2014-01-16,30
2014-01-17,31
2014-01-18,0
2014-01-19,0
2014-01-20,29
2014-01-21,15
2014-01-22,44
2014-01-23,29
2014-01-24,30
2014-01-25,34
2014-01-26,0
2014-01-27,14
2014-01-28,14
2014-01-29,15
2014-01-30,45
2014-01-31,76
2014-02-01,51
2014-02-02,0
2014-02-03,14
2014-02-04,29
2014-02-05,15
2014-02-06,0
2014-02-07,16
2014-02-08,0
2014-02-09,0
2014-02-10,0
2014-02-11,28
2014-02-12,43
2014-02-13,15
2014-02-14,0
2014-02-15,0
2014-02-16,0
2014-02-17,29
2014-02-18,0
2014-02-19,58
2014-02-20,44
2014-02-21,45
2014-02-22,0
2014-02-23,0
2014-02-24,28
2014-02-25,29
2014-02-26,29
2014-02-27,29
2014-02-28,0
2014-03-01,17
2014-03-02,0
2014-03-03,0
2014-03-04,0
2014-03-05,29
2014-03-06,0
2014-03-07,30
2014-03-08,0
2014-03-09,0
2014-03-10,15
2014-03-11,57
2014-03-12,0
2014-03-13,0
2014-03-14,46
2014-03-15,0
2014-03-16,0
2014-03-17,14
2014-03-18,14
2014-03-19,14
2014-03-20,14
2014-03-21,0
2014-03-22,0
2014-03-23,0
2014-03-24,42
2014-03-25,0
2014-03-26,29
2014-03-27,29
2014-03-28,30
2014-03-29,0
2014-03-30,0
2014-03-31,0
2014-04-01,14
2014-04-02,14
2014-04-03,29
2014-04-04,15
2014-04-05,0
2014-04-06,0
2014-04-07,0
2014-04-08,28
2014-04-09,14
2014-04-10,29
2014-04-11,15
2014-04-12,17
2014-04-13,0
2014-04-14,0
2014-04-15,0
2014-04-16,29
2014-04-17,0
2014-04-18,34
2014-04-19,18
2014-04-20,0
2014-04-21,31
2014-04-22,43
2014-04-23,58
2014-04-24,15
2014-04-25,31
2014-04-26,0
2014-04-27,0
2014-04-28,100
2014-04-29,57
2014-04-30,15
2014-05-01,63
2014-05-02,62
2014-05-03,0
2014-05-04,0
2014-05-05,0
2014-05-06,14
2014-05-07,29
2014-05-08,0
2014-05-09,31
2014-05-10,17
2014-05-11,17
2014-05-12,0
2014-05-13,42
2014-05-14,0
2014-05-15,29
2014-05-16,30
2014-05-17,35
2014-05-18,17
2014-05-19,14
2014-05-20,43
2014-05-21,31
2014-05-22,48
2014-05-23,0
2014-05-24,39
2014-05-25,19
2014-05-26,0
2014-05-27,31
2014-05-28,16
2014-05-29,82
2014-05-30,0
2014-05-31,0
2014-06-01,0
2014-06-02,0
2014-06-03,31
2014-06-04,31
2014-06-05,48
2014-06-06,34
2014-06-07,20
2014-06-08,20
2014-06-09,16
2014-06-10,16
2014-06-11,63
2014-06-12,0
2014-06-13,82
2014-06-14,19
2014-06-15,0
2014-06-16,32
2014-06-17,32
2014-06-18,16
2014-06-19,0
2014-06-20,17
2014-06-21,20
2014-06-22,0
2014-06-23,16
2014-06-24,0
2014-06-25,0
2014-06-26,0
2014-06-27,0
2014-06-28,0
2014-06-29,20
2014-06-30,16
2014-07-01,48
2014-07-02,33
2014-07-03,33
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,16
2014-07-08,0
2014-07-09,16
2014-07-10,32
2014-07-11,0
2014-07-12,19
2014-07-13,0
2014-07-14,16
2014-07-15,16
2014-07-16,17
2014-07-17,66
2014-07-18,17
2014-07-19,40
2014-07-20,20
2014-07-21,32
2014-07-22,32
2014-07-23,33
2014-07-24,49
