date,WDC stock
2015-04-10,29
2015-04-11,0
2015-04-12,0
2015-04-13,18
2015-04-14,18
2015-04-15,9
2015-04-16,0
2015-04-17,56
2015-04-18,0
2015-04-19,0
2015-04-20,0
2015-04-21,27
2015-04-22,27
2015-04-23,9
2015-04-24,9
2015-04-25,0
2015-04-26,0
2015-04-27,9
2015-04-28,35
2015-04-29,18
2015-04-30,9
2015-05-01,10
2015-05-02,0
2015-05-03,0
2015-05-04,0
2015-05-05,36
2015-05-06,9
2015-05-07,18
2015-05-08,10
2015-05-09,11
2015-05-10,0
2015-05-11,27
2015-05-12,9
2015-05-13,9
2015-05-14,9
2015-05-15,9
2015-05-16,0
2015-05-17,0
2015-05-18,35
2015-05-19,9
2015-05-20,9
2015-05-21,18
2015-05-22,0
2015-05-23,0
2015-05-24,11
2015-05-25,9
2015-05-26,9
2015-05-27,0
2015-05-28,18
2015-05-29,56
2015-05-30,11
2015-05-31,0
2015-06-01,45
2015-06-02,44
2015-06-03,26
2015-06-04,28
2015-06-05,9
2015-06-06,0
2015-06-07,0
2015-06-08,17
2015-06-09,9
2015-06-10,27
2015-06-11,9
2015-06-12,9
2015-06-13,11
2015-06-14,11
2015-06-15,18
2015-06-16,9
2015-06-17,27
2015-06-18,9
2015-06-19,38
2015-06-20,11
2015-06-21,0
2015-06-22,18
2015-06-23,18
2015-06-24,45
2015-06-25,36
2015-06-26,9
2015-06-27,11
2015-06-28,11
2015-06-29,18
2015-06-30,36
2015-07-01,36
2015-07-02,9
2015-07-03,10
2015-07-04,11
2015-07-05,0
2015-07-06,63
2015-07-07,44
2015-07-08,27
2015-07-09,45
2015-07-10,19
2015-07-11,11
2015-07-12,11
2015-07-13,27
2015-07-14,18
2015-07-15,9
2015-07-16,28
2015-07-17,10
2015-07-18,0
2015-07-19,12
2015-07-20,28
2015-07-21,27
2015-07-22,9
2015-07-23,37
2015-07-24,37
2015-07-25,11
2015-07-26,11
2015-07-27,18
2015-07-28,9
2015-07-29,35
2015-07-30,72
2015-07-31,57
2015-08-01,11
2015-08-02,22
2015-08-03,54
2015-08-04,9
2015-08-05,18
2015-08-06,18
2015-08-07,10
2015-08-08,0
2015-08-09,11
2015-08-10,9
2015-08-11,9
2015-08-12,18
2015-08-13,9
2015-08-14,28
2015-08-15,11
2015-08-16,0
2015-08-17,27
2015-08-18,0
2015-08-19,18
2015-08-20,18
2015-08-21,27
2015-08-22,0
2015-08-23,0
2015-08-24,9
2015-08-25,26
2015-08-26,35
2015-08-27,27
2015-08-28,28
2015-08-29,21
2015-08-30,10
2015-08-31,52
2015-09-01,26
2015-09-02,17
2015-09-03,27
2015-09-04,18
2015-09-05,0
2015-09-06,10
2015-09-07,9
2015-09-08,26
2015-09-09,17
2015-09-10,69
2015-09-11,9
2015-09-12,10
2015-09-13,0
2015-09-14,0
2015-09-15,17
2015-09-16,17
2015-09-17,0
2015-09-18,0
2015-09-19,0
2015-09-20,0
2015-09-21,25
2015-09-22,25
2015-09-23,26
2015-09-24,17
2015-09-25,9
2015-09-26,0
2015-09-27,10
2015-09-28,8
2015-09-29,33
2015-09-30,93
2015-10-01,51
2015-10-02,53
2015-10-03,0
2015-10-04,10
2015-10-05,17
2015-10-06,33
2015-10-07,8
2015-10-08,0
2015-10-09,26
2015-10-10,0
2015-10-11,0
2015-10-12,17
2015-10-13,17
2015-10-14,25
2015-10-15,8
2015-10-16,43
2015-10-17,10
2015-10-18,19
2015-10-19,50
2015-10-20,49
2015-10-21,100
2015-10-22,25
2015-10-23,44
2015-10-24,29
2015-10-25,10
2015-10-26,41
2015-10-27,25
2015-10-28,41
2015-10-29,17
2015-10-30,71
2015-10-31,10
2015-11-01,0
2015-11-02,41
2015-11-03,33
2015-11-04,8
2015-11-05,25
2015-11-06,17
2015-11-07,0
2015-11-08,10
2015-11-09,0
2015-11-10,25
2015-11-11,26
2015-11-12,34
2015-11-13,17
2015-11-14,10
2015-11-15,10
2015-11-16,17
2015-11-17,0
2015-11-18,33
2015-11-19,17
2015-11-20,17
2015-11-21,29
2015-11-22,0
2015-11-23,16
2015-11-24,41
2015-11-25,25
2015-11-26,9
2015-11-27,18
2015-11-28,0
2015-11-29,0
2015-11-30,16
2015-12-01,8
2015-12-02,16
2015-12-03,25
2015-12-04,34
2015-12-05,29
2015-12-06,10
2015-12-07,33
2015-12-08,67
2015-12-09,25
2015-12-10,34
2015-12-11,17
2015-12-12,10
2015-12-13,0
2015-12-14,0
2015-12-15,34
2015-12-16,8
2015-12-17,18
2015-12-18,18
2015-12-19,10
2015-12-20,0
2015-12-21,9
2015-12-22,18
2015-12-23,37
2015-12-24,32
2015-12-25,11
2015-12-26,10
