date,WDC stock
2012-06-04,0
2012-06-05,28
2012-06-06,28
2012-06-07,0
2012-06-08,0
2012-06-09,0
2012-06-10,0
2012-06-11,28
2012-06-12,28
2012-06-13,0
2012-06-14,29
2012-06-15,30
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,28
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,28
2012-06-26,56
2012-06-27,29
2012-06-28,0
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,0
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,28
2012-07-11,0
2012-07-12,0
2012-07-13,0
2012-07-14,0
2012-07-15,36
2012-07-16,29
2012-07-17,0
2012-07-18,29
2012-07-19,0
2012-07-20,0
2012-07-21,0
2012-07-22,0
2012-07-23,29
2012-07-24,0
2012-07-25,29
2012-07-26,29
2012-07-27,62
2012-07-28,0
2012-07-29,0
2012-07-30,0
2012-07-31,0
2012-08-01,58
2012-08-02,0
2012-08-03,0
2012-08-04,0
2012-08-05,0
2012-08-06,0
2012-08-07,58
2012-08-08,0
2012-08-09,0
2012-08-10,0
2012-08-11,0
2012-08-12,36
2012-08-13,58
2012-08-14,0
2012-08-15,60
2012-08-16,30
2012-08-17,0
2012-08-18,37
2012-08-19,0
2012-08-20,30
2012-08-21,29
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,28
2012-08-29,0
2012-08-30,57
2012-08-31,0
2012-09-01,70
2012-09-02,0
2012-09-03,0
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,0
2012-09-08,0
2012-09-09,0
2012-09-10,27
2012-09-11,0
2012-09-12,55
2012-09-13,0
2012-09-14,58
2012-09-15,0
2012-09-16,34
2012-09-17,28
2012-09-18,0
2012-09-19,0
2012-09-20,0
2012-09-21,0
2012-09-22,0
2012-09-23,0
2012-09-24,0
2012-09-25,27
2012-09-26,0
2012-09-27,28
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,0
2012-10-03,0
2012-10-04,27
2012-10-05,0
2012-10-06,0
2012-10-07,0
2012-10-08,0
2012-10-09,26
2012-10-10,0
2012-10-11,0
2012-10-12,28
2012-10-13,0
2012-10-14,0
2012-10-15,0
2012-10-16,26
2012-10-17,27
2012-10-18,0
2012-10-19,28
2012-10-20,0
2012-10-21,0
2012-10-22,0
2012-10-23,26
2012-10-24,26
2012-10-25,27
2012-10-26,84
2012-10-27,0
2012-10-28,0
2012-10-29,51
2012-10-30,26
2012-10-31,0
2012-11-01,0
2012-11-02,28
2012-11-03,31
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,53
2012-11-09,28
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,26
2012-11-14,0
2012-11-15,0
2012-11-16,82
2012-11-17,0
2012-11-18,0
2012-11-19,26
2012-11-20,0
2012-11-21,0
2012-11-22,27
2012-11-23,0
2012-11-24,31
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,25
2012-11-30,0
2012-12-01,30
2012-12-02,60
2012-12-03,25
2012-12-04,25
2012-12-05,51
2012-12-06,26
2012-12-07,0
2012-12-08,0
2012-12-09,30
2012-12-10,0
2012-12-11,25
2012-12-12,25
2012-12-13,0
2012-12-14,0
2012-12-15,0
2012-12-16,0
2012-12-17,0
2012-12-18,0
2012-12-19,26
2012-12-20,79
2012-12-21,28
2012-12-22,0
2012-12-23,0
2012-12-24,0
2012-12-25,0
2012-12-26,0
2012-12-27,27
2012-12-28,0
2012-12-29,0
2012-12-30,0
2012-12-31,31
2013-01-01,0
2013-01-02,26
2013-01-03,25
2013-01-04,26
2013-01-05,0
2013-01-06,0
2013-01-07,25
2013-01-08,25
2013-01-09,0
2013-01-10,0
2013-01-11,51
2013-01-12,29
2013-01-13,0
2013-01-14,24
2013-01-15,24
2013-01-16,24
2013-01-17,0
2013-01-18,50
2013-01-19,0
2013-01-20,0
2013-01-21,0
2013-01-22,0
2013-01-23,0
2013-01-24,0
2013-01-25,100
2013-01-26,0
2013-01-27,0
2013-01-28,71
2013-01-29,0
2013-01-30,24
2013-01-31,0
2013-02-01,51
2013-02-02,29
2013-02-03,0
2013-02-04,0
2013-02-05,0
2013-02-06,72
2013-02-07,0
2013-02-08,75
2013-02-09,29
2013-02-10,0
2013-02-11,0
2013-02-12,25
2013-02-13,0
2013-02-14,0
2013-02-15,0
2013-02-16,0
2013-02-17,0
2013-02-18,24
2013-02-19,71
