date,WDC stock
2014-12-01,26
2014-12-02,13
2014-12-03,13
2014-12-04,13
2014-12-05,14
2014-12-06,16
2014-12-07,16
2014-12-08,0
2014-12-09,39
2014-12-10,40
2014-12-11,40
2014-12-12,28
2014-12-13,16
2014-12-14,16
2014-12-15,13
2014-12-16,67
2014-12-17,27
2014-12-18,0
2014-12-19,44
2014-12-20,16
2014-12-21,33
2014-12-22,28
2014-12-23,44
2014-12-24,66
2014-12-25,0
2014-12-26,31
2014-12-27,16
2014-12-28,16
2014-12-29,100
2014-12-30,29
2014-12-31,16
2015-01-01,17
2015-01-02,44
2015-01-03,0
2015-01-04,0
2015-01-05,13
2015-01-06,26
2015-01-07,39
2015-01-08,13
2015-01-09,53
2015-01-10,30
2015-01-11,0
2015-01-12,25
2015-01-13,75
2015-01-14,13
2015-01-15,0
2015-01-16,13
2015-01-17,0
2015-01-18,0
2015-01-19,13
2015-01-20,0
2015-01-21,38
2015-01-22,51
2015-01-23,13
2015-01-24,0
2015-01-25,0
2015-01-26,25
2015-01-27,62
2015-01-28,25
2015-01-29,38
2015-01-30,13
2015-01-31,0
2015-02-01,15
2015-02-02,62
2015-02-03,25
2015-02-04,0
2015-02-05,26
2015-02-06,26
2015-02-07,0
2015-02-08,0
2015-02-09,37
2015-02-10,12
2015-02-11,12
2015-02-12,13
2015-02-13,27
2015-02-14,0
2015-02-15,0
2015-02-16,26
2015-02-17,0
2015-02-18,25
2015-02-19,26
2015-02-20,26
2015-02-21,0
2015-02-22,0
2015-02-23,12
2015-02-24,12
2015-02-25,0
2015-02-26,13
2015-02-27,39
2015-02-28,29
2015-03-01,0
2015-03-02,25
2015-03-03,37
2015-03-04,12
2015-03-05,13
2015-03-06,13
2015-03-07,15
2015-03-08,0
2015-03-09,25
2015-03-10,25
2015-03-11,38
2015-03-12,13
2015-03-13,13
2015-03-14,0
2015-03-15,0
2015-03-16,13
2015-03-17,13
2015-03-18,37
2015-03-19,37
2015-03-20,13
2015-03-21,0
2015-03-22,0
2015-03-23,25
2015-03-24,0
2015-03-25,36
2015-03-26,44
2015-03-27,66
2015-03-28,16
2015-03-29,0
2015-03-30,25
2015-03-31,25
2015-04-01,13
2015-04-02,13
2015-04-03,0
2015-04-04,15
2015-04-05,0
2015-04-06,40
2015-04-07,0
2015-04-08,38
2015-04-09,25
2015-04-10,13
2015-04-11,15
2015-04-12,0
2015-04-13,25
2015-04-14,0
2015-04-15,0
2015-04-16,50
2015-04-17,0
2015-04-18,0
2015-04-19,15
2015-04-20,74
2015-04-21,25
2015-04-22,25
2015-04-23,25
2015-04-24,26
2015-04-25,0
2015-04-26,0
2015-04-27,25
2015-04-28,12
2015-04-29,62
2015-04-30,39
2015-05-01,42
2015-05-02,15
2015-05-03,0
2015-05-04,0
2015-05-05,49
2015-05-06,25
2015-05-07,51
2015-05-08,27
2015-05-09,15
2015-05-10,0
2015-05-11,25
2015-05-12,25
2015-05-13,13
2015-05-14,0
2015-05-15,13
2015-05-16,0
2015-05-17,15
2015-05-18,0
2015-05-19,24
2015-05-20,74
2015-05-21,13
2015-05-22,0
2015-05-23,15
2015-05-24,0
2015-05-25,13
2015-05-26,12
2015-05-27,0
2015-05-28,62
2015-05-29,52
2015-05-30,15
2015-05-31,15
2015-06-01,49
2015-06-02,25
2015-06-03,62
2015-06-04,26
2015-06-05,27
2015-06-06,15
2015-06-07,0
2015-06-08,12
2015-06-09,25
2015-06-10,25
2015-06-11,13
2015-06-12,13
2015-06-13,15
2015-06-14,0
2015-06-15,12
2015-06-16,12
2015-06-17,50
2015-06-18,25
2015-06-19,26
2015-06-20,15
2015-06-21,30
2015-06-22,62
2015-06-23,74
2015-06-24,13
2015-06-25,26
2015-06-26,52
2015-06-27,0
2015-06-28,30
2015-06-29,25
2015-06-30,50
2015-07-01,25
2015-07-02,0
2015-07-03,13
2015-07-04,15
2015-07-05,15
2015-07-06,12
2015-07-07,25
2015-07-08,50
2015-07-09,13
2015-07-10,0
2015-07-11,15
2015-07-12,15
2015-07-13,37
2015-07-14,25
2015-07-15,38
2015-07-16,39
2015-07-17,13
2015-07-18,32
2015-07-19,49
2015-07-20,13
2015-07-21,25
2015-07-22,0
2015-07-23,25
2015-07-24,40
2015-07-25,0
2015-07-26,0
2015-07-27,37
2015-07-28,25
2015-07-29,62
2015-07-30,25
2015-07-31,52
2015-08-01,30
2015-08-02,0
2015-08-03,50
2015-08-04,25
2015-08-05,50
2015-08-06,26
2015-08-07,13
2015-08-08,0
2015-08-09,15
2015-08-10,25
2015-08-11,25
2015-08-12,0
2015-08-13,13
2015-08-14,52
2015-08-15,0
2015-08-16,15
2015-08-17,12
2015-08-18,25
