date,WDC stock
2017-10-06,34
2017-10-07,13
2017-10-08,6
2017-10-09,19
2017-10-10,29
2017-10-11,33
2017-10-12,11
2017-10-13,29
2017-10-14,25
2017-10-15,3
2017-10-16,33
2017-10-17,19
2017-10-18,16
2017-10-19,11
2017-10-20,43
2017-10-21,6
2017-10-22,9
2017-10-23,29
2017-10-24,24
2017-10-25,38
2017-10-26,39
2017-10-27,60
2017-10-28,6
2017-10-29,3
2017-10-30,24
2017-10-31,30
2017-11-01,39
2017-11-02,31
2017-11-03,25
2017-11-04,3
2017-11-05,6
2017-11-06,40
2017-11-07,11
2017-11-08,21
2017-11-09,27
2017-11-10,14
2017-11-11,21
2017-11-12,12
2017-11-13,21
2017-11-14,37
2017-11-15,40
2017-11-16,35
2017-11-17,19
2017-11-18,9
2017-11-19,3
2017-11-20,26
2017-11-21,37
2017-11-22,24
2017-11-23,14
2017-11-24,8
2017-11-25,9
2017-11-26,3
2017-11-27,44
2017-11-28,50
2017-11-29,58
2017-11-30,41
2017-12-01,92
2017-12-02,6
2017-12-03,6
2017-12-04,29
2017-12-05,40
2017-12-06,32
2017-12-07,21
2017-12-08,54
2017-12-09,9
2017-12-10,9
2017-12-11,45
2017-12-12,42
2017-12-13,51
2017-12-14,46
2017-12-15,22
2017-12-16,22
2017-12-17,6
2017-12-18,29
2017-12-19,63
2017-12-20,47
2017-12-21,32
2017-12-22,39
2017-12-23,16
2017-12-24,7
2017-12-25,10
2017-12-26,21
2017-12-27,23
2017-12-28,43
2017-12-29,33
2017-12-30,9
2017-12-31,7
2018-01-01,13
2018-01-02,28
2018-01-03,43
2018-01-04,43
2018-01-05,30
2018-01-06,18
2018-01-07,3
2018-01-08,36
2018-01-09,34
2018-01-10,29
2018-01-11,29
2018-01-12,22
2018-01-13,21
2018-01-14,18
2018-01-15,5
2018-01-16,36
2018-01-17,36
2018-01-18,39
2018-01-19,35
2018-01-20,0
2018-01-21,6
2018-01-22,23
2018-01-23,38
2018-01-24,33
2018-01-25,57
2018-01-26,100
2018-01-27,15
2018-01-28,9
2018-01-29,20
2018-01-30,39
2018-01-31,46
2018-02-01,57
2018-02-02,29
2018-02-03,12
2018-02-04,3
2018-02-05,43
2018-02-06,39
2018-02-07,15
2018-02-08,34
2018-02-09,37
2018-02-10,9
2018-02-11,6
2018-02-12,34
2018-02-13,26
2018-02-14,16
2018-02-15,31
2018-02-16,30
2018-02-17,18
2018-02-18,3
2018-02-19,13
2018-02-20,40
2018-02-21,25
2018-02-22,23
2018-02-23,32
2018-02-24,15
2018-02-25,3
2018-02-26,25
2018-02-27,30
2018-02-28,15
2018-03-01,27
2018-03-02,42
2018-03-03,3
2018-03-04,3
2018-03-05,13
2018-03-06,48
2018-03-07,54
2018-03-08,46
2018-03-09,65
2018-03-10,29
2018-03-11,3
2018-03-12,45
2018-03-13,45
2018-03-14,56
2018-03-15,41
2018-03-16,61
2018-03-17,6
2018-03-18,20
2018-03-19,20
2018-03-20,59
2018-03-21,33
2018-03-22,62
2018-03-23,53
2018-03-24,15
2018-03-25,3
2018-03-26,46
2018-03-27,29
2018-03-28,18
2018-03-29,28
2018-03-30,18
2018-03-31,6
2018-04-01,0
2018-04-02,27
2018-04-03,21
2018-04-04,29
2018-04-05,21
2018-04-06,27
2018-04-07,9
2018-04-08,3
2018-04-09,10
