date,WDC stock
2010-08-24,34
2010-08-25,34
2010-08-26,0
2010-08-27,36
2010-08-28,0
2010-08-29,0
2010-08-30,50
2010-08-31,0
2010-09-01,34
2010-09-02,34
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,0
2010-09-11,0
2010-09-12,41
2010-09-13,0
2010-09-14,32
2010-09-15,0
2010-09-16,0
2010-09-17,0
2010-09-18,43
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,33
2010-09-23,33
2010-09-24,34
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,0
2010-09-30,32
2010-10-01,34
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,33
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,34
2010-10-16,40
2010-10-17,39
2010-10-18,31
2010-10-19,0
2010-10-20,47
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,31
2010-10-26,31
2010-10-27,0
2010-10-28,32
2010-10-29,33
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,31
2010-11-05,100
2010-11-06,39
2010-11-07,38
2010-11-08,45
2010-11-09,30
2010-11-10,31
2010-11-11,32
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0
2010-11-17,31
2010-11-18,0
2010-11-19,33
2010-11-20,39
2010-11-21,0
2010-11-22,90
2010-11-23,0
2010-11-24,62
2010-11-25,0
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,0
2010-11-30,30
2010-12-01,0
2010-12-02,0
2010-12-03,32
2010-12-04,0
2010-12-05,0
2010-12-06,61
2010-12-07,46
2010-12-08,0
2010-12-09,0
2010-12-10,65
2010-12-11,39
2010-12-12,0
2010-12-13,0
2010-12-14,0
2010-12-15,31
2010-12-16,32
2010-12-17,33
2010-12-18,0
2010-12-19,0
2010-12-20,31
2010-12-21,0
2010-12-22,33
2010-12-23,0
2010-12-24,42
2010-12-25,48
2010-12-26,0
2010-12-27,69
2010-12-28,0
2010-12-29,68
2010-12-30,0
2010-12-31,0
2011-01-01,0
2011-01-02,0
2011-01-03,32
2011-01-04,30
2011-01-05,30
2011-01-06,31
2011-01-07,0
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,0
2011-01-12,29
2011-01-13,0
2011-01-14,0
2011-01-15,36
2011-01-16,0
2011-01-17,0
2011-01-18,0
2011-01-19,29
2011-01-20,29
2011-01-21,30
2011-01-22,36
2011-01-23,0
2011-01-24,28
2011-01-25,29
2011-01-26,29
2011-01-27,0
2011-01-28,0
2011-01-29,0
2011-01-30,0
2011-01-31,0
2011-02-01,27
2011-02-02,28
2011-02-03,57
2011-02-04,29
2011-02-05,0
2011-02-06,0
2011-02-07,28
2011-02-08,28
2011-02-09,0
2011-02-10,0
2011-02-11,30
2011-02-12,0
2011-02-13,0
2011-02-14,0
2011-02-15,0
2011-02-16,0
2011-02-17,29
2011-02-18,0
2011-02-19,0
2011-02-20,0
2011-02-21,0
2011-02-22,28
2011-02-23,0
2011-02-24,29
2011-02-25,0
2011-02-26,0
2011-02-27,34
2011-02-28,27
2011-03-01,0
2011-03-02,28
2011-03-03,0
2011-03-04,0
2011-03-05,0
2011-03-06,0
2011-03-07,43
2011-03-08,29
2011-03-09,55
2011-03-10,0
2011-03-11,28
2011-03-12,0
2011-03-13,0
2011-03-14,0
2011-03-15,28
2011-03-16,28
2011-03-17,0
2011-03-18,0
2011-03-19,0
2011-03-20,0
2011-03-21,27
2011-03-22,28
2011-03-23,0
2011-03-24,0
2011-03-25,0
2011-03-26,34
2011-03-27,0
2011-03-28,82
2011-03-29,0
2011-03-30,0
2011-03-31,28
2011-04-01,29
2011-04-02,0
2011-04-03,0
2011-04-04,0
2011-04-05,28
2011-04-06,28
2011-04-07,0
2011-04-08,0
2011-04-09,0
2011-04-10,0
2011-04-11,27
2011-04-12,27
2011-04-13,0
2011-04-14,29
2011-04-15,29
2011-04-16,0
2011-04-17,36
2011-04-18,28
2011-04-19,28
2011-04-20,0
2011-04-21,0
2011-04-22,34
2011-04-23,0
2011-04-24,0
2011-04-25,62
2011-04-26,28
2011-04-27,28
2011-04-28,0
2011-04-29,0
2011-04-30,36
2011-05-01,0
2011-05-02,28
2011-05-03,27
2011-05-04,0
2011-05-05,28
2011-05-06,30
2011-05-07,0
2011-05-08,0
2011-05-09,0
2011-05-10,27
2011-05-11,0
