date,EA stock
2013-11-06,31
2013-11-07,19
2013-11-08,32
2013-11-09,22
2013-11-10,7
2013-11-11,6
2013-11-12,24
2013-11-13,19
2013-11-14,25
2013-11-15,39
2013-11-16,15
2013-11-17,7
2013-11-18,55
2013-11-19,67
2013-11-20,30
2013-11-21,31
2013-11-22,25
2013-11-23,14
2013-11-24,0
2013-11-25,6
2013-11-26,12
2013-11-27,31
2013-11-28,19
2013-11-29,20
2013-11-30,15
2013-12-01,7
2013-12-02,35
2013-12-03,48
2013-12-04,18
2013-12-05,18
2013-12-06,38
2013-12-07,37
2013-12-08,14
2013-12-09,30
2013-12-10,12
2013-12-11,43
2013-12-12,25
2013-12-13,32
2013-12-14,15
2013-12-15,7
2013-12-16,12
2013-12-17,31
2013-12-18,25
2013-12-19,51
2013-12-20,41
2013-12-21,0
2013-12-22,0
2013-12-23,27
2013-12-24,23
2013-12-25,16
2013-12-26,0
2013-12-27,20
2013-12-28,15
2013-12-29,15
2013-12-30,13
2013-12-31,22
2014-01-01,8
2014-01-02,19
2014-01-03,32
2014-01-04,7
2014-01-05,14
2014-01-06,6
2014-01-07,24
2014-01-08,18
2014-01-09,24
2014-01-10,18
2014-01-11,0
2014-01-12,0
2014-01-13,18
2014-01-14,41
2014-01-15,29
2014-01-16,36
2014-01-17,55
2014-01-18,14
2014-01-19,7
2014-01-20,6
2014-01-21,47
2014-01-22,23
2014-01-23,35
2014-01-24,18
2014-01-25,20
2014-01-26,7
2014-01-27,29
2014-01-28,41
2014-01-29,41
2014-01-30,60
2014-01-31,18
2014-02-01,7
2014-02-02,13
2014-02-03,40
2014-02-04,40
2014-02-05,29
2014-02-06,24
2014-02-07,33
2014-02-08,20
2014-02-09,7
2014-02-10,29
2014-02-11,23
2014-02-12,6
2014-02-13,23
2014-02-14,30
2014-02-15,7
2014-02-16,20
2014-02-17,17
2014-02-18,34
2014-02-19,17
2014-02-20,18
2014-02-21,49
2014-02-22,7
2014-02-23,7
2014-02-24,46
2014-02-25,40
2014-02-26,34
2014-02-27,12
2014-02-28,49
2014-03-01,0
2014-03-02,7
2014-03-03,35
2014-03-04,23
2014-03-05,23
2014-03-06,18
2014-03-07,37
2014-03-08,0
2014-03-09,41
2014-03-10,29
2014-03-11,52
2014-03-12,59
2014-03-13,52
2014-03-14,37
2014-03-15,7
2014-03-16,13
2014-03-17,17
2014-03-18,52
2014-03-19,58
2014-03-20,12
2014-03-21,12
2014-03-22,7
2014-03-23,7
2014-03-24,22
2014-03-25,6
2014-03-26,29
2014-03-27,18
2014-03-28,30
2014-03-29,14
2014-03-30,14
2014-03-31,29
2014-04-01,6
2014-04-02,17
2014-04-03,23
2014-04-04,36
2014-04-05,21
2014-04-06,7
2014-04-07,11
2014-04-08,11
2014-04-09,46
2014-04-10,6
2014-04-11,31
2014-04-12,14
2014-04-13,0
2014-04-14,12
2014-04-15,6
2014-04-16,18
2014-04-17,0
2014-04-18,20
2014-04-19,0
2014-04-20,0
2014-04-21,13
2014-04-22,11
2014-04-23,29
2014-04-24,18
2014-04-25,19
2014-04-26,14
2014-04-27,7
2014-04-28,11
2014-04-29,29
2014-04-30,23
2014-05-01,6
2014-05-02,19
2014-05-03,7
2014-05-04,7
2014-05-05,17
2014-05-06,46
2014-05-07,81
2014-05-08,41
2014-05-09,74
2014-05-10,14
2014-05-11,20
2014-05-12,40
2014-05-13,62
2014-05-14,46
2014-05-15,23
2014-05-16,42
2014-05-17,0
2014-05-18,7
2014-05-19,40
2014-05-20,51
2014-05-21,31
2014-05-22,39
2014-05-23,33
2014-05-24,0
2014-05-25,0
2014-05-26,6
2014-05-27,6
2014-05-28,19
2014-05-29,33
2014-05-30,20
2014-05-31,23
2014-06-01,0
2014-06-02,32
2014-06-03,19
2014-06-04,13
2014-06-05,26
2014-06-06,13
2014-06-07,0
2014-06-08,8
2014-06-09,6
2014-06-10,32
2014-06-11,19
2014-06-12,26
2014-06-13,7
2014-06-14,16
2014-06-15,8
2014-06-16,19
2014-06-17,26
2014-06-18,19
2014-06-19,20
2014-06-20,34
2014-06-21,8
2014-06-22,8
2014-06-23,0
2014-06-24,57
2014-06-25,26
2014-06-26,20
2014-06-27,21
2014-06-28,0
2014-06-29,8
2014-06-30,6
2014-07-01,0
2014-07-02,13
2014-07-03,13
2014-07-04,0
2014-07-05,24
2014-07-06,8
2014-07-07,13
2014-07-08,6
2014-07-09,13
2014-07-10,13
2014-07-11,27
2014-07-12,8
2014-07-13,0
2014-07-14,13
2014-07-15,19
2014-07-16,13
2014-07-17,33
2014-07-18,20
2014-07-19,0
2014-07-20,8
2014-07-21,26
2014-07-22,51
2014-07-23,100
2014-07-24,33
