date,EA stock
2014-07-24,31
2014-07-25,26
2014-07-26,8
2014-07-27,0
2014-07-28,63
2014-07-29,31
2014-07-30,19
2014-07-31,32
2014-08-01,13
2014-08-02,7
2014-08-03,0
2014-08-04,12
2014-08-05,6
2014-08-06,25
2014-08-07,36
2014-08-08,33
2014-08-09,15
2014-08-10,7
2014-08-11,12
2014-08-12,24
2014-08-13,18
2014-08-14,12
2014-08-15,7
2014-08-16,0
2014-08-17,0
2014-08-18,12
2014-08-19,24
2014-08-20,12
2014-08-21,18
2014-08-22,0
2014-08-23,22
2014-08-24,0
2014-08-25,6
2014-08-26,54
2014-08-27,18
2014-08-28,12
2014-08-29,32
2014-08-30,14
2014-08-31,14
2014-09-01,18
2014-09-02,46
2014-09-03,35
2014-09-04,6
2014-09-05,25
2014-09-06,7
2014-09-07,0
2014-09-08,6
2014-09-09,17
2014-09-10,29
2014-09-11,41
2014-09-12,43
2014-09-13,7
2014-09-14,14
2014-09-15,17
2014-09-16,23
2014-09-17,23
2014-09-18,12
2014-09-19,12
2014-09-20,14
2014-09-21,0
2014-09-22,0
2014-09-23,23
2014-09-24,29
2014-09-25,18
2014-09-26,36
2014-09-27,0
2014-09-28,21
2014-09-29,11
2014-09-30,29
2014-10-01,35
2014-10-02,24
2014-10-03,6
2014-10-04,14
2014-10-05,7
2014-10-06,23
2014-10-07,17
2014-10-08,29
2014-10-09,17
2014-10-10,12
2014-10-11,14
2014-10-12,7
2014-10-13,23
2014-10-14,17
2014-10-15,29
2014-10-16,17
2014-10-17,6
2014-10-18,7
2014-10-19,0
2014-10-20,17
2014-10-21,0
2014-10-22,17
2014-10-23,6
2014-10-24,6
2014-10-25,0
2014-10-26,13
2014-10-27,11
2014-10-28,50
2014-10-29,79
2014-10-30,52
2014-10-31,36
2014-11-01,14
2014-11-02,26
2014-11-03,51
2014-11-04,50
2014-11-05,55
2014-11-06,45
2014-11-07,35
2014-11-08,20
2014-11-09,13
2014-11-10,22
2014-11-11,22
2014-11-12,33
2014-11-13,17
2014-11-14,58
2014-11-15,7
2014-11-16,6
2014-11-17,33
2014-11-18,12
2014-11-19,40
2014-11-20,28
2014-11-21,18
2014-11-22,13
2014-11-23,13
2014-11-24,22
2014-11-25,28
2014-11-26,28
2014-11-27,11
2014-11-28,12
2014-11-29,7
2014-11-30,19
2014-12-01,22
2014-12-02,16
2014-12-03,17
2014-12-04,39
2014-12-05,29
2014-12-06,13
2014-12-07,13
2014-12-08,28
2014-12-09,17
2014-12-10,6
2014-12-11,22
2014-12-12,29
2014-12-13,7
2014-12-14,0
2014-12-15,6
2014-12-16,44
2014-12-17,23
2014-12-18,18
2014-12-19,6
2014-12-20,0
2014-12-21,0
2014-12-22,18
2014-12-23,18
2014-12-24,21
2014-12-25,7
2014-12-26,13
2014-12-27,13
2014-12-28,13
2014-12-29,12
2014-12-30,6
2014-12-31,34
2015-01-01,21
2015-01-02,18
2015-01-03,13
2015-01-04,0
2015-01-05,5
2015-01-06,11
2015-01-07,5
2015-01-08,16
2015-01-09,22
2015-01-10,12
2015-01-11,6
2015-01-12,27
2015-01-13,16
2015-01-14,21
2015-01-15,16
2015-01-16,16
2015-01-17,13
2015-01-18,6
2015-01-19,21
2015-01-20,16
2015-01-21,5
2015-01-22,27
2015-01-23,16
2015-01-24,6
2015-01-25,6
2015-01-26,5
2015-01-27,31
2015-01-28,100
2015-01-29,64
2015-01-30,65
2015-01-31,6
2015-02-01,6
2015-02-02,10
2015-02-03,21
2015-02-04,10
2015-02-05,47
2015-02-06,33
2015-02-07,25
2015-02-08,6
2015-02-09,21
2015-02-10,21
2015-02-11,31
2015-02-12,11
2015-02-13,33
2015-02-14,31
2015-02-15,25
2015-02-16,16
2015-02-17,11
2015-02-18,43
2015-02-19,11
2015-02-20,11
2015-02-21,25
2015-02-22,18
2015-02-23,10
2015-02-24,21
2015-02-25,21
2015-02-26,37
2015-02-27,44
2015-02-28,49
2015-03-01,18
2015-03-02,15
2015-03-03,10
2015-03-04,47
2015-03-05,21
2015-03-06,16
2015-03-07,0
2015-03-08,0
2015-03-09,10
2015-03-10,52
2015-03-11,42
2015-03-12,26
2015-03-13,33
2015-03-14,12
2015-03-15,12
2015-03-16,57
2015-03-17,78
2015-03-18,42
2015-03-19,26
2015-03-20,43
2015-03-21,18
2015-03-22,6
2015-03-23,26
2015-03-24,15
2015-03-25,8
2015-03-26,12
2015-03-27,22
2015-03-28,0
2015-03-29,6
2015-03-30,21
2015-03-31,26
2015-04-01,11
2015-04-02,22
2015-04-03,18
2015-04-04,13
2015-04-05,0
2015-04-06,22
2015-04-07,16
2015-04-08,26
2015-04-09,21
2015-04-10,22
