date,EA stock
2013-02-19,12
2013-02-20,0
2013-02-21,21
2013-02-22,4
2013-02-23,0
2013-02-24,10
2013-02-25,8
2013-02-26,16
2013-02-27,32
2013-02-28,29
2013-03-01,17
2013-03-02,5
2013-03-03,19
2013-03-04,12
2013-03-05,16
2013-03-06,29
2013-03-07,88
2013-03-08,81
2013-03-09,53
2013-03-10,24
2013-03-11,40
2013-03-12,48
2013-03-13,24
2013-03-14,32
2013-03-15,17
2013-03-16,14
2013-03-17,0
2013-03-18,72
2013-03-19,100
2013-03-20,36
2013-03-21,53
2013-03-22,29
2013-03-23,10
2013-03-24,5
2013-03-25,20
2013-03-26,24
2013-03-27,13
2013-03-28,9
2013-03-29,14
2013-03-30,0
2013-03-31,5
2013-04-01,17
2013-04-02,16
2013-04-03,16
2013-04-04,0
2013-04-05,17
2013-04-06,14
2013-04-07,0
2013-04-08,8
2013-04-09,0
2013-04-10,32
2013-04-11,12
2013-04-12,4
2013-04-13,5
2013-04-14,10
2013-04-15,24
2013-04-16,8
2013-04-17,16
2013-04-18,4
2013-04-19,13
2013-04-20,5
2013-04-21,0
2013-04-22,12
2013-04-23,20
2013-04-24,4
2013-04-25,8
2013-04-26,47
2013-04-27,14
2013-04-28,0
2013-04-29,12
2013-04-30,4
2013-05-01,4
2013-05-02,8
2013-05-03,13
2013-05-04,5
2013-05-05,5
2013-05-06,29
2013-05-07,56
2013-05-08,65
2013-05-09,58
2013-05-10,39
2013-05-11,15
2013-05-12,24
2013-05-13,20
2013-05-14,12
2013-05-15,16
2013-05-16,36
2013-05-17,13
2013-05-18,5
2013-05-19,15
2013-05-20,8
2013-05-21,47
2013-05-22,20
2013-05-23,24
2013-05-24,17
2013-05-25,5
2013-05-26,10
2013-05-27,0
2013-05-28,23
2013-05-29,20
2013-05-30,24
2013-05-31,29
2013-06-01,5
2013-06-02,0
2013-06-03,24
2013-06-04,20
2013-06-05,12
2013-06-06,8
2013-06-07,17
2013-06-08,15
2013-06-09,14
2013-06-10,35
2013-06-11,20
2013-06-12,8
2013-06-13,20
2013-06-14,21
2013-06-15,0
2013-06-16,5
2013-06-17,24
2013-06-18,20
2013-06-19,12
2013-06-20,4
2013-06-21,4
2013-06-22,5
2013-06-23,0
2013-06-24,0
2013-06-25,12
2013-06-26,16
2013-06-27,8
2013-06-28,17
2013-06-29,15
2013-06-30,0
2013-07-01,0
2013-07-02,12
2013-07-03,4
2013-07-04,4
2013-07-05,0
2013-07-06,5
2013-07-07,0
2013-07-08,8
2013-07-09,16
2013-07-10,13
2013-07-11,33
2013-07-12,17
2013-07-13,5
2013-07-14,0
2013-07-15,8
2013-07-16,0
2013-07-17,17
2013-07-18,21
2013-07-19,9
2013-07-20,15
2013-07-21,0
2013-07-22,8
2013-07-23,24
2013-07-24,58
2013-07-25,21
2013-07-26,30
2013-07-27,15
2013-07-28,10
2013-07-29,8
2013-07-30,28
2013-07-31,28
2013-08-01,8
2013-08-02,30
2013-08-03,5
2013-08-04,5
2013-08-05,0
2013-08-06,4
2013-08-07,4
2013-08-08,0
2013-08-09,4
2013-08-10,0
2013-08-11,0
2013-08-12,16
2013-08-13,8
2013-08-14,0
2013-08-15,17
2013-08-16,17
2013-08-17,10
2013-08-18,10
2013-08-19,8
2013-08-20,8
2013-08-21,12
2013-08-22,33
2013-08-23,25
2013-08-24,5
2013-08-25,5
2013-08-26,4
2013-08-27,12
2013-08-28,12
2013-08-29,20
2013-08-30,16
2013-08-31,10
2013-09-01,5
2013-09-02,0
2013-09-03,12
2013-09-04,20
2013-09-05,12
2013-09-06,16
2013-09-07,5
2013-09-08,14
2013-09-09,23
2013-09-10,8
2013-09-11,19
2013-09-12,11
2013-09-13,12
2013-09-14,14
2013-09-15,9
2013-09-16,8
2013-09-17,42
2013-09-18,62
2013-09-19,19
2013-09-20,16
2013-09-21,9
2013-09-22,18
2013-09-23,8
2013-09-24,15
2013-09-25,23
2013-09-26,20
2013-09-27,41
2013-09-28,0
2013-09-29,9
2013-09-30,11
2013-10-01,22
2013-10-02,12
2013-10-03,19
2013-10-04,20
2013-10-05,5
2013-10-06,0
2013-10-07,4
2013-10-08,15
2013-10-09,23
2013-10-10,12
2013-10-11,8
2013-10-12,0
2013-10-13,9
2013-10-14,8
2013-10-15,19
2013-10-16,11
2013-10-17,12
2013-10-18,8
2013-10-19,5
2013-10-20,4
2013-10-21,15
2013-10-22,11
2013-10-23,4
2013-10-24,30
2013-10-25,8
2013-10-26,0
2013-10-27,4
2013-10-28,11
2013-10-29,37
2013-10-30,52
2013-10-31,12
2013-11-01,8
2013-11-02,9
2013-11-03,4
2013-11-04,4
2013-11-05,7
2013-11-06,19
