date,EA stock
2010-08-24,0
2010-08-25,0
2010-08-26,27
2010-08-27,0
2010-08-28,34
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,52
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,26
2010-09-09,0
2010-09-10,28
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,25
2010-09-15,26
2010-09-16,26
2010-09-17,0
2010-09-18,33
2010-09-19,0
2010-09-20,26
2010-09-21,52
2010-09-22,0
2010-09-23,51
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,25
2010-09-30,0
2010-10-01,27
2010-10-02,0
2010-10-03,0
2010-10-04,50
2010-10-05,0
2010-10-06,0
2010-10-07,27
2010-10-08,54
2010-10-09,0
2010-10-10,32
2010-10-11,0
2010-10-12,51
2010-10-13,100
2010-10-14,50
2010-10-15,0
2010-10-16,0
2010-10-17,31
2010-10-18,0
2010-10-19,24
2010-10-20,0
2010-10-21,25
2010-10-22,0
2010-10-23,0
2010-10-24,31
2010-10-25,0
2010-10-26,73
2010-10-27,24
2010-10-28,49
2010-10-29,26
2010-10-30,0
2010-10-31,0
2010-11-01,25
2010-11-02,48
2010-11-03,24
2010-11-04,72
2010-11-05,26
2010-11-06,0
2010-11-07,0
2010-11-08,24
2010-11-09,0
2010-11-10,0
2010-11-11,25
2010-11-12,26
2010-11-13,62
2010-11-14,0
2010-11-15,0
2010-11-16,24
2010-11-17,24
2010-11-18,24
2010-11-19,26
2010-11-20,0
2010-11-21,0
2010-11-22,24
2010-11-23,0
2010-11-24,0
2010-11-25,52
2010-11-26,52
2010-11-27,0
2010-11-28,0
2010-11-29,23
2010-11-30,0
2010-12-01,23
2010-12-02,0
2010-12-03,50
2010-12-04,0
2010-12-05,0
2010-12-06,0
2010-12-07,24
2010-12-08,0
2010-12-09,24
2010-12-10,0
2010-12-11,0
2010-12-12,30
2010-12-13,24
2010-12-14,24
2010-12-15,0
2010-12-16,0
2010-12-17,0
2010-12-18,0
2010-12-19,0
2010-12-20,0
2010-12-21,25
2010-12-22,0
2010-12-23,0
2010-12-24,33
2010-12-25,38
2010-12-26,0
2010-12-27,27
2010-12-28,0
2010-12-29,0
2010-12-30,0
2010-12-31,0
2011-01-01,0
2011-01-02,31
2011-01-03,0
2011-01-04,0
2011-01-05,24
2011-01-06,0
2011-01-07,0
2011-01-08,58
2011-01-09,0
2011-01-10,46
2011-01-11,0
2011-01-12,23
2011-01-13,23
2011-01-14,0
2011-01-15,28
2011-01-16,0
2011-01-17,0
2011-01-18,45
2011-01-19,0
2011-01-20,0
2011-01-21,23
2011-01-22,28
2011-01-23,0
2011-01-24,22
2011-01-25,0
2011-01-26,23
2011-01-27,0
2011-01-28,24
2011-01-29,27
2011-01-30,0
2011-01-31,0
2011-02-01,42
2011-02-02,22
2011-02-03,0
2011-02-04,46
2011-02-05,27
2011-02-06,0
2011-02-07,22
2011-02-08,22
2011-02-09,0
2011-02-10,45
2011-02-11,23
2011-02-12,27
2011-02-13,0
2011-02-14,44
2011-02-15,0
2011-02-16,0
2011-02-17,0
2011-02-18,0
2011-02-19,27
2011-02-20,54
2011-02-21,22
2011-02-22,22
2011-02-23,0
2011-02-24,0
2011-02-25,0
2011-02-26,0
2011-02-27,0
2011-02-28,21
2011-03-01,0
2011-03-02,22
2011-03-03,88
2011-03-04,23
2011-03-05,28
2011-03-06,27
2011-03-07,0
2011-03-08,0
2011-03-09,22
2011-03-10,0
2011-03-11,0
2011-03-12,0
2011-03-13,0
2011-03-14,23
2011-03-15,0
2011-03-16,0
2011-03-17,44
2011-03-18,0
2011-03-19,0
2011-03-20,0
2011-03-21,0
2011-03-22,0
2011-03-23,0
2011-03-24,22
2011-03-25,0
2011-03-26,0
2011-03-27,0
2011-03-28,0
2011-03-29,0
2011-03-30,44
2011-03-31,22
2011-04-01,45
2011-04-02,28
2011-04-03,27
2011-04-04,85
2011-04-05,22
2011-04-06,0
2011-04-07,0
2011-04-08,0
2011-04-09,0
2011-04-10,0
2011-04-11,0
2011-04-12,43
2011-04-13,0
2011-04-14,0
2011-04-15,23
2011-04-16,28
2011-04-17,0
2011-04-18,44
2011-04-19,22
2011-04-20,23
2011-04-21,0
2011-04-22,26
2011-04-23,0
2011-04-24,30
2011-04-25,24
2011-04-26,22
2011-04-27,22
2011-04-28,65
2011-04-29,0
2011-04-30,0
2011-05-01,0
2011-05-02,0
2011-05-03,0
2011-05-04,44
2011-05-05,66
2011-05-06,0
2011-05-07,28
2011-05-08,28
2011-05-09,43
2011-05-10,21
2011-05-11,0
