date,EA stock
2016-09-11,3
2016-09-12,25
2016-09-13,7
2016-09-14,11
2016-09-15,11
2016-09-16,23
2016-09-17,0
2016-09-18,7
2016-09-19,17
2016-09-20,4
2016-09-21,15
2016-09-22,4
2016-09-23,18
2016-09-24,13
2016-09-25,3
2016-09-26,15
2016-09-27,21
2016-09-28,11
2016-09-29,18
2016-09-30,18
2016-10-01,2
2016-10-02,7
2016-10-03,15
2016-10-04,4
2016-10-05,2
2016-10-06,9
2016-10-07,20
2016-10-08,5
2016-10-09,2
2016-10-10,11
2016-10-11,17
2016-10-12,22
2016-10-13,9
2016-10-14,14
2016-10-15,3
2016-10-16,2
2016-10-17,11
2016-10-18,11
2016-10-19,21
2016-10-20,6
2016-10-21,22
2016-10-22,5
2016-10-23,0
2016-10-24,13
2016-10-25,6
2016-10-26,13
2016-10-27,11
2016-10-28,18
2016-10-29,3
2016-10-30,7
2016-10-31,15
2016-11-01,42
2016-11-02,37
2016-11-03,29
2016-11-04,13
2016-11-05,0
2016-11-06,7
2016-11-07,15
2016-11-08,6
2016-11-09,31
2016-11-10,13
2016-11-11,7
2016-11-12,7
2016-11-13,5
2016-11-14,17
2016-11-15,9
2016-11-16,17
2016-11-17,21
2016-11-18,13
2016-11-19,7
2016-11-20,9
2016-11-21,10
2016-11-22,15
2016-11-23,0
2016-11-24,9
2016-11-25,7
2016-11-26,2
2016-11-27,2
2016-11-28,4
2016-11-29,12
2016-11-30,16
2016-12-01,10
2016-12-02,6
2016-12-03,7
2016-12-04,0
2016-12-05,13
2016-12-06,14
2016-12-07,6
2016-12-08,12
2016-12-09,15
2016-12-10,5
2016-12-11,7
2016-12-12,8
2016-12-13,20
2016-12-14,12
2016-12-15,17
2016-12-16,4
2016-12-17,5
2016-12-18,2
2016-12-19,6
2016-12-20,4
2016-12-21,13
2016-12-22,7
2016-12-23,7
2016-12-24,8
2016-12-25,0
2016-12-26,0
2016-12-27,4
2016-12-28,2
2016-12-29,0
2016-12-30,12
2016-12-31,3
2017-01-01,3
2017-01-02,9
2017-01-03,12
2017-01-04,10
2017-01-05,6
2017-01-06,4
2017-01-07,2
2017-01-08,2
2017-01-09,8
2017-01-10,12
2017-01-11,10
2017-01-12,10
2017-01-13,10
2017-01-14,9
2017-01-15,2
2017-01-16,6
2017-01-17,8
2017-01-18,2
2017-01-19,24
2017-01-20,10
2017-01-21,9
2017-01-22,7
2017-01-23,14
2017-01-24,12
2017-01-25,12
2017-01-26,12
2017-01-27,16
2017-01-28,5
2017-01-29,5
2017-01-30,4
2017-01-31,44
2017-02-01,41
2017-02-02,18
2017-02-03,22
2017-02-04,7
2017-02-05,0
2017-02-06,12
2017-02-07,14
2017-02-08,10
2017-02-09,8
2017-02-10,19
2017-02-11,11
2017-02-12,0
2017-02-13,15
2017-02-14,19
2017-02-15,20
2017-02-16,22
2017-02-17,26
2017-02-18,5
2017-02-19,4
2017-02-20,12
2017-02-21,18
2017-02-22,19
2017-02-23,16
2017-02-24,10
2017-02-25,7
2017-02-26,4
2017-02-27,11
2017-02-28,25
2017-03-01,15
2017-03-02,11
2017-03-03,16
2017-03-04,7
2017-03-05,2
2017-03-06,15
2017-03-07,11
2017-03-08,15
2017-03-09,19
2017-03-10,12
2017-03-11,5
2017-03-12,0
2017-03-13,20
2017-03-14,14
2017-03-15,21
2017-03-16,22
2017-03-17,8
2017-03-18,4
2017-03-19,9
2017-03-20,12
2017-03-21,14
2017-03-22,18
2017-03-23,16
2017-03-24,4
2017-03-25,7
2017-03-26,2
2017-03-27,16
2017-03-28,8
2017-03-29,10
2017-03-30,14
2017-03-31,6
2017-04-01,5
2017-04-02,5
2017-04-03,12
2017-04-04,8
2017-04-05,13
2017-04-06,8
2017-04-07,6
2017-04-08,0
2017-04-09,0
2017-04-10,14
2017-04-11,18
2017-04-12,14
2017-04-13,4
2017-04-14,4
2017-04-15,5
2017-04-16,9
2017-04-17,12
2017-04-18,10
2017-04-19,4
2017-04-20,10
2017-04-21,14
2017-04-22,5
2017-04-23,2
2017-04-24,8
2017-04-25,14
2017-04-26,13
2017-04-27,22
2017-04-28,8
2017-04-29,5
2017-04-30,7
2017-05-01,13
2017-05-02,19
2017-05-03,8
2017-05-04,2
2017-05-05,6
2017-05-06,0
2017-05-07,13
2017-05-08,6
2017-05-09,39
2017-05-10,100
2017-05-11,46
2017-05-12,27
2017-05-13,2
2017-05-14,12
2017-05-15,18
2017-05-16,27
2017-05-17,23
2017-05-18,19
2017-05-19,17
2017-05-20,5
2017-05-21,2
2017-05-22,21
2017-05-23,16
2017-05-24,13
2017-05-25,11
2017-05-26,18
2017-05-27,13
2017-05-28,0
2017-05-29,15
