date,EA stock
2015-04-10,31
2015-04-11,12
2015-04-12,6
2015-04-13,19
2015-04-14,5
2015-04-15,29
2015-04-16,19
2015-04-17,35
2015-04-18,6
2015-04-19,6
2015-04-20,14
2015-04-21,43
2015-04-22,44
2015-04-23,34
2015-04-24,45
2015-04-25,11
2015-04-26,11
2015-04-27,28
2015-04-28,29
2015-04-29,24
2015-04-30,20
2015-05-01,16
2015-05-02,6
2015-05-03,6
2015-05-04,10
2015-05-05,77
2015-05-06,67
2015-05-07,58
2015-05-08,31
2015-05-09,6
2015-05-10,0
2015-05-11,24
2015-05-12,48
2015-05-13,29
2015-05-14,10
2015-05-15,25
2015-05-16,11
2015-05-17,17
2015-05-18,5
2015-05-19,28
2015-05-20,24
2015-05-21,24
2015-05-22,10
2015-05-23,23
2015-05-24,0
2015-05-25,10
2015-05-26,14
2015-05-27,23
2015-05-28,24
2015-05-29,10
2015-05-30,0
2015-05-31,17
2015-06-01,5
2015-06-02,19
2015-06-03,19
2015-06-04,25
2015-06-05,15
2015-06-06,6
2015-06-07,6
2015-06-08,19
2015-06-09,19
2015-06-10,0
2015-06-11,24
2015-06-12,25
2015-06-13,6
2015-06-14,0
2015-06-15,19
2015-06-16,38
2015-06-17,38
2015-06-18,44
2015-06-19,36
2015-06-20,12
2015-06-21,6
2015-06-22,24
2015-06-23,19
2015-06-24,19
2015-06-25,15
2015-06-26,40
2015-06-27,0
2015-06-28,6
2015-06-29,15
2015-06-30,24
2015-07-01,29
2015-07-02,20
2015-07-03,10
2015-07-04,6
2015-07-05,0
2015-07-06,14
2015-07-07,33
2015-07-08,43
2015-07-09,29
2015-07-10,30
2015-07-11,35
2015-07-12,17
2015-07-13,43
2015-07-14,63
2015-07-15,24
2015-07-16,34
2015-07-17,26
2015-07-18,6
2015-07-19,0
2015-07-20,46
2015-07-21,19
2015-07-22,15
2015-07-23,15
2015-07-24,36
2015-07-25,40
2015-07-26,6
2015-07-27,19
2015-07-28,33
2015-07-29,39
2015-07-30,58
2015-07-31,71
2015-08-01,23
2015-08-02,0
2015-08-03,34
2015-08-04,34
2015-08-05,63
2015-08-06,35
2015-08-07,10
2015-08-08,11
2015-08-09,12
2015-08-10,43
2015-08-11,19
2015-08-12,29
2015-08-13,24
2015-08-14,40
2015-08-15,6
2015-08-16,0
2015-08-17,29
2015-08-18,19
2015-08-19,24
2015-08-20,38
2015-08-21,35
2015-08-22,11
2015-08-23,22
2015-08-24,41
2015-08-25,46
2015-08-26,47
2015-08-27,33
2015-08-28,59
2015-08-29,39
2015-08-30,11
2015-08-31,83
2015-09-01,46
2015-09-02,9
2015-09-03,47
2015-09-04,19
2015-09-05,0
2015-09-06,6
2015-09-07,15
2015-09-08,32
2015-09-09,27
2015-09-10,28
2015-09-11,33
2015-09-12,16
2015-09-13,16
2015-09-14,45
2015-09-15,18
2015-09-16,46
2015-09-17,32
2015-09-18,14
2015-09-19,5
2015-09-20,5
2015-09-21,31
2015-09-22,36
2015-09-23,50
2015-09-24,33
2015-09-25,29
2015-09-26,5
2015-09-27,5
2015-09-28,40
2015-09-29,49
2015-09-30,27
2015-10-01,27
2015-10-02,38
2015-10-03,16
2015-10-04,5
2015-10-05,18
2015-10-06,9
2015-10-07,36
2015-10-08,41
2015-10-09,28
2015-10-10,11
2015-10-11,21
2015-10-12,9
2015-10-13,67
2015-10-14,36
2015-10-15,27
2015-10-16,28
2015-10-17,16
2015-10-18,16
2015-10-19,40
2015-10-20,53
2015-10-21,18
2015-10-22,50
2015-10-23,33
2015-10-24,16
2015-10-25,15
2015-10-26,39
2015-10-27,40
2015-10-28,27
2015-10-29,81
2015-10-30,100
2015-10-31,27
2015-11-01,11
2015-11-02,27
2015-11-03,58
2015-11-04,61
2015-11-05,67
2015-11-06,47
2015-11-07,10
2015-11-08,16
2015-11-09,13
2015-11-10,31
2015-11-11,9
2015-11-12,32
2015-11-13,38
2015-11-14,16
2015-11-15,15
2015-11-16,44
2015-11-17,40
2015-11-18,49
2015-11-19,58
2015-11-20,28
2015-11-21,15
2015-11-22,15
2015-11-23,45
2015-11-24,48
2015-11-25,36
2015-11-26,19
2015-11-27,24
2015-11-28,5
2015-11-29,10
2015-11-30,53
2015-12-01,40
2015-12-02,27
2015-12-03,59
2015-12-04,33
2015-12-05,27
2015-12-06,5
2015-12-07,31
2015-12-08,36
2015-12-09,53
2015-12-10,22
2015-12-11,47
2015-12-12,16
2015-12-13,21
2015-12-14,31
2015-12-15,46
2015-12-16,51
2015-12-17,47
2015-12-18,50
2015-12-19,11
2015-12-20,11
2015-12-21,19
2015-12-22,29
2015-12-23,40
2015-12-24,17
2015-12-25,12
2015-12-26,6
