date,EA stock
2017-10-06,2
2017-10-07,0
2017-10-08,0
2017-10-09,1
2017-10-10,3
2017-10-11,1
2017-10-12,2
2017-10-13,4
2017-10-14,0
2017-10-15,0
2017-10-16,1
2017-10-17,3
2017-10-18,3
2017-10-19,4
2017-10-20,3
2017-10-21,3
2017-10-22,0
2017-10-23,1
2017-10-24,4
2017-10-25,3
2017-10-26,3
2017-10-27,2
2017-10-28,1
2017-10-29,1
2017-10-30,3
2017-10-31,9
2017-11-01,9
2017-11-02,4
2017-11-03,5
2017-11-04,1
2017-11-05,2
2017-11-06,5
2017-11-07,3
2017-11-08,3
2017-11-09,4
2017-11-10,3
2017-11-11,2
2017-11-12,1
2017-11-13,22
2017-11-14,52
2017-11-15,39
2017-11-16,34
2017-11-17,100
2017-11-18,48
2017-11-19,21
2017-11-20,34
2017-11-21,29
2017-11-22,34
2017-11-23,25
2017-11-24,19
2017-11-25,18
2017-11-26,12
2017-11-27,13
2017-11-28,16
2017-11-29,99
2017-11-30,45
2017-12-01,25
2017-12-02,13
2017-12-03,8
2017-12-04,14
2017-12-05,24
2017-12-06,15
2017-12-07,16
2017-12-08,11
2017-12-09,12
2017-12-10,9
2017-12-11,10
2017-12-12,14
2017-12-13,10
2017-12-14,8
2017-12-15,6
2017-12-16,6
2017-12-17,7
2017-12-18,7
2017-12-19,7
2017-12-20,5
2017-12-21,3
2017-12-22,5
2017-12-23,7
2017-12-24,1
2017-12-25,4
2017-12-26,4
2017-12-27,3
2017-12-28,7
2017-12-29,5
2017-12-30,3
2017-12-31,1
2018-01-01,4
2018-01-02,5
2018-01-03,6
2018-01-04,3
2018-01-05,7
2018-01-06,3
2018-01-07,3
2018-01-08,1
2018-01-09,2
2018-01-10,4
2018-01-11,2
2018-01-12,6
2018-01-13,1
2018-01-14,1
2018-01-15,3
2018-01-16,4
2018-01-17,3
2018-01-18,5
2018-01-19,2
2018-01-20,4
2018-01-21,2
2018-01-22,4
2018-01-23,4
2018-01-24,4
2018-01-25,3
2018-01-26,4
2018-01-27,2
2018-01-28,1
2018-01-29,6
2018-01-30,15
2018-01-31,19
2018-02-01,11
2018-02-02,5
2018-02-03,4
2018-02-04,2
2018-02-05,6
2018-02-06,6
2018-02-07,4
2018-02-08,7
2018-02-09,4
2018-02-10,2
2018-02-11,1
2018-02-12,3
2018-02-13,3
2018-02-14,3
2018-02-15,5
2018-02-16,2
2018-02-17,3
2018-02-18,2
2018-02-19,2
2018-02-20,2
2018-02-21,3
2018-02-22,4
2018-02-23,3
2018-02-24,2
2018-02-25,2
2018-02-26,3
2018-02-27,5
2018-02-28,3
2018-03-01,2
2018-03-02,1
2018-03-03,2
2018-03-04,1
2018-03-05,2
2018-03-06,3
2018-03-07,2
2018-03-08,4
2018-03-09,4
2018-03-10,1
2018-03-11,2
2018-03-12,2
2018-03-13,2
2018-03-14,2
2018-03-15,3
2018-03-16,2
2018-03-17,1
2018-03-18,1
2018-03-19,3
2018-03-20,3
2018-03-21,2
2018-03-22,3
2018-03-23,5
2018-03-24,0
2018-03-25,1
2018-03-26,3
2018-03-27,2
2018-03-28,1
2018-03-29,3
2018-03-30,1
2018-03-31,0
2018-04-01,1
2018-04-02,2
2018-04-03,3
2018-04-04,3
2018-04-05,3
2018-04-06,2
2018-04-07,1
2018-04-08,1
2018-04-09,2
