date,EA stock
2012-01-26,22
2012-01-27,26
2012-01-28,9
2012-01-29,8
2012-01-30,24
2012-01-31,45
2012-02-01,45
2012-02-02,49
2012-02-03,29
2012-02-04,17
2012-02-05,8
2012-02-06,38
2012-02-07,21
2012-02-08,14
2012-02-09,21
2012-02-10,14
2012-02-11,8
2012-02-12,12
2012-02-13,24
2012-02-14,24
2012-02-15,31
2012-02-16,11
2012-02-17,7
2012-02-18,21
2012-02-19,8
2012-02-20,7
2012-02-21,14
2012-02-22,28
2012-02-23,21
2012-02-24,25
2012-02-25,21
2012-02-26,17
2012-02-27,24
2012-02-28,10
2012-02-29,31
2012-03-01,33
2012-03-02,34
2012-03-03,9
2012-03-04,13
2012-03-05,21
2012-03-06,41
2012-03-07,17
2012-03-08,21
2012-03-09,33
2012-03-10,17
2012-03-11,16
2012-03-12,24
2012-03-13,48
2012-03-14,38
2012-03-15,28
2012-03-16,36
2012-03-17,21
2012-03-18,8
2012-03-19,41
2012-03-20,31
2012-03-21,21
2012-03-22,7
2012-03-23,30
2012-03-24,17
2012-03-25,0
2012-03-26,21
2012-03-27,0
2012-03-28,14
2012-03-29,21
2012-03-30,22
2012-03-31,8
2012-04-01,8
2012-04-02,7
2012-04-03,17
2012-04-04,54
2012-04-05,51
2012-04-06,48
2012-04-07,13
2012-04-08,22
2012-04-09,33
2012-04-10,65
2012-04-11,51
2012-04-12,79
2012-04-13,44
2012-04-14,21
2012-04-15,16
2012-04-16,51
2012-04-17,34
2012-04-18,34
2012-04-19,34
2012-04-20,43
2012-04-21,25
2012-04-22,16
2012-04-23,20
2012-04-24,37
2012-04-25,10
2012-04-26,59
2012-04-27,32
2012-04-28,17
2012-04-29,0
2012-04-30,21
2012-05-01,15
2012-05-02,14
2012-05-03,28
2012-05-04,25
2012-05-05,17
2012-05-06,0
2012-05-07,57
2012-05-08,81
2012-05-09,41
2012-05-10,38
2012-05-11,54
2012-05-12,13
2012-05-13,17
2012-05-14,17
2012-05-15,33
2012-05-16,17
2012-05-17,35
2012-05-18,36
2012-05-19,9
2012-05-20,8
2012-05-21,33
2012-05-22,14
2012-05-23,10
2012-05-24,31
2012-05-25,25
2012-05-26,17
2012-05-27,9
2012-05-28,7
2012-05-29,30
2012-05-30,17
2012-05-31,30
2012-06-01,25
2012-06-02,8
2012-06-03,12
2012-06-04,17
2012-06-05,30
2012-06-06,47
2012-06-07,17
2012-06-08,29
2012-06-09,25
2012-06-10,0
2012-06-11,27
2012-06-12,23
2012-06-13,13
2012-06-14,34
2012-06-15,36
2012-06-16,8
2012-06-17,0
2012-06-18,23
2012-06-19,23
2012-06-20,20
2012-06-21,48
2012-06-22,22
2012-06-23,13
2012-06-24,8
2012-06-25,23
2012-06-26,33
2012-06-27,31
2012-06-28,35
2012-06-29,22
2012-06-30,26
2012-07-01,13
2012-07-02,24
2012-07-03,48
2012-07-04,18
2012-07-05,32
2012-07-06,25
2012-07-07,9
2012-07-08,8
2012-07-09,17
2012-07-10,30
2012-07-11,35
2012-07-12,21
2012-07-13,22
2012-07-14,26
2012-07-15,17
2012-07-16,24
2012-07-17,30
2012-07-18,27
2012-07-19,60
2012-07-20,33
2012-07-21,26
2012-07-22,9
2012-07-23,24
2012-07-24,14
2012-07-25,17
2012-07-26,56
2012-07-27,40
2012-07-28,21
2012-07-29,17
2012-07-30,24
2012-07-31,75
2012-08-01,100
2012-08-02,45
2012-08-03,47
2012-08-04,30
2012-08-05,34
2012-08-06,24
2012-08-07,24
2012-08-08,35
2012-08-09,38
2012-08-10,25
2012-08-11,26
2012-08-12,13
2012-08-13,31
2012-08-14,34
2012-08-15,18
2012-08-16,66
2012-08-17,37
2012-08-18,30
2012-08-19,13
2012-08-20,25
2012-08-21,31
2012-08-22,31
2012-08-23,38
2012-08-24,18
2012-08-25,17
2012-08-26,8
2012-08-27,17
2012-08-28,27
2012-08-29,20
2012-08-30,24
2012-08-31,24
2012-09-01,8
2012-09-02,8
2012-09-03,10
2012-09-04,23
2012-09-05,13
2012-09-06,30
2012-09-07,21
2012-09-08,16
2012-09-09,8
2012-09-10,29
2012-09-11,26
2012-09-12,42
2012-09-13,33
2012-09-14,21
2012-09-15,16
2012-09-16,20
2012-09-17,20
2012-09-18,29
2012-09-19,23
2012-09-20,13
2012-09-21,17
2012-09-22,16
2012-09-23,15
2012-09-24,19
2012-09-25,19
2012-09-26,19
2012-09-27,23
2012-09-28,31
2012-09-29,16
2012-09-30,8
2012-10-01,16
2012-10-02,10
2012-10-03,20
2012-10-04,6
2012-10-05,17
2012-10-06,8
2012-10-07,0
2012-10-08,13
2012-10-09,28
2012-10-10,16
2012-10-11,16
2012-10-12,17
