date,EA stock
2017-05-29,3
2017-05-30,3
2017-05-31,2
2017-06-01,3
2017-06-02,2
2017-06-03,1
2017-06-04,1
2017-06-05,2
2017-06-06,4
2017-06-07,4
2017-06-08,4
2017-06-09,3
2017-06-10,3
2017-06-11,1
2017-06-12,5
2017-06-13,3
2017-06-14,2
2017-06-15,2
2017-06-16,2
2017-06-17,0
2017-06-18,0
2017-06-19,4
2017-06-20,2
2017-06-21,1
2017-06-22,2
2017-06-23,4
2017-06-24,1
2017-06-25,0
2017-06-26,1
2017-06-27,3
2017-06-28,2
2017-06-29,1
2017-06-30,3
2017-07-01,0
2017-07-02,1
2017-07-03,1
2017-07-04,1
2017-07-05,1
2017-07-06,3
2017-07-07,5
2017-07-08,1
2017-07-09,1
2017-07-10,1
2017-07-11,2
2017-07-12,2
2017-07-13,2
2017-07-14,2
2017-07-15,3
2017-07-16,0
2017-07-17,0
2017-07-18,2
2017-07-19,4
2017-07-20,2
2017-07-21,3
2017-07-22,1
2017-07-23,1
2017-07-24,3
2017-07-25,2
2017-07-26,2
2017-07-27,7
2017-07-28,6
2017-07-29,1
2017-07-30,0
2017-07-31,4
2017-08-01,3
2017-08-02,3
2017-08-03,3
2017-08-04,4
2017-08-05,1
2017-08-06,0
2017-08-07,3
2017-08-08,1
2017-08-09,1
2017-08-10,1
2017-08-11,1
2017-08-12,0
2017-08-13,1
2017-08-14,1
2017-08-15,3
2017-08-16,3
2017-08-17,1
2017-08-18,3
2017-08-19,1
2017-08-20,0
2017-08-21,3
2017-08-22,2
2017-08-23,3
2017-08-24,6
2017-08-25,1
2017-08-26,1
2017-08-27,0
2017-08-28,4
2017-08-29,3
2017-08-30,3
2017-08-31,3
2017-09-01,2
2017-09-02,1
2017-09-03,2
2017-09-04,1
2017-09-05,2
2017-09-06,2
2017-09-07,2
2017-09-08,1
2017-09-09,1
2017-09-10,0
2017-09-11,2
2017-09-12,3
2017-09-13,2
2017-09-14,2
2017-09-15,1
2017-09-16,1
2017-09-17,2
2017-09-18,3
2017-09-19,1
2017-09-20,3
2017-09-21,4
2017-09-22,3
2017-09-23,2
2017-09-24,2
2017-09-25,2
2017-09-26,3
2017-09-27,4
2017-09-28,3
2017-09-29,5
2017-09-30,0
2017-10-01,1
2017-10-02,2
2017-10-03,3
2017-10-04,2
2017-10-05,3
2017-10-06,2
2017-10-07,2
2017-10-08,0
2017-10-09,1
2017-10-10,3
2017-10-11,2
2017-10-12,2
2017-10-13,4
2017-10-14,1
2017-10-15,0
2017-10-16,1
2017-10-17,3
2017-10-18,3
2017-10-19,4
2017-10-20,3
2017-10-21,1
2017-10-22,0
2017-10-23,1
2017-10-24,4
2017-10-25,2
2017-10-26,3
2017-10-27,5
2017-10-28,1
2017-10-29,2
2017-10-30,3
2017-10-31,12
2017-11-01,8
2017-11-02,3
2017-11-03,3
2017-11-04,1
2017-11-05,2
2017-11-06,5
2017-11-07,2
2017-11-08,4
2017-11-09,4
2017-11-10,4
2017-11-11,2
2017-11-12,1
2017-11-13,21
2017-11-14,56
2017-11-15,43
2017-11-16,36
2017-11-17,98
2017-11-18,47
2017-11-19,18
2017-11-20,36
2017-11-21,31
2017-11-22,32
2017-11-23,23
2017-11-24,19
2017-11-25,13
2017-11-26,9
2017-11-27,11
2017-11-28,18
2017-11-29,100
2017-11-30,48
2017-12-01,26
2017-12-02,13
2017-12-03,12
2017-12-04,15
2017-12-05,25
2017-12-06,20
2017-12-07,15
2017-12-08,14
2017-12-09,12
2017-12-10,12
2017-12-11,10
2017-12-12,12
2017-12-13,11
2017-12-14,8
2017-12-15,6
2017-12-16,8
2017-12-17,8
2017-12-18,6
2017-12-19,7
2017-12-20,3
2017-12-21,3
2017-12-22,3
2017-12-23,4
2017-12-24,3
2017-12-25,5
2017-12-26,1
2017-12-27,4
2017-12-28,7
2017-12-29,3
2017-12-30,4
2017-12-31,2
2018-01-01,5
2018-01-02,6
2018-01-03,9
2018-01-04,4
2018-01-05,7
2018-01-06,2
2018-01-07,3
2018-01-08,3
2018-01-09,4
2018-01-10,4
2018-01-11,6
2018-01-12,6
2018-01-13,3
2018-01-14,2
2018-01-15,2
2018-01-16,3
2018-01-17,2
2018-01-18,5
2018-01-19,2
2018-01-20,5
2018-01-21,1
2018-01-22,5
2018-01-23,3
2018-01-24,4
2018-01-25,5
2018-01-26,2
2018-01-27,4
2018-01-28,1
2018-01-29,6
2018-01-30,13
2018-01-31,21
2018-02-01,10
2018-02-02,6
2018-02-03,3
2018-02-04,3
2018-02-05,5
2018-02-06,5
2018-02-07,4
2018-02-08,6
2018-02-09,6
2018-02-10,2
2018-02-11,0
2018-02-12,6
2018-02-13,3
