date,EA stock
2014-03-16,16
2014-03-17,28
2014-03-18,9
2014-03-19,32
2014-03-20,14
2014-03-21,14
2014-03-22,0
2014-03-23,5
2014-03-24,9
2014-03-25,9
2014-03-26,14
2014-03-27,9
2014-03-28,19
2014-03-29,11
2014-03-30,5
2014-03-31,18
2014-04-01,9
2014-04-02,9
2014-04-03,14
2014-04-04,10
2014-04-05,16
2014-04-06,32
2014-04-07,0
2014-04-08,14
2014-04-09,18
2014-04-10,9
2014-04-11,15
2014-04-12,11
2014-04-13,0
2014-04-14,14
2014-04-15,9
2014-04-16,14
2014-04-17,5
2014-04-18,5
2014-04-19,6
2014-04-20,0
2014-04-21,10
2014-04-22,27
2014-04-23,14
2014-04-24,14
2014-04-25,34
2014-04-26,22
2014-04-27,16
2014-04-28,9
2014-04-29,9
2014-04-30,5
2014-05-01,26
2014-05-02,5
2014-05-03,5
2014-05-04,11
2014-05-05,5
2014-05-06,27
2014-05-07,100
2014-05-08,37
2014-05-09,39
2014-05-10,11
2014-05-11,11
2014-05-12,27
2014-05-13,64
2014-05-14,9
2014-05-15,9
2014-05-16,33
2014-05-17,0
2014-05-18,0
2014-05-19,36
2014-05-20,41
2014-05-21,20
2014-05-22,25
2014-05-23,21
2014-05-24,12
2014-05-25,0
2014-05-26,0
2014-05-27,5
2014-05-28,20
2014-05-29,15
2014-05-30,16
2014-05-31,18
2014-06-01,0
2014-06-02,15
2014-06-03,0
2014-06-04,10
2014-06-05,0
2014-06-06,16
2014-06-07,0
2014-06-08,6
2014-06-09,26
2014-06-10,26
2014-06-11,10
2014-06-12,26
2014-06-13,0
2014-06-14,12
2014-06-15,18
2014-06-16,15
2014-06-17,5
2014-06-18,15
2014-06-19,21
2014-06-20,16
2014-06-21,19
2014-06-22,19
2014-06-23,0
2014-06-24,30
2014-06-25,15
2014-06-26,15
2014-06-27,11
2014-06-28,6
2014-06-29,12
2014-06-30,5
2014-07-01,10
2014-07-02,31
2014-07-03,21
2014-07-04,6
2014-07-05,6
2014-07-06,0
2014-07-07,5
2014-07-08,5
2014-07-09,21
2014-07-10,16
2014-07-11,22
2014-07-12,6
2014-07-13,0
2014-07-14,15
2014-07-15,25
2014-07-16,21
2014-07-17,16
2014-07-18,27
2014-07-19,13
2014-07-20,0
2014-07-21,5
2014-07-22,36
2014-07-23,69
2014-07-24,26
2014-07-25,33
2014-07-26,32
2014-07-27,0
2014-07-28,16
2014-07-29,10
2014-07-30,31
2014-07-31,16
2014-08-01,22
2014-08-02,0
2014-08-03,0
2014-08-04,20
2014-08-05,5
2014-08-06,10
2014-08-07,15
2014-08-08,0
2014-08-09,13
2014-08-10,6
2014-08-11,5
2014-08-12,35
2014-08-13,30
2014-08-14,5
2014-08-15,11
2014-08-16,0
2014-08-17,0
2014-08-18,10
2014-08-19,15
2014-08-20,15
2014-08-21,15
2014-08-22,0
2014-08-23,0
2014-08-24,6
2014-08-25,15
2014-08-26,15
2014-08-27,10
2014-08-28,20
2014-08-29,37
2014-08-30,0
2014-08-31,6
2014-09-01,5
2014-09-02,48
2014-09-03,24
2014-09-04,10
2014-09-05,10
2014-09-06,18
2014-09-07,0
2014-09-08,19
2014-09-09,10
2014-09-10,24
2014-09-11,10
2014-09-12,15
2014-09-13,12
2014-09-14,0
2014-09-15,19
2014-09-16,19
2014-09-17,29
2014-09-18,10
2014-09-19,10
2014-09-20,6
2014-09-21,0
2014-09-22,19
2014-09-23,10
2014-09-24,14
2014-09-25,5
2014-09-26,26
2014-09-27,12
2014-09-28,11
2014-09-29,19
2014-09-30,5
2014-10-01,5
2014-10-02,20
2014-10-03,0
2014-10-04,0
2014-10-05,6
2014-10-06,10
2014-10-07,14
2014-10-08,10
2014-10-09,15
2014-10-10,15
2014-10-11,12
2014-10-12,17
2014-10-13,5
2014-10-14,24
2014-10-15,10
2014-10-16,29
2014-10-17,10
2014-10-18,6
2014-10-19,0
2014-10-20,14
2014-10-21,14
2014-10-22,5
2014-10-23,14
2014-10-24,20
2014-10-25,6
2014-10-26,11
2014-10-27,14
2014-10-28,14
2014-10-29,24
2014-10-30,10
2014-10-31,15
2014-11-01,6
2014-11-02,0
2014-11-03,33
2014-11-04,19
2014-11-05,23
2014-11-06,23
2014-11-07,29
2014-11-08,6
2014-11-09,5
2014-11-10,19
2014-11-11,14
2014-11-12,19
2014-11-13,37
2014-11-14,14
2014-11-15,22
2014-11-16,21
2014-11-17,14
2014-11-18,20
2014-11-19,24
2014-11-20,24
2014-11-21,10
2014-11-22,5
2014-11-23,16
2014-11-24,18
2014-11-25,18
2014-11-26,19
2014-11-27,5
2014-11-28,0
2014-11-29,5
2014-11-30,16
2014-12-01,9
