date,EA stock
2015-12-26,4
2015-12-27,14
2015-12-28,21
2015-12-29,9
2015-12-30,22
2015-12-31,10
2016-01-01,4
2016-01-02,7
2016-01-03,7
2016-01-04,27
2016-01-05,15
2016-01-06,15
2016-01-07,49
2016-01-08,6
2016-01-09,7
2016-01-10,7
2016-01-11,21
2016-01-12,12
2016-01-13,18
2016-01-14,15
2016-01-15,22
2016-01-16,7
2016-01-17,3
2016-01-18,15
2016-01-19,12
2016-01-20,21
2016-01-21,12
2016-01-22,25
2016-01-23,7
2016-01-24,17
2016-01-25,24
2016-01-26,12
2016-01-27,21
2016-01-28,30
2016-01-29,56
2016-01-30,17
2016-01-31,17
2016-02-01,30
2016-02-02,44
2016-02-03,21
2016-02-04,21
2016-02-05,19
2016-02-06,7
2016-02-07,7
2016-02-08,12
2016-02-09,21
2016-02-10,26
2016-02-11,15
2016-02-12,9
2016-02-13,10
2016-02-14,3
2016-02-15,0
2016-02-16,23
2016-02-17,23
2016-02-18,15
2016-02-19,15
2016-02-20,7
2016-02-21,7
2016-02-22,29
2016-02-23,23
2016-02-24,18
2016-02-25,27
2016-02-26,28
2016-02-27,7
2016-02-28,0
2016-02-29,23
2016-03-01,17
2016-03-02,11
2016-03-03,23
2016-03-04,6
2016-03-05,10
2016-03-06,7
2016-03-07,17
2016-03-08,12
2016-03-09,9
2016-03-10,12
2016-03-11,12
2016-03-12,10
2016-03-13,7
2016-03-14,6
2016-03-15,32
2016-03-16,6
2016-03-17,15
2016-03-18,25
2016-03-19,7
2016-03-20,3
2016-03-21,12
2016-03-22,15
2016-03-23,12
2016-03-24,6
2016-03-25,3
2016-03-26,4
2016-03-27,7
2016-03-28,6
2016-03-29,18
2016-03-30,27
2016-03-31,6
2016-04-01,6
2016-04-02,7
2016-04-03,0
2016-04-04,23
2016-04-05,14
2016-04-06,6
2016-04-07,9
2016-04-08,9
2016-04-09,3
2016-04-10,3
2016-04-11,18
2016-04-12,17
2016-04-13,3
2016-04-14,9
2016-04-15,25
2016-04-16,7
2016-04-17,10
2016-04-18,6
2016-04-19,12
2016-04-20,12
2016-04-21,6
2016-04-22,18
2016-04-23,0
2016-04-24,3
2016-04-25,12
2016-04-26,3
2016-04-27,18
2016-04-28,12
2016-04-29,9
2016-04-30,3
2016-05-01,0
2016-05-02,12
2016-05-03,23
2016-05-04,6
2016-05-05,12
2016-05-06,16
2016-05-07,0
2016-05-08,17
2016-05-09,33
2016-05-10,47
2016-05-11,100
2016-05-12,65
2016-05-13,70
2016-05-14,3
2016-05-15,14
2016-05-16,27
2016-05-17,41
2016-05-18,26
2016-05-19,36
2016-05-20,28
2016-05-21,14
2016-05-22,14
2016-05-23,9
2016-05-24,18
2016-05-25,21
2016-05-26,12
2016-05-27,22
2016-05-28,17
2016-05-29,0
2016-05-30,3
2016-05-31,27
2016-06-01,21
2016-06-02,9
2016-06-03,28
2016-06-04,7
2016-06-05,3
2016-06-06,18
2016-06-07,15
2016-06-08,21
2016-06-09,12
2016-06-10,22
2016-06-11,3
2016-06-12,14
2016-06-13,32
2016-06-14,9
2016-06-15,21
2016-06-16,21
2016-06-17,31
2016-06-18,4
2016-06-19,11
2016-06-20,6
2016-06-21,9
2016-06-22,6
2016-06-23,9
2016-06-24,25
2016-06-25,4
2016-06-26,0
2016-06-27,21
2016-06-28,21
2016-06-29,27
2016-06-30,22
2016-07-01,6
2016-07-02,4
2016-07-03,4
2016-07-04,0
2016-07-05,6
2016-07-06,16
2016-07-07,10
2016-07-08,3
2016-07-09,4
2016-07-10,14
2016-07-11,19
2016-07-12,16
2016-07-13,22
2016-07-14,27
2016-07-15,19
2016-07-16,7
2016-07-17,7
2016-07-18,22
2016-07-19,25
2016-07-20,19
2016-07-21,26
2016-07-22,10
2016-07-23,7
2016-07-24,4
2016-07-25,19
2016-07-26,0
2016-07-27,9
2016-07-28,16
2016-07-29,10
2016-07-30,11
2016-07-31,11
2016-08-01,13
2016-08-02,59
2016-08-03,44
2016-08-04,10
2016-08-05,24
2016-08-06,15
2016-08-07,4
2016-08-08,20
2016-08-09,13
2016-08-10,20
2016-08-11,10
2016-08-12,17
2016-08-13,4
2016-08-14,8
2016-08-15,21
2016-08-16,7
2016-08-17,23
2016-08-18,20
2016-08-19,34
2016-08-20,4
2016-08-21,0
2016-08-22,20
2016-08-23,36
2016-08-24,16
2016-08-25,22
2016-08-26,10
2016-08-27,4
2016-08-28,0
2016-08-29,19
2016-08-30,15
2016-08-31,21
2016-09-01,16
2016-09-02,26
2016-09-03,4
2016-09-04,0
2016-09-05,0
2016-09-06,15
2016-09-07,16
2016-09-08,31
2016-09-09,13
2016-09-10,7
2016-09-11,4
