date,EA stock
2017-01-19,12
2017-01-20,10
2017-01-21,5
2017-01-22,2
2017-01-23,6
2017-01-24,8
2017-01-25,13
2017-01-26,9
2017-01-27,13
2017-01-28,2
2017-01-29,5
2017-01-30,17
2017-01-31,40
2017-02-01,40
2017-02-02,16
2017-02-03,17
2017-02-04,4
2017-02-05,3
2017-02-06,8
2017-02-07,12
2017-02-08,11
2017-02-09,20
2017-02-10,27
2017-02-11,19
2017-02-12,9
2017-02-13,20
2017-02-14,14
2017-02-15,25
2017-02-16,25
2017-02-17,25
2017-02-18,4
2017-02-19,4
2017-02-20,9
2017-02-21,19
2017-02-22,15
2017-02-23,23
2017-02-24,6
2017-02-25,6
2017-02-26,6
2017-02-27,17
2017-02-28,12
2017-03-01,5
2017-03-02,13
2017-03-03,15
2017-03-04,6
2017-03-05,5
2017-03-06,18
2017-03-07,10
2017-03-08,16
2017-03-09,16
2017-03-10,18
2017-03-11,8
2017-03-12,4
2017-03-13,20
2017-03-14,16
2017-03-15,20
2017-03-16,15
2017-03-17,10
2017-03-18,5
2017-03-19,9
2017-03-20,30
2017-03-21,15
2017-03-22,12
2017-03-23,15
2017-03-24,12
2017-03-25,4
2017-03-26,5
2017-03-27,12
2017-03-28,8
2017-03-29,14
2017-03-30,11
2017-03-31,12
2017-04-01,4
2017-04-02,5
2017-04-03,11
2017-04-04,16
2017-04-05,15
2017-04-06,9
2017-04-07,9
2017-04-08,5
2017-04-09,2
2017-04-10,14
2017-04-11,10
2017-04-12,13
2017-04-13,6
2017-04-14,7
2017-04-15,2
2017-04-16,5
2017-04-17,13
2017-04-18,8
2017-04-19,4
2017-04-20,15
2017-04-21,14
2017-04-22,5
2017-04-23,7
2017-04-24,15
2017-04-25,16
2017-04-26,18
2017-04-27,10
2017-04-28,15
2017-04-29,5
2017-04-30,7
2017-05-01,13
2017-05-02,12
2017-05-03,8
2017-05-04,16
2017-05-05,10
2017-05-06,11
2017-05-07,7
2017-05-08,16
2017-05-09,51
2017-05-10,100
2017-05-11,47
2017-05-12,39
2017-05-13,6
2017-05-14,8
2017-05-15,13
2017-05-16,28
2017-05-17,33
2017-05-18,33
2017-05-19,22
2017-05-20,9
2017-05-21,3
2017-05-22,9
2017-05-23,17
2017-05-24,20
2017-05-25,24
2017-05-26,19
2017-05-27,11
2017-05-28,7
2017-05-29,11
2017-05-30,15
2017-05-31,14
2017-06-01,25
2017-06-02,16
2017-06-03,3
2017-06-04,11
2017-06-05,10
2017-06-06,17
2017-06-07,15
2017-06-08,21
2017-06-09,10
2017-06-10,18
2017-06-11,12
2017-06-12,31
2017-06-13,21
2017-06-14,18
2017-06-15,17
2017-06-16,23
2017-06-17,4
2017-06-18,13
2017-06-19,21
2017-06-20,15
2017-06-21,14
2017-06-22,19
2017-06-23,17
2017-06-24,10
2017-06-25,3
2017-06-26,8
2017-06-27,12
2017-06-28,10
2017-06-29,16
2017-06-30,9
2017-07-01,5
2017-07-02,5
2017-07-03,6
2017-07-04,8
2017-07-05,9
2017-07-06,14
2017-07-07,19
2017-07-08,8
2017-07-09,7
2017-07-10,8
2017-07-11,7
2017-07-12,15
2017-07-13,10
2017-07-14,12
2017-07-15,5
2017-07-16,3
2017-07-17,10
2017-07-18,12
2017-07-19,13
2017-07-20,15
2017-07-21,15
2017-07-22,8
2017-07-23,6
2017-07-24,15
2017-07-25,18
2017-07-26,25
2017-07-27,63
2017-07-28,47
2017-07-29,10
2017-07-30,0
2017-07-31,12
2017-08-01,24
2017-08-02,21
2017-08-03,26
2017-08-04,16
2017-08-05,10
2017-08-06,5
2017-08-07,14
2017-08-08,15
2017-08-09,8
2017-08-10,11
2017-08-11,8
2017-08-12,2
2017-08-13,6
2017-08-14,15
2017-08-15,26
2017-08-16,15
2017-08-17,11
2017-08-18,15
2017-08-19,6
2017-08-20,4
2017-08-21,16
2017-08-22,14
2017-08-23,14
2017-08-24,19
2017-08-25,7
2017-08-26,8
2017-08-27,2
2017-08-28,16
2017-08-29,15
2017-08-30,22
2017-08-31,11
2017-09-01,14
2017-09-02,6
2017-09-03,6
2017-09-04,7
2017-09-05,13
2017-09-06,10
2017-09-07,10
2017-09-08,11
2017-09-09,7
2017-09-10,4
2017-09-11,15
2017-09-12,14
2017-09-13,9
2017-09-14,21
2017-09-15,10
2017-09-16,6
2017-09-17,7
2017-09-18,17
2017-09-19,10
2017-09-20,13
2017-09-21,15
2017-09-22,21
2017-09-23,6
2017-09-24,12
2017-09-25,17
2017-09-26,23
2017-09-27,19
2017-09-28,13
2017-09-29,13
2017-09-30,4
2017-10-01,6
2017-10-02,12
2017-10-03,15
2017-10-04,17
2017-10-05,20
2017-10-06,20
