date,NVDA stock
2013-02-19,17
2013-02-20,17
2013-02-21,34
2013-02-22,18
2013-02-23,0
2013-02-24,0
2013-02-25,49
2013-02-26,50
2013-02-27,0
2013-02-28,17
2013-03-01,18
2013-03-02,20
2013-03-03,0
2013-03-04,17
2013-03-05,34
2013-03-06,51
2013-03-07,35
2013-03-08,70
2013-03-09,20
2013-03-10,0
2013-03-11,33
2013-03-12,16
2013-03-13,33
2013-03-14,17
2013-03-15,0
2013-03-16,0
2013-03-17,0
2013-03-18,17
2013-03-19,16
2013-03-20,17
2013-03-21,17
2013-03-22,17
2013-03-23,0
2013-03-24,0
2013-03-25,0
2013-03-26,0
2013-03-27,35
2013-03-28,0
2013-03-29,19
2013-03-30,0
2013-03-31,0
2013-04-01,0
2013-04-02,0
2013-04-03,0
2013-04-04,0
2013-04-05,17
2013-04-06,0
2013-04-07,0
2013-04-08,16
2013-04-09,0
2013-04-10,67
2013-04-11,17
2013-04-12,52
2013-04-13,40
2013-04-14,20
2013-04-15,17
2013-04-16,17
2013-04-17,17
2013-04-18,0
2013-04-19,35
2013-04-20,0
2013-04-21,0
2013-04-22,0
2013-04-23,17
2013-04-24,34
2013-04-25,34
2013-04-26,52
2013-04-27,20
2013-04-28,0
2013-04-29,50
2013-04-30,51
2013-05-01,18
2013-05-02,0
2013-05-03,18
2013-05-04,0
2013-05-05,0
2013-05-06,34
2013-05-07,0
2013-05-08,0
2013-05-09,0
2013-05-10,89
2013-05-11,40
2013-05-12,0
2013-05-13,16
2013-05-14,33
2013-05-15,50
2013-05-16,0
2013-05-17,0
2013-05-18,0
2013-05-19,0
2013-05-20,17
2013-05-21,16
2013-05-22,49
2013-05-23,33
2013-05-24,86
2013-05-25,40
2013-05-26,0
2013-05-27,0
2013-05-28,16
2013-05-29,16
2013-05-30,33
2013-05-31,0
2013-06-01,0
2013-06-02,0
2013-06-03,33
2013-06-04,49
2013-06-05,17
2013-06-06,17
2013-06-07,17
2013-06-08,20
2013-06-09,0
2013-06-10,16
2013-06-11,0
2013-06-12,16
2013-06-13,0
2013-06-14,17
2013-06-15,61
2013-06-16,40
2013-06-17,16
2013-06-18,0
2013-06-19,100
2013-06-20,67
2013-06-21,17
2013-06-22,0
2013-06-23,0
2013-06-24,66
2013-06-25,49
2013-06-26,17
2013-06-27,67
2013-06-28,18
2013-06-29,20
2013-06-30,0
2013-07-01,17
2013-07-02,33
2013-07-03,17
2013-07-04,0
2013-07-05,0
2013-07-06,0
2013-07-07,0
2013-07-08,17
2013-07-09,17
2013-07-10,17
2013-07-11,34
2013-07-12,0
2013-07-13,0
2013-07-14,0
2013-07-15,0
2013-07-16,34
2013-07-17,0
2013-07-18,34
2013-07-19,54
2013-07-20,21
2013-07-21,0
2013-07-22,17
2013-07-23,17
2013-07-24,17
2013-07-25,0
2013-07-26,35
2013-07-27,0
2013-07-28,20
2013-07-29,16
2013-07-30,0
2013-07-31,33
2013-08-01,34
2013-08-02,18
2013-08-03,0
2013-08-04,0
2013-08-05,0
2013-08-06,17
2013-08-07,0
2013-08-08,69
2013-08-09,36
2013-08-10,21
2013-08-11,41
2013-08-12,17
2013-08-13,66
2013-08-14,34
2013-08-15,36
2013-08-16,18
2013-08-17,61
2013-08-18,40
2013-08-19,0
2013-08-20,17
2013-08-21,50
2013-08-22,0
2013-08-23,17
2013-08-24,40
2013-08-25,0
2013-08-26,16
2013-08-27,32
2013-08-28,16
2013-08-29,50
2013-08-30,34
2013-08-31,20
2013-09-01,0
2013-09-02,0
2013-09-03,16
2013-09-04,16
2013-09-05,33
2013-09-06,0
2013-09-07,19
2013-09-08,0
2013-09-09,48
2013-09-10,16
2013-09-11,0
2013-09-12,47
2013-09-13,17
2013-09-14,0
2013-09-15,0
2013-09-16,16
2013-09-17,16
2013-09-18,16
2013-09-19,63
2013-09-20,0
2013-09-21,0
2013-09-22,19
2013-09-23,32
2013-09-24,0
2013-09-25,32
2013-09-26,48
2013-09-27,17
2013-09-28,19
2013-09-29,0
2013-09-30,15
2013-10-01,15
2013-10-02,0
2013-10-03,0
2013-10-04,17
2013-10-05,0
2013-10-06,37
2013-10-07,16
2013-10-08,16
2013-10-09,16
2013-10-10,32
2013-10-11,0
2013-10-12,0
2013-10-13,0
2013-10-14,32
2013-10-15,16
2013-10-16,16
2013-10-17,16
2013-10-18,17
2013-10-19,19
2013-10-20,0
2013-10-21,15
2013-10-22,31
2013-10-23,31
2013-10-24,31
2013-10-25,33
2013-10-26,0
2013-10-27,0
2013-10-28,15
2013-10-29,30
2013-10-30,15
2013-10-31,0
2013-11-01,0
2013-11-02,19
2013-11-03,0
2013-11-04,31
2013-11-05,15
2013-11-06,15
