date,ESRX stock
2012-06-04,0
2012-06-05,0
2012-06-06,0
2012-06-07,0
2012-06-08,0
2012-06-09,0
2012-06-10,0
2012-06-11,0
2012-06-12,0
2012-06-13,24
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,24
2012-06-19,24
2012-06-20,24
2012-06-21,24
2012-06-22,25
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,0
2012-06-27,25
2012-06-28,25
2012-06-29,26
2012-06-30,0
2012-07-01,30
2012-07-02,0
2012-07-03,0
2012-07-04,26
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,49
2012-07-10,24
2012-07-11,0
2012-07-12,25
2012-07-13,26
2012-07-14,0
2012-07-15,0
2012-07-16,24
2012-07-17,24
2012-07-18,0
2012-07-19,25
2012-07-20,0
2012-07-21,0
2012-07-22,0
2012-07-23,49
2012-07-24,25
2012-07-25,0
2012-07-26,75
2012-07-27,26
2012-07-28,0
2012-07-29,0
2012-07-30,0
2012-07-31,24
2012-08-01,0
2012-08-02,25
2012-08-03,26
2012-08-04,0
2012-08-05,0
2012-08-06,24
2012-08-07,25
2012-08-08,25
2012-08-09,100
2012-08-10,26
2012-08-11,0
2012-08-12,0
2012-08-13,25
2012-08-14,25
2012-08-15,26
2012-08-16,25
2012-08-17,26
2012-08-18,0
2012-08-19,0
2012-08-20,25
2012-08-21,25
2012-08-22,25
2012-08-23,25
2012-08-24,25
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,24
2012-08-29,36
2012-08-30,24
2012-08-31,50
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,47
2012-09-05,0
2012-09-06,24
2012-09-07,0
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,47
2012-09-12,0
2012-09-13,23
2012-09-14,25
2012-09-15,0
2012-09-16,0
2012-09-17,0
2012-09-18,23
2012-09-19,0
2012-09-20,24
2012-09-21,0
2012-09-22,0
2012-09-23,0
2012-09-24,23
2012-09-25,23
2012-09-26,47
2012-09-27,24
2012-09-28,50
2012-09-29,0
2012-09-30,0
2012-10-01,46
2012-10-02,23
2012-10-03,35
2012-10-04,0
2012-10-05,24
2012-10-06,0
2012-10-07,27
2012-10-08,0
2012-10-09,34
2012-10-10,56
2012-10-11,23
2012-10-12,48
2012-10-13,27
2012-10-14,0
2012-10-15,22
2012-10-16,0
2012-10-17,23
2012-10-18,45
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,22
2012-10-23,22
2012-10-24,44
2012-10-25,0
2012-10-26,24
2012-10-27,28
2012-10-28,26
2012-10-29,22
2012-10-30,0
2012-10-31,0
2012-11-01,0
2012-11-02,36
2012-11-03,53
2012-11-04,0
2012-11-05,22
2012-11-06,43
2012-11-07,43
2012-11-08,34
2012-11-09,23
2012-11-10,26
2012-11-11,26
2012-11-12,22
2012-11-13,22
2012-11-14,45
2012-11-15,0
2012-11-16,23
2012-11-17,26
2012-11-18,0
2012-11-19,22
2012-11-20,44
2012-11-21,0
2012-11-22,35
2012-11-23,23
2012-11-24,0
2012-11-25,26
2012-11-26,0
2012-11-27,43
2012-11-28,21
2012-11-29,22
2012-11-30,23
2012-12-01,26
2012-12-02,0
2012-12-03,0
2012-12-04,42
2012-12-05,33
2012-12-06,0
2012-12-07,23
2012-12-08,0
2012-12-09,25
2012-12-10,0
2012-12-11,42
2012-12-12,22
2012-12-13,0
2012-12-14,23
2012-12-15,0
2012-12-16,0
2012-12-17,0
2012-12-18,0
2012-12-19,45
2012-12-20,23
2012-12-21,24
2012-12-22,0
2012-12-23,0
2012-12-24,0
2012-12-25,29
2012-12-26,49
2012-12-27,23
2012-12-28,24
2012-12-29,26
2012-12-30,0
2012-12-31,27
2013-01-01,28
2013-01-02,0
2013-01-03,0
2013-01-04,22
2013-01-05,0
2013-01-06,0
2013-01-07,0
2013-01-08,0
2013-01-09,21
2013-01-10,0
2013-01-11,22
2013-01-12,0
2013-01-13,24
2013-01-14,21
2013-01-15,20
2013-01-16,21
2013-01-17,0
2013-01-18,21
2013-01-19,0
2013-01-20,0
2013-01-21,0
2013-01-22,20
2013-01-23,20
2013-01-24,0
2013-01-25,43
2013-01-26,25
2013-01-27,24
2013-01-28,20
2013-01-29,20
2013-01-30,20
2013-01-31,20
2013-02-01,21
2013-02-02,0
2013-02-03,0
2013-02-04,20
2013-02-05,40
2013-02-06,0
2013-02-07,0
2013-02-08,21
2013-02-09,0
2013-02-10,0
2013-02-11,0
2013-02-12,0
2013-02-13,20
2013-02-14,21
2013-02-15,0
2013-02-16,0
2013-02-17,0
2013-02-18,81
2013-02-19,40
