date,AMZN stock
2011-09-18,0
2011-09-19,14
2011-09-20,29
2011-09-21,22
2011-09-22,30
2011-09-23,15
2011-09-24,9
2011-09-25,0
2011-09-26,14
2011-09-27,29
2011-09-28,36
2011-09-29,37
2011-09-30,23
2011-10-01,0
2011-10-02,18
2011-10-03,29
2011-10-04,29
2011-10-05,0
2011-10-06,14
2011-10-07,45
2011-10-08,0
2011-10-09,0
2011-10-10,7
2011-10-11,7
2011-10-12,35
2011-10-13,7
2011-10-14,7
2011-10-15,0
2011-10-16,0
2011-10-17,14
2011-10-18,42
2011-10-19,28
2011-10-20,22
2011-10-21,37
2011-10-22,0
2011-10-23,9
2011-10-24,56
2011-10-25,21
2011-10-26,50
2011-10-27,43
2011-10-28,8
2011-10-29,27
2011-10-30,0
2011-10-31,58
2011-11-01,15
2011-11-02,22
2011-11-03,35
2011-11-04,22
2011-11-05,9
2011-11-06,0
2011-11-07,0
2011-11-08,28
2011-11-09,21
2011-11-10,7
2011-11-11,0
2011-11-12,26
2011-11-13,0
2011-11-14,21
2011-11-15,21
2011-11-16,28
2011-11-17,14
2011-11-18,0
2011-11-19,17
2011-11-20,0
2011-11-21,0
2011-11-22,7
2011-11-23,28
2011-11-24,37
2011-11-25,0
2011-11-26,0
2011-11-27,0
2011-11-28,7
2011-11-29,14
2011-11-30,20
2011-12-01,34
2011-12-02,29
2011-12-03,25
2011-12-04,8
2011-12-05,27
2011-12-06,7
2011-12-07,28
2011-12-08,21
2011-12-09,0
2011-12-10,8
2011-12-11,0
2011-12-12,7
2011-12-13,20
2011-12-14,7
2011-12-15,14
2011-12-16,7
2011-12-17,0
2011-12-18,8
2011-12-19,21
2011-12-20,14
2011-12-21,29
2011-12-22,22
2011-12-23,0
2011-12-24,19
2011-12-25,0
2011-12-26,0
2011-12-27,30
2011-12-28,15
2011-12-29,8
2011-12-30,16
2011-12-31,0
2012-01-01,9
2012-01-02,15
2012-01-03,13
2012-01-04,13
2012-01-05,28
2012-01-06,7
2012-01-07,0
2012-01-08,8
2012-01-09,13
2012-01-10,20
2012-01-11,13
2012-01-12,27
2012-01-13,7
2012-01-14,8
2012-01-15,8
2012-01-16,6
2012-01-17,13
2012-01-18,19
2012-01-19,13
2012-01-20,13
2012-01-21,0
2012-01-22,0
2012-01-23,6
2012-01-24,6
2012-01-25,13
2012-01-26,40
2012-01-27,14
2012-01-28,8
2012-01-29,8
2012-01-30,19
2012-01-31,82
2012-02-01,58
2012-02-02,38
2012-02-03,20
2012-02-04,0
2012-02-05,7
2012-02-06,26
2012-02-07,19
2012-02-08,19
2012-02-09,13
2012-02-10,0
2012-02-11,0
2012-02-12,7
2012-02-13,13
2012-02-14,19
2012-02-15,26
2012-02-16,32
2012-02-17,20
2012-02-18,8
2012-02-19,0
2012-02-20,13
2012-02-21,13
2012-02-22,6
2012-02-23,6
2012-02-24,0
2012-02-25,0
2012-02-26,8
2012-02-27,6
2012-02-28,19
2012-02-29,25
2012-03-01,13
2012-03-02,21
2012-03-03,0
2012-03-04,0
2012-03-05,13
2012-03-06,0
2012-03-07,0
2012-03-08,20
2012-03-09,33
2012-03-10,0
2012-03-11,0
2012-03-12,6
2012-03-13,19
2012-03-14,25
2012-03-15,26
2012-03-16,20
2012-03-17,0
2012-03-18,15
2012-03-19,44
2012-03-20,25
2012-03-21,38
2012-03-22,26
2012-03-23,14
2012-03-24,8
2012-03-25,8
2012-03-26,32
2012-03-27,25
2012-03-28,58
2012-03-29,20
2012-03-30,27
2012-03-31,0
2012-04-01,8
2012-04-02,13
2012-04-03,19
2012-04-04,46
2012-04-05,27
2012-04-06,7
2012-04-07,8
2012-04-08,16
2012-04-09,8
2012-04-10,0
2012-04-11,19
2012-04-12,13
2012-04-13,0
2012-04-14,0
2012-04-15,0
2012-04-16,12
2012-04-17,13
2012-04-18,13
2012-04-19,32
2012-04-20,20
2012-04-21,8
2012-04-22,7
2012-04-23,6
2012-04-24,6
2012-04-25,13
2012-04-26,44
2012-04-27,100
2012-04-28,62
2012-04-29,15
2012-04-30,33
2012-05-01,42
2012-05-02,12
2012-05-03,25
2012-05-04,33
2012-05-05,23
2012-05-06,7
2012-05-07,12
2012-05-08,18
2012-05-09,19
2012-05-10,19
2012-05-11,13
2012-05-12,8
2012-05-13,0
2012-05-14,12
2012-05-15,6
2012-05-16,0
2012-05-17,13
2012-05-18,13
2012-05-19,24
2012-05-20,15
2012-05-21,6
2012-05-22,0
2012-05-23,25
2012-05-24,6
2012-05-25,20
2012-05-26,8
2012-05-27,0
2012-05-28,0
2012-05-29,6
2012-05-30,6
2012-05-31,25
2012-06-01,13
2012-06-02,16
2012-06-03,0
2012-06-04,6
