date,AMZN stock
2017-10-06,15
2017-10-07,3
2017-10-08,3
2017-10-09,12
2017-10-10,16
2017-10-11,14
2017-10-12,18
2017-10-13,18
2017-10-14,3
2017-10-15,2
2017-10-16,18
2017-10-17,14
2017-10-18,15
2017-10-19,22
2017-10-20,14
2017-10-21,3
2017-10-22,2
2017-10-23,18
2017-10-24,17
2017-10-25,18
2017-10-26,51
2017-10-27,83
2017-10-28,21
2017-10-29,7
2017-10-30,34
2017-10-31,22
2017-11-01,24
2017-11-02,22
2017-11-03,25
2017-11-04,6
2017-11-05,5
2017-11-06,23
2017-11-07,22
2017-11-08,22
2017-11-09,19
2017-11-10,17
2017-11-11,5
2017-11-12,4
2017-11-13,21
2017-11-14,18
2017-11-15,17
2017-11-16,20
2017-11-17,19
2017-11-18,4
2017-11-19,3
2017-11-20,13
2017-11-21,17
2017-11-22,20
2017-11-23,6
2017-11-24,21
2017-11-25,13
2017-11-26,4
2017-11-27,34
2017-11-28,28
2017-11-29,38
2017-11-30,31
2017-12-01,23
2017-12-02,6
2017-12-03,4
2017-12-04,22
2017-12-05,26
2017-12-06,23
2017-12-07,24
2017-12-08,18
2017-12-09,4
2017-12-10,2
2017-12-11,18
2017-12-12,21
2017-12-13,19
2017-12-14,18
2017-12-15,18
2017-12-16,3
2017-12-17,2
2017-12-18,18
2017-12-19,16
2017-12-20,17
2017-12-21,17
2017-12-22,16
2017-12-23,4
2017-12-24,2
2017-12-25,3
2017-12-26,16
2017-12-27,17
2017-12-28,11
2017-12-29,15
2017-12-30,5
2017-12-31,4
2018-01-01,2
2018-01-02,21
2018-01-03,21
2018-01-04,23
2018-01-05,25
2018-01-06,10
2018-01-07,4
2018-01-08,21
2018-01-09,23
2018-01-10,21
2018-01-11,33
2018-01-12,32
2018-01-13,10
2018-01-14,4
2018-01-15,7
2018-01-16,24
2018-01-17,23
2018-01-18,25
2018-01-19,22
2018-01-20,7
2018-01-21,3
2018-01-22,27
2018-01-23,30
2018-01-24,31
2018-01-25,26
2018-01-26,35
2018-01-27,9
2018-01-28,9
2018-01-29,37
2018-01-30,41
2018-01-31,50
2018-02-01,89
2018-02-02,100
2018-02-03,17
2018-02-04,6
2018-02-05,53
2018-02-06,62
2018-02-07,48
2018-02-08,48
2018-02-09,55
2018-02-10,10
2018-02-11,6
2018-02-12,43
2018-02-13,41
2018-02-14,39
2018-02-15,40
2018-02-16,38
2018-02-17,9
2018-02-18,6
2018-02-19,5
2018-02-20,38
2018-02-21,40
2018-02-22,33
2018-02-23,37
2018-02-24,10
2018-02-25,5
2018-02-26,32
2018-02-27,42
2018-02-28,39
2018-03-01,31
2018-03-02,36
2018-03-03,9
2018-03-04,5
2018-03-05,37
2018-03-06,33
2018-03-07,40
2018-03-08,34
2018-03-09,39
2018-03-10,10
2018-03-11,5
2018-03-12,36
2018-03-13,44
2018-03-14,30
2018-03-15,40
2018-03-16,29
2018-03-17,7
2018-03-18,6
2018-03-19,32
2018-03-20,37
2018-03-21,34
2018-03-22,36
2018-03-23,37
2018-03-24,9
2018-03-25,6
2018-03-26,39
2018-03-27,47
2018-03-28,86
2018-03-29,86
2018-03-30,29
2018-03-31,8
2018-04-01,5
2018-04-02,81
2018-04-03,83
2018-04-04,67
2018-04-05,53
2018-04-06,51
2018-04-07,12
2018-04-08,6
