date,AMZN stock
2017-01-19,15
2017-01-20,16
2017-01-21,6
2017-01-22,4
2017-01-23,14
2017-01-24,17
2017-01-25,22
2017-01-26,21
2017-01-27,21
2017-01-28,3
2017-01-29,4
2017-01-30,16
2017-01-31,22
2017-02-01,27
2017-02-02,50
2017-02-03,49
2017-02-04,9
2017-02-05,3
2017-02-06,19
2017-02-07,23
2017-02-08,17
2017-02-09,17
2017-02-10,17
2017-02-11,7
2017-02-12,4
2017-02-13,17
2017-02-14,15
2017-02-15,17
2017-02-16,17
2017-02-17,18
2017-02-18,3
2017-02-19,1
2017-02-20,4
2017-02-21,18
2017-02-22,19
2017-02-23,20
2017-02-24,15
2017-02-25,4
2017-02-26,3
2017-02-27,13
2017-02-28,22
2017-03-01,26
2017-03-02,18
2017-03-03,14
2017-03-04,4
2017-03-05,3
2017-03-06,15
2017-03-07,13
2017-03-08,15
2017-03-09,15
2017-03-10,16
2017-03-11,2
2017-03-12,5
2017-03-13,12
2017-03-14,10
2017-03-15,11
2017-03-16,13
2017-03-17,8
2017-03-18,2
2017-03-19,2
2017-03-20,10
2017-03-21,13
2017-03-22,15
2017-03-23,12
2017-03-24,9
2017-03-25,3
2017-03-26,4
2017-03-27,12
2017-03-28,12
2017-03-29,19
2017-03-30,21
2017-03-31,26
2017-04-01,8
2017-04-02,3
2017-04-03,19
2017-04-04,22
2017-04-05,25
2017-04-06,27
2017-04-07,23
2017-04-08,7
2017-04-09,4
2017-04-10,19
2017-04-11,23
2017-04-12,20
2017-04-13,16
2017-04-14,11
2017-04-15,5
2017-04-16,3
2017-04-17,16
2017-04-18,16
2017-04-19,21
2017-04-20,18
2017-04-21,19
2017-04-22,4
2017-04-23,2
2017-04-24,16
2017-04-25,21
2017-04-26,22
2017-04-27,64
2017-04-28,66
2017-04-29,12
2017-04-30,4
2017-05-01,26
2017-05-02,30
2017-05-03,21
2017-05-04,18
2017-05-05,17
2017-05-06,6
2017-05-07,3
2017-05-08,24
2017-05-09,27
2017-05-10,20
2017-05-11,23
2017-05-12,23
2017-05-13,8
2017-05-14,6
2017-05-15,19
2017-05-16,23
2017-05-17,35
2017-05-18,25
2017-05-19,21
2017-05-20,8
2017-05-21,2
2017-05-22,21
2017-05-23,22
2017-05-24,24
2017-05-25,45
2017-05-26,35
2017-05-27,5
2017-05-28,6
2017-05-29,7
2017-05-30,36
2017-05-31,30
2017-06-01,31
2017-06-02,26
2017-06-03,12
2017-06-04,5
2017-06-05,29
2017-06-06,36
2017-06-07,21
2017-06-08,30
2017-06-09,40
2017-06-10,17
2017-06-11,6
2017-06-12,41
2017-06-13,35
2017-06-14,28
2017-06-15,30
2017-06-16,86
2017-06-17,19
2017-06-18,10
2017-06-19,38
2017-06-20,32
2017-06-21,30
2017-06-22,32
2017-06-23,27
2017-06-24,9
2017-06-25,5
2017-06-26,28
2017-06-27,28
2017-06-28,33
2017-06-29,25
2017-06-30,26
2017-07-01,8
2017-07-02,2
2017-07-03,30
2017-07-04,33
2017-07-05,32
2017-07-06,27
2017-07-07,18
2017-07-08,3
2017-07-09,2
2017-07-10,31
2017-07-11,27
2017-07-12,34
2017-07-13,31
2017-07-14,29
2017-07-15,9
2017-07-16,4
2017-07-17,25
2017-07-18,32
2017-07-19,31
2017-07-20,27
2017-07-21,27
2017-07-22,6
2017-07-23,4
2017-07-24,31
2017-07-25,31
2017-07-26,41
2017-07-27,100
2017-07-28,90
2017-07-29,17
2017-07-30,6
2017-07-31,45
2017-08-01,50
2017-08-02,33
2017-08-03,42
2017-08-04,27
2017-08-05,9
2017-08-06,6
2017-08-07,29
2017-08-08,29
2017-08-09,25
2017-08-10,30
2017-08-11,32
2017-08-12,7
2017-08-13,3
2017-08-14,24
2017-08-15,32
2017-08-16,42
2017-08-17,29
2017-08-18,26
2017-08-19,7
2017-08-20,3
2017-08-21,21
2017-08-22,28
2017-08-23,26
2017-08-24,23
2017-08-25,31
2017-08-26,6
2017-08-27,4
2017-08-28,32
2017-08-29,26
2017-08-30,25
2017-08-31,28
2017-09-01,17
2017-09-02,5
2017-09-03,3
2017-09-04,4
2017-09-05,21
2017-09-06,18
2017-09-07,24
2017-09-08,22
2017-09-09,8
2017-09-10,4
2017-09-11,19
2017-09-12,18
2017-09-13,22
2017-09-14,22
2017-09-15,22
2017-09-16,7
2017-09-17,1
2017-09-18,24
2017-09-19,19
2017-09-20,21
2017-09-21,19
2017-09-22,21
2017-09-23,4
2017-09-24,3
2017-09-25,23
2017-09-26,25
2017-09-27,24
2017-09-28,20
2017-09-29,23
2017-09-30,4
2017-10-01,5
2017-10-02,19
2017-10-03,17
2017-10-04,17
2017-10-05,18
2017-10-06,19
