date,AMZN stock
2014-07-24,37
2014-07-25,100
2014-07-26,22
2014-07-27,6
2014-07-28,36
2014-07-29,42
2014-07-30,18
2014-07-31,21
2014-08-01,18
2014-08-02,6
2014-08-03,4
2014-08-04,17
2014-08-05,19
2014-08-06,11
2014-08-07,15
2014-08-08,17
2014-08-09,13
2014-08-10,4
2014-08-11,24
2014-08-12,10
2014-08-13,14
2014-08-14,28
2014-08-15,19
2014-08-16,10
2014-08-17,2
2014-08-18,9
2014-08-19,19
2014-08-20,21
2014-08-21,12
2014-08-22,11
2014-08-23,10
2014-08-24,6
2014-08-25,12
2014-08-26,22
2014-08-27,17
2014-08-28,27
2014-08-29,14
2014-08-30,0
2014-08-31,4
2014-09-01,3
2014-09-02,21
2014-09-03,15
2014-09-04,5
2014-09-05,17
2014-09-06,6
2014-09-07,4
2014-09-08,17
2014-09-09,15
2014-09-10,20
2014-09-11,15
2014-09-12,14
2014-09-13,10
2014-09-14,0
2014-09-15,18
2014-09-16,30
2014-09-17,13
2014-09-18,17
2014-09-19,22
2014-09-20,8
2014-09-21,0
2014-09-22,8
2014-09-23,10
2014-09-24,12
2014-09-25,10
2014-09-26,9
2014-09-27,4
2014-09-28,0
2014-09-29,13
2014-09-30,8
2014-10-01,15
2014-10-02,3
2014-10-03,14
2014-10-04,6
2014-10-05,4
2014-10-06,10
2014-10-07,11
2014-10-08,11
2014-10-09,11
2014-10-10,8
2014-10-11,6
2014-10-12,6
2014-10-13,13
2014-10-14,11
2014-10-15,10
2014-10-16,24
2014-10-17,20
2014-10-18,4
2014-10-19,0
2014-10-20,11
2014-10-21,17
2014-10-22,11
2014-10-23,49
2014-10-24,76
2014-10-25,15
2014-10-26,9
2014-10-27,28
2014-10-28,13
2014-10-29,34
2014-10-30,18
2014-10-31,24
2014-11-01,2
2014-11-02,6
2014-11-03,14
2014-11-04,20
2014-11-05,32
2014-11-06,22
2014-11-07,15
2014-11-08,4
2014-11-09,4
2014-11-10,10
2014-11-11,16
2014-11-12,22
2014-11-13,15
2014-11-14,24
2014-11-15,9
2014-11-16,5
2014-11-17,28
2014-11-18,13
2014-11-19,11
2014-11-20,14
2014-11-21,20
2014-11-22,4
2014-11-23,4
2014-11-24,15
2014-11-25,11
2014-11-26,13
2014-11-27,3
2014-11-28,7
2014-11-29,5
2014-11-30,7
2014-12-01,28
2014-12-02,14
2014-12-03,15
2014-12-04,20
2014-12-05,18
2014-12-06,7
2014-12-07,0
2014-12-08,19
2014-12-09,23
2014-12-10,11
2014-12-11,9
2014-12-12,15
2014-12-13,4
2014-12-14,4
2014-12-15,9
2014-12-16,13
2014-12-17,16
2014-12-18,12
2014-12-19,15
2014-12-20,19
2014-12-21,4
2014-12-22,13
2014-12-23,16
2014-12-24,8
2014-12-25,8
2014-12-26,7
2014-12-27,10
2014-12-28,6
2014-12-29,23
2014-12-30,20
2014-12-31,13
2015-01-01,4
2015-01-02,14
2015-01-03,2
2015-01-04,2
2015-01-05,12
2015-01-06,14
2015-01-07,12
2015-01-08,11
2015-01-09,13
2015-01-10,5
2015-01-11,0
2015-01-12,12
2015-01-13,10
2015-01-14,9
2015-01-15,9
2015-01-16,20
2015-01-17,7
2015-01-18,4
2015-01-19,3
2015-01-20,16
2015-01-21,21
2015-01-22,15
2015-01-23,24
2015-01-24,10
2015-01-25,4
2015-01-26,10
2015-01-27,12
2015-01-28,18
2015-01-29,27
2015-01-30,97
2015-01-31,28
2015-02-01,5
2015-02-02,34
2015-02-03,18
2015-02-04,26
2015-02-05,24
2015-02-06,28
2015-02-07,9
2015-02-08,7
2015-02-09,16
2015-02-10,6
2015-02-11,25
2015-02-12,33
2015-02-13,23
2015-02-14,9
2015-02-15,7
2015-02-16,11
2015-02-17,18
2015-02-18,17
2015-02-19,8
2015-02-20,17
2015-02-21,7
2015-02-22,3
2015-02-23,10
2015-02-24,16
2015-02-25,15
2015-02-26,10
2015-02-27,17
2015-02-28,5
2015-03-01,5
2015-03-02,9
2015-03-03,19
2015-03-04,22
2015-03-05,12
2015-03-06,16
2015-03-07,4
2015-03-08,2
2015-03-09,13
2015-03-10,21
2015-03-11,19
2015-03-12,15
2015-03-13,12
2015-03-14,5
2015-03-15,2
2015-03-16,9
2015-03-17,18
2015-03-18,6
2015-03-19,6
2015-03-20,8
2015-03-21,5
2015-03-22,3
2015-03-23,3
2015-03-24,3
2015-03-25,11
2015-03-26,14
2015-03-27,8
2015-03-28,0
2015-03-29,4
2015-03-30,13
2015-03-31,18
2015-04-01,8
2015-04-02,6
2015-04-03,5
2015-04-04,2
2015-04-05,4
2015-04-06,11
2015-04-07,18
2015-04-08,10
2015-04-09,15
2015-04-10,16
