date,AMZN stock
2018-02-13,51
2018-02-14,42
2018-02-15,40
2018-02-16,42
2018-02-17,9
2018-02-18,3
2018-02-19,11
2018-02-20,40
2018-02-21,44
2018-02-22,45
2018-02-23,42
2018-02-24,14
2018-02-25,4
2018-02-26,41
2018-02-27,46
2018-02-28,40
2018-03-01,39
2018-03-02,44
2018-03-03,11
2018-03-04,5
2018-03-05,33
2018-03-06,42
2018-03-07,49
2018-03-08,43
2018-03-09,46
2018-03-10,11
2018-03-11,9
2018-03-12,41
2018-03-13,44
2018-03-14,39
2018-03-15,33
2018-03-16,36
2018-03-17,10
2018-03-18,5
2018-03-19,45
2018-03-20,48
2018-03-21,47
2018-03-22,45
2018-03-23,53
2018-03-24,10
2018-03-25,6
2018-03-26,47
2018-03-27,53
2018-03-28,100
2018-03-29,91
2018-03-30,32
2018-03-31,9
2018-04-01,9
2018-04-02,100
2018-04-03,88
2018-04-04,67
2018-04-05,64
2018-04-06,64
2018-04-07,10
2018-04-08,6
