date,AMZN stock
2012-01-26,36
2012-01-27,56
2012-01-28,0
2012-01-29,0
2012-01-30,0
2012-01-31,78
2012-02-01,79
2012-02-02,44
2012-02-03,45
2012-02-04,21
2012-02-05,0
2012-02-06,26
2012-02-07,26
2012-02-08,35
2012-02-09,0
2012-02-10,36
2012-02-11,0
2012-02-12,0
2012-02-13,8
2012-02-14,79
2012-02-15,26
2012-02-16,26
2012-02-17,9
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,9
2012-02-22,9
2012-02-23,0
2012-02-24,27
2012-02-25,11
2012-02-26,0
2012-02-27,34
2012-02-28,34
2012-02-29,9
2012-03-01,27
2012-03-02,0
2012-03-03,0
2012-03-04,11
2012-03-05,9
2012-03-06,43
2012-03-07,17
2012-03-08,45
2012-03-09,18
2012-03-10,0
2012-03-11,0
2012-03-12,0
2012-03-13,9
2012-03-14,0
2012-03-15,17
2012-03-16,18
2012-03-17,0
2012-03-18,0
2012-03-19,35
2012-03-20,17
2012-03-21,9
2012-03-22,26
2012-03-23,19
2012-03-24,0
2012-03-25,21
2012-03-26,9
2012-03-27,52
2012-03-28,35
2012-03-29,26
2012-03-30,47
2012-03-31,0
2012-04-01,0
2012-04-02,35
2012-04-03,26
2012-04-04,27
2012-04-05,28
2012-04-06,30
2012-04-07,0
2012-04-08,0
2012-04-09,21
2012-04-10,18
2012-04-11,34
2012-04-12,17
2012-04-13,0
2012-04-14,10
2012-04-15,0
2012-04-16,34
2012-04-17,25
2012-04-18,9
2012-04-19,0
2012-04-20,0
2012-04-21,0
2012-04-22,0
2012-04-23,17
2012-04-24,25
2012-04-25,26
2012-04-26,52
2012-04-27,100
2012-04-28,32
2012-04-29,11
2012-04-30,36
2012-05-01,38
2012-05-02,25
2012-05-03,26
2012-05-04,18
2012-05-05,0
2012-05-06,10
2012-05-07,17
2012-05-08,8
2012-05-09,8
2012-05-10,26
2012-05-11,27
2012-05-12,21
2012-05-13,10
2012-05-14,17
2012-05-15,17
2012-05-16,25
2012-05-17,9
2012-05-18,46
2012-05-19,43
2012-05-20,0
2012-05-21,17
2012-05-22,26
2012-05-23,26
2012-05-24,43
2012-05-25,27
2012-05-26,0
2012-05-27,0
2012-05-28,0
2012-05-29,8
2012-05-30,8
2012-05-31,0
2012-06-01,18
2012-06-02,21
2012-06-03,0
2012-06-04,17
2012-06-05,9
2012-06-06,17
2012-06-07,9
2012-06-08,9
2012-06-09,0
2012-06-10,10
2012-06-11,25
2012-06-12,8
2012-06-13,8
2012-06-14,9
2012-06-15,27
2012-06-16,0
2012-06-17,0
2012-06-18,17
2012-06-19,25
2012-06-20,8
2012-06-21,34
2012-06-22,9
2012-06-23,11
2012-06-24,0
2012-06-25,8
2012-06-26,0
2012-06-27,9
2012-06-28,0
2012-06-29,18
2012-06-30,0
2012-07-01,0
2012-07-02,35
2012-07-03,0
2012-07-04,0
2012-07-05,27
2012-07-06,18
2012-07-07,0
2012-07-08,11
2012-07-09,0
2012-07-10,26
2012-07-11,9
2012-07-12,9
2012-07-13,18
2012-07-14,0
2012-07-15,0
2012-07-16,9
2012-07-17,17
2012-07-18,9
2012-07-19,17
2012-07-20,18
2012-07-21,0
2012-07-22,0
2012-07-23,0
2012-07-24,52
2012-07-25,26
2012-07-26,44
2012-07-27,45
2012-07-28,22
2012-07-29,0
2012-07-30,9
2012-07-31,26
2012-08-01,26
2012-08-02,9
2012-08-03,46
2012-08-04,0
2012-08-05,0
2012-08-06,17
2012-08-07,26
2012-08-08,0
2012-08-09,0
2012-08-10,27
2012-08-11,0
2012-08-12,0
2012-08-13,0
2012-08-14,0
2012-08-15,0
2012-08-16,27
2012-08-17,37
2012-08-18,11
2012-08-19,11
2012-08-20,0
2012-08-21,35
2012-08-22,17
2012-08-23,9
2012-08-24,9
2012-08-25,10
2012-08-26,10
2012-08-27,34
2012-08-28,8
2012-08-29,25
2012-08-30,9
2012-08-31,18
2012-09-01,10
2012-09-02,0
2012-09-03,17
2012-09-04,25
2012-09-05,8
2012-09-06,51
2012-09-07,36
2012-09-08,0
2012-09-09,0
2012-09-10,33
2012-09-11,24
2012-09-12,32
2012-09-13,25
2012-09-14,43
2012-09-15,10
2012-09-16,0
2012-09-17,17
2012-09-18,8
2012-09-19,0
2012-09-20,25
2012-09-21,17
2012-09-22,10
2012-09-23,0
2012-09-24,8
2012-09-25,24
2012-09-26,32
2012-09-27,16
2012-09-28,17
2012-09-29,0
2012-09-30,0
2012-10-01,16
2012-10-02,32
2012-10-03,25
2012-10-04,24
2012-10-05,33
2012-10-06,0
2012-10-07,19
2012-10-08,8
2012-10-09,8
2012-10-10,8
2012-10-11,16
2012-10-12,17
