date,AMZN stock
2015-08-18,12
2015-08-19,8
2015-08-20,13
2015-08-21,19
2015-08-22,4
2015-08-23,4
2015-08-24,27
2015-08-25,24
2015-08-26,20
2015-08-27,24
2015-08-28,16
2015-08-29,4
2015-08-30,1
2015-08-31,9
2015-09-01,11
2015-09-02,12
2015-09-03,14
2015-09-04,10
2015-09-05,3
2015-09-06,2
2015-09-07,3
2015-09-08,9
2015-09-09,13
2015-09-10,5
2015-09-11,8
2015-09-12,7
2015-09-13,2
2015-09-14,5
2015-09-15,9
2015-09-16,9
2015-09-17,9
2015-09-18,8
2015-09-19,3
2015-09-20,5
2015-09-21,9
2015-09-22,13
2015-09-23,6
2015-09-24,12
2015-09-25,8
2015-09-26,4
2015-09-27,1
2015-09-28,8
2015-09-29,9
2015-09-30,15
2015-10-01,14
2015-10-02,11
2015-10-03,5
2015-10-04,3
2015-10-05,12
2015-10-06,12
2015-10-07,11
2015-10-08,14
2015-10-09,11
2015-10-10,3
2015-10-11,0
2015-10-12,9
2015-10-13,14
2015-10-14,7
2015-10-15,16
2015-10-16,15
2015-10-17,3
2015-10-18,3
2015-10-19,15
2015-10-20,13
2015-10-21,15
2015-10-22,45
2015-10-23,54
2015-10-24,11
2015-10-25,7
2015-10-26,18
2015-10-27,15
2015-10-28,21
2015-10-29,20
2015-10-30,12
2015-10-31,9
2015-11-01,2
2015-11-02,17
2015-11-03,16
2015-11-04,18
2015-11-05,27
2015-11-06,18
2015-11-07,11
2015-11-08,7
2015-11-09,9
2015-11-10,14
2015-11-11,17
2015-11-12,22
2015-11-13,23
2015-11-14,7
2015-11-15,0
2015-11-16,17
2015-11-17,15
2015-11-18,22
2015-11-19,14
2015-11-20,18
2015-11-21,10
2015-11-22,4
2015-11-23,21
2015-11-24,28
2015-11-25,14
2015-11-26,6
2015-11-27,13
2015-11-28,3
2015-11-29,4
2015-11-30,14
2015-12-01,20
2015-12-02,11
2015-12-03,13
2015-12-04,18
2015-12-05,5
2015-12-06,2
2015-12-07,16
2015-12-08,15
2015-12-09,14
2015-12-10,14
2015-12-11,17
2015-12-12,4
2015-12-13,4
2015-12-14,19
2015-12-15,20
2015-12-16,14
2015-12-17,18
2015-12-18,13
2015-12-19,1
2015-12-20,5
2015-12-21,8
2015-12-22,16
2015-12-23,12
2015-12-24,13
2015-12-25,2
2015-12-26,5
2015-12-27,2
2015-12-28,13
2015-12-29,25
2015-12-30,22
2015-12-31,9
2016-01-01,5
2016-01-02,2
2016-01-03,4
2016-01-04,34
2016-01-05,29
2016-01-06,23
2016-01-07,42
2016-01-08,36
2016-01-09,9
2016-01-10,4
2016-01-11,23
2016-01-12,25
2016-01-13,29
2016-01-14,22
2016-01-15,34
2016-01-16,9
2016-01-17,3
2016-01-18,8
2016-01-19,24
2016-01-20,24
2016-01-21,29
2016-01-22,32
2016-01-23,6
2016-01-24,3
2016-01-25,21
2016-01-26,28
2016-01-27,32
2016-01-28,100
2016-01-29,98
2016-01-30,18
2016-01-31,5
2016-02-01,27
2016-02-02,40
2016-02-03,30
2016-02-04,29
2016-02-05,41
2016-02-06,10
2016-02-07,7
2016-02-08,52
2016-02-09,27
2016-02-10,35
2016-02-11,41
2016-02-12,41
2016-02-13,5
2016-02-14,3
2016-02-15,6
2016-02-16,31
2016-02-17,21
2016-02-18,30
2016-02-19,22
2016-02-20,6
2016-02-21,3
2016-02-22,24
2016-02-23,19
2016-02-24,27
2016-02-25,25
2016-02-26,29
2016-02-27,2
2016-02-28,3
2016-02-29,27
2016-03-01,28
2016-03-02,28
2016-03-03,23
2016-03-04,23
2016-03-05,6
2016-03-06,4
2016-03-07,27
2016-03-08,21
2016-03-09,14
2016-03-10,15
2016-03-11,19
2016-03-12,5
2016-03-13,1
2016-03-14,19
2016-03-15,19
2016-03-16,19
2016-03-17,19
2016-03-18,24
2016-03-19,3
2016-03-20,3
2016-03-21,28
2016-03-22,26
2016-03-23,23
2016-03-24,16
2016-03-25,8
2016-03-26,4
2016-03-27,3
2016-03-28,13
2016-03-29,18
2016-03-30,22
2016-03-31,21
2016-04-01,21
2016-04-02,5
2016-04-03,1
2016-04-04,21
2016-04-05,14
2016-04-06,20
2016-04-07,17
2016-04-08,17
2016-04-09,6
2016-04-10,4
2016-04-11,21
2016-04-12,14
2016-04-13,22
2016-04-14,18
2016-04-15,20
2016-04-16,5
2016-04-17,4
2016-04-18,25
2016-04-19,14
2016-04-20,20
2016-04-21,21
2016-04-22,23
2016-04-23,3
2016-04-24,2
2016-04-25,14
2016-04-26,23
2016-04-27,18
2016-04-28,96
2016-04-29,69
2016-04-30,16
2016-05-01,6
2016-05-02,39
2016-05-03,27
2016-05-04,25
