date,AMZN stock
2016-09-11,2
2016-09-12,15
2016-09-13,15
2016-09-14,11
2016-09-15,10
2016-09-16,14
2016-09-17,3
2016-09-18,2
2016-09-19,11
2016-09-20,12
2016-09-21,14
2016-09-22,20
2016-09-23,20
2016-09-24,7
2016-09-25,2
2016-09-26,14
2016-09-27,20
2016-09-28,23
2016-09-29,21
2016-09-30,23
2016-10-01,7
2016-10-02,4
2016-10-03,19
2016-10-04,16
2016-10-05,23
2016-10-06,19
2016-10-07,15
2016-10-08,3
2016-10-09,2
2016-10-10,14
2016-10-11,18
2016-10-12,15
2016-10-13,17
2016-10-14,15
2016-10-15,5
2016-10-16,2
2016-10-17,18
2016-10-18,23
2016-10-19,15
2016-10-20,18
2016-10-21,19
2016-10-22,4
2016-10-23,3
2016-10-24,22
2016-10-25,25
2016-10-26,25
2016-10-27,55
2016-10-28,60
2016-10-29,11
2016-10-30,5
2016-10-31,28
2016-11-01,23
2016-11-02,29
2016-11-03,28
2016-11-04,19
2016-11-05,6
2016-11-06,4
2016-11-07,25
2016-11-08,25
2016-11-09,52
2016-11-10,43
2016-11-11,42
2016-11-12,8
2016-11-13,7
2016-11-14,24
2016-11-15,32
2016-11-16,29
2016-11-17,27
2016-11-18,35
2016-11-19,9
2016-11-20,5
2016-11-21,25
2016-11-22,25
2016-11-23,26
2016-11-24,6
2016-11-25,16
2016-11-26,8
2016-11-27,5
2016-11-28,24
2016-11-29,24
2016-11-30,25
2016-12-01,24
2016-12-02,24
2016-12-03,7
2016-12-04,2
2016-12-05,22
2016-12-06,26
2016-12-07,24
2016-12-08,22
2016-12-09,19
2016-12-10,6
2016-12-11,4
2016-12-12,18
2016-12-13,25
2016-12-14,25
2016-12-15,22
2016-12-16,15
2016-12-17,6
2016-12-18,3
2016-12-19,19
2016-12-20,19
2016-12-21,18
2016-12-22,20
2016-12-23,16
2016-12-24,6
2016-12-25,2
2016-12-26,7
2016-12-27,16
2016-12-28,21
2016-12-29,15
2016-12-30,18
2016-12-31,5
2017-01-01,2
2017-01-02,7
2017-01-03,18
2017-01-04,23
2017-01-05,22
2017-01-06,33
2017-01-07,8
2017-01-08,5
2017-01-09,21
2017-01-10,23
2017-01-11,21
2017-01-12,33
2017-01-13,29
2017-01-14,7
2017-01-15,3
2017-01-16,5
2017-01-17,25
2017-01-18,24
2017-01-19,27
2017-01-20,23
2017-01-21,8
2017-01-22,4
2017-01-23,22
2017-01-24,26
2017-01-25,32
2017-01-26,37
2017-01-27,28
2017-01-28,6
2017-01-29,4
2017-01-30,27
2017-01-31,28
2017-02-01,36
2017-02-02,71
2017-02-03,87
2017-02-04,11
2017-02-05,6
2017-02-06,27
2017-02-07,32
2017-02-08,28
2017-02-09,29
2017-02-10,23
2017-02-11,8
2017-02-12,3
2017-02-13,26
2017-02-14,26
2017-02-15,26
2017-02-16,27
2017-02-17,28
2017-02-18,6
2017-02-19,3
2017-02-20,7
2017-02-21,22
2017-02-22,28
2017-02-23,24
2017-02-24,21
2017-02-25,6
2017-02-26,3
2017-02-27,26
2017-02-28,33
2017-03-01,32
2017-03-02,24
2017-03-03,20
2017-03-04,5
2017-03-05,4
2017-03-06,22
2017-03-07,16
2017-03-08,20
2017-03-09,19
2017-03-10,17
2017-03-11,6
2017-03-12,6
2017-03-13,24
2017-03-14,17
2017-03-15,17
2017-03-16,24
2017-03-17,20
2017-03-18,5
2017-03-19,3
2017-03-20,14
2017-03-21,22
2017-03-22,21
2017-03-23,16
2017-03-24,18
2017-03-25,5
2017-03-26,4
2017-03-27,17
2017-03-28,17
2017-03-29,29
2017-03-30,33
2017-03-31,35
2017-04-01,8
2017-04-02,5
2017-04-03,30
2017-04-04,34
2017-04-05,44
2017-04-06,43
2017-04-07,35
2017-04-08,9
2017-04-09,3
2017-04-10,33
2017-04-11,28
2017-04-12,31
2017-04-13,27
2017-04-14,18
2017-04-15,6
2017-04-16,3
2017-04-17,29
2017-04-18,33
2017-04-19,26
2017-04-20,31
2017-04-21,25
2017-04-22,5
2017-04-23,6
2017-04-24,30
2017-04-25,37
2017-04-26,34
2017-04-27,91
2017-04-28,100
2017-04-29,18
2017-04-30,10
2017-05-01,51
2017-05-02,41
2017-05-03,39
2017-05-04,32
2017-05-05,35
2017-05-06,9
2017-05-07,5
2017-05-08,35
2017-05-09,40
2017-05-10,32
2017-05-11,33
2017-05-12,35
2017-05-13,8
2017-05-14,5
2017-05-15,34
2017-05-16,34
2017-05-17,51
2017-05-18,33
2017-05-19,36
2017-05-20,12
2017-05-21,5
2017-05-22,28
2017-05-23,34
2017-05-24,36
2017-05-25,64
2017-05-26,57
2017-05-27,10
2017-05-28,8
2017-05-29,9
