date,AMZN stock
2015-04-10,6
2015-04-11,4
2015-04-12,3
2015-04-13,8
2015-04-14,12
2015-04-15,7
2015-04-16,7
2015-04-17,11
2015-04-18,5
2015-04-19,1
2015-04-20,8
2015-04-21,6
2015-04-22,9
2015-04-23,44
2015-04-24,58
2015-04-25,22
2015-04-26,12
2015-04-27,22
2015-04-28,14
2015-04-29,18
2015-04-30,13
2015-05-01,29
2015-05-02,10
2015-05-03,0
2015-05-04,12
2015-05-05,12
2015-05-06,20
2015-05-07,12
2015-05-08,23
2015-05-09,4
2015-05-10,4
2015-05-11,8
2015-05-12,8
2015-05-13,2
2015-05-14,15
2015-05-15,19
2015-05-16,1
2015-05-17,3
2015-05-18,10
2015-05-19,8
2015-05-20,10
2015-05-21,11
2015-05-22,17
2015-05-23,0
2015-05-24,3
2015-05-25,6
2015-05-26,11
2015-05-27,9
2015-05-28,3
2015-05-29,6
2015-05-30,0
2015-05-31,4
2015-06-01,5
2015-06-02,2
2015-06-03,5
2015-06-04,8
2015-06-05,4
2015-06-06,3
2015-06-07,1
2015-06-08,8
2015-06-09,5
2015-06-10,5
2015-06-11,11
2015-06-12,6
2015-06-13,6
2015-06-14,7
2015-06-15,7
2015-06-16,8
2015-06-17,3
2015-06-18,11
2015-06-19,7
2015-06-20,3
2015-06-21,0
2015-06-22,16
2015-06-23,6
2015-06-24,12
2015-06-25,8
2015-06-26,7
2015-06-27,1
2015-06-28,3
2015-06-29,12
2015-06-30,9
2015-07-01,12
2015-07-02,8
2015-07-03,1
2015-07-04,4
2015-07-05,1
2015-07-06,6
2015-07-07,16
2015-07-08,8
2015-07-09,5
2015-07-10,10
2015-07-11,4
2015-07-12,1
2015-07-13,7
2015-07-14,18
2015-07-15,20
2015-07-16,16
2015-07-17,21
2015-07-18,6
2015-07-19,8
2015-07-20,24
2015-07-21,20
2015-07-22,17
2015-07-23,91
2015-07-24,100
2015-07-25,24
2015-07-26,8
2015-07-27,48
2015-07-28,24
2015-07-29,30
2015-07-30,27
2015-07-31,21
2015-08-01,8
2015-08-02,8
2015-08-03,14
2015-08-04,14
2015-08-05,16
2015-08-06,21
2015-08-07,17
2015-08-08,8
2015-08-09,4
2015-08-10,17
2015-08-11,15
2015-08-12,7
2015-08-13,20
2015-08-14,11
2015-08-15,10
2015-08-16,5
2015-08-17,19
2015-08-18,17
2015-08-19,14
2015-08-20,17
2015-08-21,18
2015-08-22,11
2015-08-23,1
2015-08-24,32
2015-08-25,33
2015-08-26,38
2015-08-27,31
2015-08-28,16
2015-08-29,11
2015-08-30,3
2015-08-31,14
2015-09-01,15
2015-09-02,18
2015-09-03,15
2015-09-04,13
2015-09-05,4
2015-09-06,1
2015-09-07,6
2015-09-08,8
2015-09-09,15
2015-09-10,8
2015-09-11,13
2015-09-12,3
2015-09-13,6
2015-09-14,14
2015-09-15,13
2015-09-16,9
2015-09-17,10
2015-09-18,3
2015-09-19,3
2015-09-20,4
2015-09-21,15
2015-09-22,15
2015-09-23,10
2015-09-24,13
2015-09-25,11
2015-09-26,3
2015-09-27,4
2015-09-28,13
2015-09-29,14
2015-09-30,19
2015-10-01,16
2015-10-02,9
2015-10-03,4
2015-10-04,1
2015-10-05,11
2015-10-06,12
2015-10-07,11
2015-10-08,9
2015-10-09,7
2015-10-10,4
2015-10-11,3
2015-10-12,18
2015-10-13,13
2015-10-14,14
2015-10-15,30
2015-10-16,31
2015-10-17,10
2015-10-18,2
2015-10-19,16
2015-10-20,27
2015-10-21,24
2015-10-22,56
2015-10-23,66
2015-10-24,23
2015-10-25,15
2015-10-26,37
2015-10-27,16
2015-10-28,17
2015-10-29,14
2015-10-30,25
2015-10-31,5
2015-11-01,8
2015-11-02,26
2015-11-03,28
2015-11-04,22
2015-11-05,25
2015-11-06,28
2015-11-07,10
2015-11-08,5
2015-11-09,21
2015-11-10,32
2015-11-11,29
2015-11-12,24
2015-11-13,26
2015-11-14,12
2015-11-15,4
2015-11-16,28
2015-11-17,28
2015-11-18,24
2015-11-19,28
2015-11-20,14
2015-11-21,12
2015-11-22,2
2015-11-23,18
2015-11-24,20
2015-11-25,25
2015-11-26,11
2015-11-27,19
2015-11-28,7
2015-11-29,9
2015-11-30,24
2015-12-01,20
2015-12-02,31
2015-12-03,22
2015-12-04,31
2015-12-05,6
2015-12-06,6
2015-12-07,18
2015-12-08,19
2015-12-09,20
2015-12-10,26
2015-12-11,27
2015-12-12,5
2015-12-13,8
2015-12-14,13
2015-12-15,28
2015-12-16,20
2015-12-17,18
2015-12-18,21
2015-12-19,11
2015-12-20,5
2015-12-21,22
2015-12-22,20
2015-12-23,20
2015-12-24,18
2015-12-25,9
2015-12-26,7
