date,AMZN stock
2010-08-24,46
2010-08-25,0
2010-08-26,0
2010-08-27,24
2010-08-28,0
2010-08-29,28
2010-08-30,0
2010-08-31,22
2010-09-01,22
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,23
2010-09-07,0
2010-09-08,0
2010-09-09,23
2010-09-10,0
2010-09-11,28
2010-09-12,0
2010-09-13,22
2010-09-14,43
2010-09-15,0
2010-09-16,0
2010-09-17,23
2010-09-18,0
2010-09-19,0
2010-09-20,0
2010-09-21,43
2010-09-22,44
2010-09-23,0
2010-09-24,45
2010-09-25,54
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,21
2010-09-30,43
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,63
2010-10-06,21
2010-10-07,0
2010-10-08,23
2010-10-09,27
2010-10-10,0
2010-10-11,43
2010-10-12,0
2010-10-13,21
2010-10-14,21
2010-10-15,89
2010-10-16,27
2010-10-17,26
2010-10-18,0
2010-10-19,82
2010-10-20,21
2010-10-21,64
2010-10-22,0
2010-10-23,0
2010-10-24,52
2010-10-25,41
2010-10-26,41
2010-10-27,0
2010-10-28,42
2010-10-29,0
2010-10-30,80
2010-10-31,27
2010-11-01,21
2010-11-02,20
2010-11-03,40
2010-11-04,0
2010-11-05,0
2010-11-06,26
2010-11-07,0
2010-11-08,0
2010-11-09,40
2010-11-10,20
2010-11-11,42
2010-11-12,22
2010-11-13,0
2010-11-14,0
2010-11-15,21
2010-11-16,20
2010-11-17,0
2010-11-18,0
2010-11-19,22
2010-11-20,26
2010-11-21,0
2010-11-22,0
2010-11-23,20
2010-11-24,0
2010-11-25,44
2010-11-26,0
2010-11-27,52
2010-11-28,0
2010-11-29,39
2010-11-30,39
2010-12-01,0
2010-12-02,40
2010-12-03,21
2010-12-04,0
2010-12-05,0
2010-12-06,40
2010-12-07,60
2010-12-08,0
2010-12-09,41
2010-12-10,21
2010-12-11,0
2010-12-12,0
2010-12-13,40
2010-12-14,40
2010-12-15,21
2010-12-16,0
2010-12-17,22
2010-12-18,26
2010-12-19,0
2010-12-20,21
2010-12-21,0
2010-12-22,44
2010-12-23,0
2010-12-24,0
2010-12-25,0
2010-12-26,0
2010-12-27,23
2010-12-28,45
2010-12-29,0
2010-12-30,0
2010-12-31,27
2011-01-01,0
2011-01-02,0
2011-01-03,21
2011-01-04,20
2011-01-05,0
2011-01-06,0
2011-01-07,84
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,38
2011-01-12,19
2011-01-13,39
2011-01-14,0
2011-01-15,24
2011-01-16,0
2011-01-17,57
2011-01-18,0
2011-01-19,0
2011-01-20,57
2011-01-21,59
2011-01-22,47
2011-01-23,0
2011-01-24,19
2011-01-25,0
2011-01-26,57
2011-01-27,38
2011-01-28,100
2011-01-29,0
2011-01-30,22
2011-01-31,54
2011-02-01,18
2011-02-02,37
2011-02-03,56
2011-02-04,58
2011-02-05,0
2011-02-06,22
2011-02-07,18
2011-02-08,56
2011-02-09,37
2011-02-10,57
2011-02-11,20
2011-02-12,0
2011-02-13,0
2011-02-14,19
2011-02-15,18
2011-02-16,18
2011-02-17,38
2011-02-18,20
2011-02-19,69
2011-02-20,0
2011-02-21,19
2011-02-22,18
2011-02-23,19
2011-02-24,0
2011-02-25,19
2011-02-26,23
2011-02-27,22
2011-02-28,54
2011-03-01,18
2011-03-02,19
2011-03-03,0
2011-03-04,39
2011-03-05,0
2011-03-06,0
2011-03-07,38
2011-03-08,75
2011-03-09,18
2011-03-10,37
2011-03-11,19
2011-03-12,0
2011-03-13,0
2011-03-14,19
2011-03-15,55
2011-03-16,37
2011-03-17,19
2011-03-18,39
2011-03-19,45
2011-03-20,0
2011-03-21,18
2011-03-22,0
2011-03-23,36
2011-03-24,57
2011-03-25,39
2011-03-26,23
2011-03-27,23
2011-03-28,18
2011-03-29,0
2011-03-30,37
2011-03-31,37
2011-04-01,58
2011-04-02,24
2011-04-03,23
2011-04-04,55
2011-04-05,55
2011-04-06,18
2011-04-07,37
2011-04-08,0
2011-04-09,0
2011-04-10,0
2011-04-11,0
2011-04-12,18
2011-04-13,0
2011-04-14,19
2011-04-15,19
2011-04-16,0
2011-04-17,0
2011-04-18,19
2011-04-19,0
2011-04-20,38
2011-04-21,40
2011-04-22,22
2011-04-23,0
2011-04-24,0
2011-04-25,41
2011-04-26,37
2011-04-27,36
2011-04-28,74
2011-04-29,19
2011-04-30,0
2011-05-01,47
2011-05-02,36
2011-05-03,54
2011-05-04,18
2011-05-05,37
2011-05-06,0
2011-05-07,47
2011-05-08,0
2011-05-09,54
2011-05-10,18
2011-05-11,18
