date,AMZN stock
2013-11-06,11
2013-11-07,17
2013-11-08,17
2013-11-09,2
2013-11-10,2
2013-11-11,13
2013-11-12,13
2013-11-13,12
2013-11-14,19
2013-11-15,15
2013-11-16,12
2013-11-17,9
2013-11-18,9
2013-11-19,15
2013-11-20,11
2013-11-21,12
2013-11-22,13
2013-11-23,5
2013-11-24,7
2013-11-25,17
2013-11-26,18
2013-11-27,15
2013-11-28,11
2013-11-29,15
2013-11-30,8
2013-12-01,10
2013-12-02,30
2013-12-03,27
2013-12-04,20
2013-12-05,11
2013-12-06,16
2013-12-07,2
2013-12-08,7
2013-12-09,14
2013-12-10,8
2013-12-11,18
2013-12-12,14
2013-12-13,20
2013-12-14,11
2013-12-15,6
2013-12-16,17
2013-12-17,18
2013-12-18,19
2013-12-19,21
2013-12-20,20
2013-12-21,14
2013-12-22,14
2013-12-23,15
2013-12-24,23
2013-12-25,7
2013-12-26,27
2013-12-27,22
2013-12-28,7
2013-12-29,6
2013-12-30,20
2013-12-31,19
2014-01-01,9
2014-01-02,14
2014-01-03,15
2014-01-04,9
2014-01-05,7
2014-01-06,15
2014-01-07,12
2014-01-08,12
2014-01-09,21
2014-01-10,10
2014-01-11,8
2014-01-12,8
2014-01-13,12
2014-01-14,22
2014-01-15,16
2014-01-16,7
2014-01-17,22
2014-01-18,7
2014-01-19,7
2014-01-20,7
2014-01-21,11
2014-01-22,23
2014-01-23,21
2014-01-24,21
2014-01-25,13
2014-01-26,6
2014-01-27,10
2014-01-28,27
2014-01-29,16
2014-01-30,55
2014-01-31,100
2014-02-01,40
2014-02-02,23
2014-02-03,46
2014-02-04,41
2014-02-05,25
2014-02-06,23
2014-02-07,28
2014-02-08,16
2014-02-09,4
2014-02-10,24
2014-02-11,22
2014-02-12,36
2014-02-13,25
2014-02-14,26
2014-02-15,4
2014-02-16,4
2014-02-17,5
2014-02-18,16
2014-02-19,24
2014-02-20,33
2014-02-21,23
2014-02-22,9
2014-02-23,10
2014-02-24,27
2014-02-25,26
2014-02-26,27
2014-02-27,20
2014-02-28,25
2014-03-01,8
2014-03-02,6
2014-03-03,19
2014-03-04,17
2014-03-05,29
2014-03-06,21
2014-03-07,32
2014-03-08,8
2014-03-09,6
2014-03-10,18
2014-03-11,16
2014-03-12,16
2014-03-13,26
2014-03-14,23
2014-03-15,7
2014-03-16,6
2014-03-17,20
2014-03-18,13
2014-03-19,14
2014-03-20,20
2014-03-21,14
2014-03-22,4
2014-03-23,2
2014-03-24,11
2014-03-25,19
2014-03-26,21
2014-03-27,16
2014-03-28,22
2014-03-29,5
2014-03-30,6
2014-03-31,19
2014-04-01,15
2014-04-02,21
2014-04-03,21
2014-04-04,20
2014-04-05,8
2014-04-06,5
2014-04-07,28
2014-04-08,14
2014-04-09,18
2014-04-10,21
2014-04-11,24
2014-04-12,7
2014-04-13,6
2014-04-14,17
2014-04-15,19
2014-04-16,20
2014-04-17,12
2014-04-18,11
2014-04-19,6
2014-04-20,4
2014-04-21,11
2014-04-22,13
2014-04-23,18
2014-04-24,31
2014-04-25,50
2014-04-26,16
2014-04-27,13
2014-04-28,32
2014-04-29,28
2014-04-30,26
2014-05-01,28
2014-05-02,23
2014-05-03,8
2014-05-04,6
2014-05-05,18
2014-05-06,28
2014-05-07,30
2014-05-08,34
2014-05-09,40
2014-05-10,12
2014-05-11,5
2014-05-12,26
2014-05-13,30
2014-05-14,22
2014-05-15,29
2014-05-16,20
2014-05-17,7
2014-05-18,8
2014-05-19,19
2014-05-20,28
2014-05-21,20
2014-05-22,19
2014-05-23,23
2014-05-24,12
2014-05-25,5
2014-05-26,9
2014-05-27,16
2014-05-28,20
2014-05-29,25
2014-05-30,18
2014-05-31,7
2014-06-01,4
2014-06-02,17
2014-06-03,11
2014-06-04,16
2014-06-05,26
2014-06-06,39
2014-06-07,8
2014-06-08,11
2014-06-09,21
2014-06-10,18
2014-06-11,31
2014-06-12,28
2014-06-13,32
2014-06-14,11
2014-06-15,10
2014-06-16,14
2014-06-17,20
2014-06-18,51
2014-06-19,38
2014-06-20,24
2014-06-21,10
2014-06-22,5
2014-06-23,16
2014-06-24,27
2014-06-25,16
2014-06-26,18
2014-06-27,15
2014-06-28,8
2014-06-29,4
2014-06-30,15
2014-07-01,20
2014-07-02,18
2014-07-03,21
2014-07-04,6
2014-07-05,3
2014-07-06,3
2014-07-07,16
2014-07-08,19
2014-07-09,19
2014-07-10,17
2014-07-11,27
2014-07-12,12
2014-07-13,6
2014-07-14,19
2014-07-15,21
2014-07-16,24
2014-07-17,17
2014-07-18,25
2014-07-19,12
2014-07-20,4
2014-07-21,16
2014-07-22,24
2014-07-23,15
2014-07-24,37
