date,AMZN stock
2012-10-12,15
2012-10-13,0
2012-10-14,0
2012-10-15,14
2012-10-16,14
2012-10-17,14
2012-10-18,49
2012-10-19,22
2012-10-20,0
2012-10-21,17
2012-10-22,27
2012-10-23,21
2012-10-24,0
2012-10-25,57
2012-10-26,74
2012-10-27,34
2012-10-28,24
2012-10-29,13
2012-10-30,7
2012-10-31,7
2012-11-01,15
2012-11-02,15
2012-11-03,0
2012-11-04,0
2012-11-05,13
2012-11-06,27
2012-11-07,13
2012-11-08,21
2012-11-09,43
2012-11-10,16
2012-11-11,32
2012-11-12,20
2012-11-13,27
2012-11-14,27
2012-11-15,7
2012-11-16,14
2012-11-17,16
2012-11-18,0
2012-11-19,13
2012-11-20,41
2012-11-21,21
2012-11-22,21
2012-11-23,7
2012-11-24,0
2012-11-25,16
2012-11-26,26
2012-11-27,20
2012-11-28,26
2012-11-29,27
2012-11-30,35
2012-12-01,16
2012-12-02,8
2012-12-03,40
2012-12-04,32
2012-12-05,20
2012-12-06,14
2012-12-07,28
2012-12-08,0
2012-12-09,16
2012-12-10,0
2012-12-11,33
2012-12-12,7
2012-12-13,27
2012-12-14,0
2012-12-15,8
2012-12-16,8
2012-12-17,20
2012-12-18,0
2012-12-19,14
2012-12-20,35
2012-12-21,0
2012-12-22,25
2012-12-23,0
2012-12-24,42
2012-12-25,9
2012-12-26,15
2012-12-27,21
2012-12-28,7
2012-12-29,0
2012-12-30,0
2012-12-31,8
2013-01-01,9
2013-01-02,41
2013-01-03,33
2013-01-04,14
2013-01-05,0
2013-01-06,8
2013-01-07,59
2013-01-08,6
2013-01-09,32
2013-01-10,0
2013-01-11,27
2013-01-12,23
2013-01-13,7
2013-01-14,13
2013-01-15,38
2013-01-16,19
2013-01-17,45
2013-01-18,20
2013-01-19,0
2013-01-20,0
2013-01-21,25
2013-01-22,13
2013-01-23,6
2013-01-24,26
2013-01-25,33
2013-01-26,15
2013-01-27,0
2013-01-28,25
2013-01-29,100
2013-01-30,100
2013-01-31,51
2013-02-01,34
2013-02-02,15
2013-02-03,7
2013-02-04,51
2013-02-05,19
2013-02-06,32
2013-02-07,39
2013-02-08,33
2013-02-09,8
2013-02-10,8
2013-02-11,52
2013-02-12,39
2013-02-13,26
2013-02-14,26
2013-02-15,40
2013-02-16,7
2013-02-17,15
2013-02-18,6
2013-02-19,38
2013-02-20,19
2013-02-21,25
2013-02-22,0
2013-02-23,0
2013-02-24,0
2013-02-25,18
2013-02-26,25
2013-02-27,25
2013-02-28,37
2013-03-01,19
2013-03-02,7
2013-03-03,0
2013-03-04,25
2013-03-05,31
2013-03-06,18
2013-03-07,38
2013-03-08,32
2013-03-09,0
2013-03-10,0
2013-03-11,24
2013-03-12,24
2013-03-13,12
2013-03-14,18
2013-03-15,19
2013-03-16,29
2013-03-17,0
2013-03-18,0
2013-03-19,36
2013-03-20,31
2013-03-21,19
2013-03-22,38
2013-03-23,0
2013-03-24,14
2013-03-25,30
2013-03-26,0
2013-03-27,6
2013-03-28,6
2013-03-29,14
2013-03-30,8
2013-03-31,8
2013-04-01,32
2013-04-02,43
2013-04-03,37
2013-04-04,12
2013-04-05,6
2013-04-06,14
2013-04-07,0
2013-04-08,12
2013-04-09,24
2013-04-10,0
2013-04-11,6
2013-04-12,32
2013-04-13,15
2013-04-14,0
2013-04-15,18
2013-04-16,12
2013-04-17,25
2013-04-18,12
2013-04-19,19
2013-04-20,0
2013-04-21,0
2013-04-22,12
2013-04-23,6
2013-04-24,25
2013-04-25,76
2013-04-26,91
2013-04-27,44
2013-04-28,7
2013-04-29,30
2013-04-30,50
2013-05-01,27
2013-05-02,38
2013-05-03,33
2013-05-04,7
2013-05-05,0
2013-05-06,50
2013-05-07,31
2013-05-08,12
2013-05-09,45
2013-05-10,46
2013-05-11,7
2013-05-12,0
2013-05-13,36
2013-05-14,18
2013-05-15,12
2013-05-16,12
2013-05-17,39
2013-05-18,7
2013-05-19,0
2013-05-20,18
2013-05-21,18
2013-05-22,30
2013-05-23,18
2013-05-24,19
2013-05-25,0
2013-05-26,0
2013-05-27,6
2013-05-28,24
2013-05-29,30
2013-05-30,12
2013-05-31,32
2013-06-01,22
2013-06-02,7
2013-06-03,6
2013-06-04,18
2013-06-05,24
2013-06-06,18
2013-06-07,13
2013-06-08,15
2013-06-09,15
2013-06-10,18
2013-06-11,54
2013-06-12,12
2013-06-13,12
2013-06-14,26
2013-06-15,15
2013-06-16,0
2013-06-17,18
2013-06-18,36
2013-06-19,37
2013-06-20,31
2013-06-21,32
2013-06-22,15
2013-06-23,22
2013-06-24,36
2013-06-25,30
2013-06-26,18
2013-06-27,6
2013-06-28,6
2013-06-29,15
