date,AMZN stock
2014-12-01,10
2014-12-02,10
2014-12-03,14
2014-12-04,9
2014-12-05,13
2014-12-06,2
2014-12-07,2
2014-12-08,9
2014-12-09,8
2014-12-10,9
2014-12-11,6
2014-12-12,10
2014-12-13,4
2014-12-14,2
2014-12-15,4
2014-12-16,7
2014-12-17,11
2014-12-18,8
2014-12-19,16
2014-12-20,7
2014-12-21,2
2014-12-22,5
2014-12-23,8
2014-12-24,11
2014-12-25,3
2014-12-26,7
2014-12-27,5
2014-12-28,4
2014-12-29,8
2014-12-30,12
2014-12-31,9
2015-01-01,6
2015-01-02,4
2015-01-03,2
2015-01-04,2
2015-01-05,8
2015-01-06,8
2015-01-07,10
2015-01-08,6
2015-01-09,6
2015-01-10,3
2015-01-11,3
2015-01-12,4
2015-01-13,7
2015-01-14,6
2015-01-15,10
2015-01-16,11
2015-01-17,3
2015-01-18,2
2015-01-19,3
2015-01-20,8
2015-01-21,8
2015-01-22,10
2015-01-23,13
2015-01-24,4
2015-01-25,2
2015-01-26,8
2015-01-27,6
2015-01-28,9
2015-01-29,25
2015-01-30,49
2015-01-31,13
2015-02-01,4
2015-02-02,24
2015-02-03,16
2015-02-04,16
2015-02-05,18
2015-02-06,19
2015-02-07,7
2015-02-08,3
2015-02-09,7
2015-02-10,8
2015-02-11,14
2015-02-12,19
2015-02-13,15
2015-02-14,7
2015-02-15,4
2015-02-16,7
2015-02-17,14
2015-02-18,12
2015-02-19,8
2015-02-20,8
2015-02-21,5
2015-02-22,3
2015-02-23,9
2015-02-24,9
2015-02-25,9
2015-02-26,8
2015-02-27,12
2015-02-28,3
2015-03-01,2
2015-03-02,9
2015-03-03,6
2015-03-04,11
2015-03-05,8
2015-03-06,9
2015-03-07,5
2015-03-08,3
2015-03-09,7
2015-03-10,9
2015-03-11,10
2015-03-12,7
2015-03-13,7
2015-03-14,4
2015-03-15,1
2015-03-16,6
2015-03-17,8
2015-03-18,7
2015-03-19,6
2015-03-20,8
2015-03-21,1
2015-03-22,2
2015-03-23,6
2015-03-24,3
2015-03-25,7
2015-03-26,8
2015-03-27,6
2015-03-28,3
2015-03-29,2
2015-03-30,7
2015-03-31,10
2015-04-01,5
2015-04-02,5
2015-04-03,3
2015-04-04,1
2015-04-05,2
2015-04-06,3
2015-04-07,6
2015-04-08,3
2015-04-09,7
2015-04-10,7
2015-04-11,1
2015-04-12,3
2015-04-13,5
2015-04-14,6
2015-04-15,8
2015-04-16,6
2015-04-17,6
2015-04-18,4
2015-04-19,3
2015-04-20,9
2015-04-21,10
2015-04-22,12
2015-04-23,30
2015-04-24,54
2015-04-25,13
2015-04-26,9
2015-04-27,20
2015-04-28,8
2015-04-29,12
2015-04-30,15
2015-05-01,12
2015-05-02,9
2015-05-03,1
2015-05-04,12
2015-05-05,6
2015-05-06,8
2015-05-07,13
2015-05-08,10
2015-05-09,2
2015-05-10,3
2015-05-11,7
2015-05-12,5
2015-05-13,6
2015-05-14,13
2015-05-15,11
2015-05-16,4
2015-05-17,2
2015-05-18,7
2015-05-19,5
2015-05-20,7
2015-05-21,10
2015-05-22,12
2015-05-23,2
2015-05-24,3
2015-05-25,4
2015-05-26,5
2015-05-27,7
2015-05-28,6
2015-05-29,8
2015-05-30,3
2015-05-31,3
2015-06-01,4
2015-06-02,5
2015-06-03,3
2015-06-04,9
2015-06-05,6
2015-06-06,2
2015-06-07,0
2015-06-08,10
2015-06-09,4
2015-06-10,7
2015-06-11,9
2015-06-12,4
2015-06-13,3
2015-06-14,3
2015-06-15,4
2015-06-16,6
2015-06-17,5
2015-06-18,8
2015-06-19,9
2015-06-20,2
2015-06-21,2
2015-06-22,9
2015-06-23,9
2015-06-24,10
2015-06-25,9
2015-06-26,5
2015-06-27,2
2015-06-28,1
2015-06-29,11
2015-06-30,6
2015-07-01,6
2015-07-02,7
2015-07-03,1
2015-07-04,3
2015-07-05,1
2015-07-06,5
2015-07-07,7
2015-07-08,6
2015-07-09,8
2015-07-10,7
2015-07-11,3
2015-07-12,2
2015-07-13,9
2015-07-14,15
2015-07-15,14
2015-07-16,17
2015-07-17,13
2015-07-18,5
2015-07-19,4
2015-07-20,12
2015-07-21,16
2015-07-22,17
2015-07-23,57
2015-07-24,100
2015-07-25,16
2015-07-26,9
2015-07-27,26
2015-07-28,25
2015-07-29,21
2015-07-30,23
2015-07-31,17
2015-08-01,5
2015-08-02,7
2015-08-03,11
2015-08-04,10
2015-08-05,9
2015-08-06,13
2015-08-07,8
2015-08-08,3
2015-08-09,2
2015-08-10,13
2015-08-11,14
2015-08-12,12
2015-08-13,9
2015-08-14,8
2015-08-15,3
2015-08-16,4
2015-08-17,13
2015-08-18,14
