date,AMZN stock
2017-05-29,5
2017-05-30,27
2017-05-31,24
2017-06-01,22
2017-06-02,19
2017-06-03,8
2017-06-04,4
2017-06-05,19
2017-06-06,23
2017-06-07,16
2017-06-08,18
2017-06-09,27
2017-06-10,10
2017-06-11,4
2017-06-12,31
2017-06-13,25
2017-06-14,20
2017-06-15,20
2017-06-16,60
2017-06-17,13
2017-06-18,7
2017-06-19,29
2017-06-20,23
2017-06-21,19
2017-06-22,24
2017-06-23,18
2017-06-24,4
2017-06-25,3
2017-06-26,19
2017-06-27,22
2017-06-28,22
2017-06-29,22
2017-06-30,20
2017-07-01,5
2017-07-02,2
2017-07-03,22
2017-07-04,25
2017-07-05,22
2017-07-06,19
2017-07-07,17
2017-07-08,3
2017-07-09,2
2017-07-10,20
2017-07-11,22
2017-07-12,25
2017-07-13,20
2017-07-14,20
2017-07-15,5
2017-07-16,3
2017-07-17,20
2017-07-18,22
2017-07-19,18
2017-07-20,24
2017-07-21,19
2017-07-22,7
2017-07-23,3
2017-07-24,22
2017-07-25,22
2017-07-26,28
2017-07-27,72
2017-07-28,61
2017-07-29,11
2017-07-30,4
2017-07-31,37
2017-08-01,33
2017-08-02,28
2017-08-03,26
2017-08-04,22
2017-08-05,6
2017-08-06,3
2017-08-07,20
2017-08-08,21
2017-08-09,20
2017-08-10,22
2017-08-11,24
2017-08-12,6
2017-08-13,3
2017-08-14,17
2017-08-15,22
2017-08-16,25
2017-08-17,22
2017-08-18,20
2017-08-19,4
2017-08-20,1
2017-08-21,18
2017-08-22,17
2017-08-23,17
2017-08-24,19
2017-08-25,20
2017-08-26,4
2017-08-27,2
2017-08-28,19
2017-08-29,17
2017-08-30,17
2017-08-31,20
2017-09-01,16
2017-09-02,4
2017-09-03,2
2017-09-04,3
2017-09-05,15
2017-09-06,15
2017-09-07,16
2017-09-08,14
2017-09-09,4
2017-09-10,2
2017-09-11,13
2017-09-12,18
2017-09-13,14
2017-09-14,16
2017-09-15,15
2017-09-16,4
2017-09-17,1
2017-09-18,13
2017-09-19,12
2017-09-20,16
2017-09-21,12
2017-09-22,14
2017-09-23,4
2017-09-24,2
2017-09-25,17
2017-09-26,18
2017-09-27,16
2017-09-28,14
2017-09-29,15
2017-09-30,3
2017-10-01,2
2017-10-02,14
2017-10-03,13
2017-10-04,15
2017-10-05,13
2017-10-06,14
2017-10-07,3
2017-10-08,2
2017-10-09,12
2017-10-10,16
2017-10-11,18
2017-10-12,18
2017-10-13,19
2017-10-14,2
2017-10-15,2
2017-10-16,14
2017-10-17,15
2017-10-18,17
2017-10-19,17
2017-10-20,15
2017-10-21,3
2017-10-22,2
2017-10-23,14
2017-10-24,18
2017-10-25,17
2017-10-26,49
2017-10-27,73
2017-10-28,18
2017-10-29,6
2017-10-30,33
2017-10-31,23
2017-11-01,22
2017-11-02,20
2017-11-03,20
2017-11-04,5
2017-11-05,4
2017-11-06,21
2017-11-07,20
2017-11-08,19
2017-11-09,18
2017-11-10,17
2017-11-11,4
2017-11-12,3
2017-11-13,17
2017-11-14,18
2017-11-15,20
2017-11-16,21
2017-11-17,17
2017-11-18,4
2017-11-19,3
2017-11-20,15
2017-11-21,18
2017-11-22,17
2017-11-23,5
2017-11-24,18
2017-11-25,12
2017-11-26,6
2017-11-27,30
2017-11-28,24
2017-11-29,30
2017-11-30,30
2017-12-01,24
2017-12-02,5
2017-12-03,3
2017-12-04,22
2017-12-05,24
2017-12-06,18
2017-12-07,21
2017-12-08,18
2017-12-09,6
2017-12-10,3
2017-12-11,17
2017-12-12,20
2017-12-13,18
2017-12-14,16
2017-12-15,17
2017-12-16,4
2017-12-17,2
2017-12-18,17
2017-12-19,17
2017-12-20,19
2017-12-21,15
2017-12-22,16
2017-12-23,4
2017-12-24,3
2017-12-25,3
2017-12-26,12
2017-12-27,15
2017-12-28,14
2017-12-29,16
2017-12-30,3
2017-12-31,2
2018-01-01,3
2018-01-02,16
2018-01-03,21
2018-01-04,20
2018-01-05,22
2018-01-06,7
2018-01-07,5
2018-01-08,19
2018-01-09,22
2018-01-10,22
2018-01-11,24
2018-01-12,31
2018-01-13,10
2018-01-14,5
2018-01-15,8
2018-01-16,26
2018-01-17,23
2018-01-18,27
2018-01-19,23
2018-01-20,6
2018-01-21,4
2018-01-22,26
2018-01-23,31
2018-01-24,32
2018-01-25,28
2018-01-26,34
2018-01-27,12
2018-01-28,6
2018-01-29,33
2018-01-30,41
2018-01-31,50
2018-02-01,85
2018-02-02,100
2018-02-03,17
2018-02-04,9
2018-02-05,53
2018-02-06,64
2018-02-07,47
2018-02-08,48
2018-02-09,53
2018-02-10,11
2018-02-11,5
2018-02-12,40
2018-02-13,40
