date,LRCX stock
2014-03-16,0
2014-03-17,0
2014-03-18,0
2014-03-19,29
2014-03-20,0
2014-03-21,0
2014-03-22,0
2014-03-23,0
2014-03-24,30
2014-03-25,0
2014-03-26,29
2014-03-27,0
2014-03-28,0
2014-03-29,0
2014-03-30,0
2014-03-31,0
2014-04-01,0
2014-04-02,30
2014-04-03,0
2014-04-04,31
2014-04-05,35
2014-04-06,0
2014-04-07,0
2014-04-08,0
2014-04-09,0
2014-04-10,0
2014-04-11,0
2014-04-12,0
2014-04-13,36
2014-04-14,30
2014-04-15,0
2014-04-16,0
2014-04-17,0
2014-04-18,34
2014-04-19,0
2014-04-20,38
2014-04-21,0
2014-04-22,30
2014-04-23,0
2014-04-24,0
2014-04-25,32
2014-04-26,36
2014-04-27,0
2014-04-28,0
2014-04-29,0
2014-04-30,0
2014-05-01,0
2014-05-02,0
2014-05-03,0
2014-05-04,0
2014-05-05,0
2014-05-06,0
2014-05-07,0
2014-05-08,0
2014-05-09,31
2014-05-10,0
2014-05-11,0
2014-05-12,0
2014-05-13,29
2014-05-14,30
2014-05-15,60
2014-05-16,31
2014-05-17,0
2014-05-18,0
2014-05-19,59
2014-05-20,30
2014-05-21,0
2014-05-22,33
2014-05-23,34
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,0
2014-05-28,65
2014-05-29,0
2014-05-30,34
2014-05-31,41
2014-06-01,0
2014-06-02,0
2014-06-03,32
2014-06-04,0
2014-06-05,100
2014-06-06,0
2014-06-07,41
2014-06-08,0
2014-06-09,34
2014-06-10,0
2014-06-11,0
2014-06-12,0
2014-06-13,0
2014-06-14,40
2014-06-15,40
2014-06-16,0
2014-06-17,33
2014-06-18,33
2014-06-19,0
2014-06-20,35
2014-06-21,0
2014-06-22,0
2014-06-23,34
2014-06-24,0
2014-06-25,0
2014-06-26,34
2014-06-27,0
2014-06-28,41
2014-06-29,41
2014-06-30,67
2014-07-01,0
2014-07-02,34
2014-07-03,0
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,34
2014-07-08,0
2014-07-09,34
2014-07-10,34
2014-07-11,35
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,33
2014-07-16,35
2014-07-17,0
2014-07-18,0
2014-07-19,0
2014-07-20,0
2014-07-21,0
2014-07-22,0
2014-07-23,0
2014-07-24,34
2014-07-25,0
2014-07-26,0
2014-07-27,0
2014-07-28,68
2014-07-29,0
2014-07-30,34
2014-07-31,68
2014-08-01,35
2014-08-02,0
2014-08-03,0
2014-08-04,0
2014-08-05,33
2014-08-06,0
2014-08-07,0
2014-08-08,0
2014-08-09,41
2014-08-10,0
2014-08-11,0
2014-08-12,0
2014-08-13,33
2014-08-14,0
2014-08-15,0
2014-08-16,0
2014-08-17,0
2014-08-18,0
2014-08-19,0
2014-08-20,0
2014-08-21,33
2014-08-22,34
2014-08-23,0
2014-08-24,0
2014-08-25,0
2014-08-26,64
2014-08-27,0
2014-08-28,0
2014-08-29,0
2014-08-30,39
2014-08-31,0
2014-09-01,0
2014-09-02,0
2014-09-03,32
2014-09-04,0
2014-09-05,67
2014-09-06,0
2014-09-07,0
2014-09-08,0
2014-09-09,0
2014-09-10,31
2014-09-11,0
2014-09-12,33
2014-09-13,0
2014-09-14,0
2014-09-15,0
2014-09-16,0
2014-09-17,0
2014-09-18,0
2014-09-19,33
2014-09-20,0
2014-09-21,0
2014-09-22,31
2014-09-23,0
2014-09-24,31
2014-09-25,48
2014-09-26,0
2014-09-27,0
2014-09-28,0
2014-09-29,0
2014-09-30,31
2014-10-01,0
2014-10-02,48
2014-10-03,51
2014-10-04,38
2014-10-05,37
2014-10-06,31
2014-10-07,0
2014-10-08,0
2014-10-09,0
2014-10-10,33
2014-10-11,0
2014-10-12,0
2014-10-13,31
2014-10-14,0
2014-10-15,31
2014-10-16,0
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,0
2014-10-21,0
2014-10-22,31
2014-10-23,31
2014-10-24,33
2014-10-25,37
2014-10-26,0
2014-10-27,30
2014-10-28,60
2014-10-29,0
2014-10-30,0
2014-10-31,0
2014-11-01,0
2014-11-02,0
2014-11-03,62
2014-11-04,30
2014-11-05,0
2014-11-06,0
2014-11-07,32
2014-11-08,0
2014-11-09,0
2014-11-10,0
2014-11-11,0
2014-11-12,0
2014-11-13,0
2014-11-14,31
2014-11-15,0
2014-11-16,0
2014-11-17,0
2014-11-18,0
2014-11-19,31
2014-11-20,0
2014-11-21,32
2014-11-22,0
2014-11-23,0
2014-11-24,0
2014-11-25,30
2014-11-26,0
2014-11-27,31
2014-11-28,32
2014-11-29,0
2014-11-30,69
2014-12-01,30
