date,MU stock
2017-10-06,17
2017-10-07,4
2017-10-08,1
2017-10-09,24
2017-10-10,25
2017-10-11,37
2017-10-12,27
2017-10-13,19
2017-10-14,9
2017-10-15,2
2017-10-16,21
2017-10-17,21
2017-10-18,30
2017-10-19,21
2017-10-20,19
2017-10-21,6
2017-10-22,3
2017-10-23,19
2017-10-24,23
2017-10-25,22
2017-10-26,15
2017-10-27,20
2017-10-28,6
2017-10-29,3
2017-10-30,21
2017-10-31,37
2017-11-01,30
2017-11-02,25
2017-11-03,24
2017-11-04,5
2017-11-05,2
2017-11-06,24
2017-11-07,22
2017-11-08,16
2017-11-09,20
2017-11-10,24
2017-11-11,8
2017-11-12,4
2017-11-13,22
2017-11-14,20
2017-11-15,22
2017-11-16,19
2017-11-17,19
2017-11-18,6
2017-11-19,4
2017-11-20,27
2017-11-21,27
2017-11-22,31
2017-11-23,8
2017-11-24,14
2017-11-25,3
2017-11-26,4
2017-11-27,25
2017-11-28,30
2017-11-29,44
2017-11-30,47
2017-12-01,32
2017-12-02,11
2017-12-03,4
2017-12-04,38
2017-12-05,31
2017-12-06,44
2017-12-07,43
2017-12-08,36
2017-12-09,6
2017-12-10,4
2017-12-11,29
2017-12-12,33
2017-12-13,31
2017-12-14,19
2017-12-15,26
2017-12-16,6
2017-12-17,6
2017-12-18,31
2017-12-19,74
2017-12-20,73
2017-12-21,48
2017-12-22,45
2017-12-23,8
2017-12-24,5
2017-12-25,6
2017-12-26,40
2017-12-27,36
2017-12-28,30
2017-12-29,40
2017-12-30,7
2017-12-31,5
2018-01-01,8
2018-01-02,39
2018-01-03,37
2018-01-04,40
2018-01-05,39
2018-01-06,12
2018-01-07,6
2018-01-08,31
2018-01-09,39
2018-01-10,41
2018-01-11,36
2018-01-12,37
2018-01-13,8
2018-01-14,7
2018-01-15,15
2018-01-16,28
2018-01-17,26
2018-01-18,26
2018-01-19,33
2018-01-20,9
2018-01-21,7
2018-01-22,28
2018-01-23,26
2018-01-24,26
2018-01-25,34
2018-01-26,32
2018-01-27,9
2018-01-28,2
2018-01-29,22
2018-01-30,33
2018-01-31,38
2018-02-01,31
2018-02-02,30
2018-02-03,9
2018-02-04,6
2018-02-05,34
2018-02-06,50
2018-02-07,36
2018-02-08,35
2018-02-09,36
2018-02-10,9
2018-02-11,4
2018-02-12,27
2018-02-13,35
2018-02-14,26
2018-02-15,33
2018-02-16,29
2018-02-17,11
2018-02-18,3
2018-02-19,7
2018-02-20,23
2018-02-21,21
2018-02-22,28
2018-02-23,31
2018-02-24,11
2018-02-25,2
2018-02-26,28
2018-02-27,39
2018-02-28,30
2018-03-01,28
2018-03-02,35
2018-03-03,7
2018-03-04,7
2018-03-05,47
2018-03-06,55
2018-03-07,52
2018-03-08,50
2018-03-09,49
2018-03-10,14
2018-03-11,5
2018-03-12,76
2018-03-13,93
2018-03-14,63
2018-03-15,57
2018-03-16,53
2018-03-17,14
2018-03-18,12
2018-03-19,49
2018-03-20,58
2018-03-21,56
2018-03-22,100
2018-03-23,91
2018-03-24,18
2018-03-25,12
2018-03-26,59
2018-03-27,59
2018-03-28,44
2018-03-29,50
2018-03-30,27
2018-03-31,9
2018-04-01,5
2018-04-02,49
2018-04-03,52
2018-04-04,48
2018-04-05,65
2018-04-06,54
2018-04-07,16
2018-04-08,6
2018-04-09,39
